datetime,Residential,General,Educational,Industrial,Agricultural,Streetlights,Other,Total Electricity Usage
2019-02-01,"6,332,054,394","10,629,432,402","784,288,141","22,494,724,422","1,886,835,258","323,773,679","1,872,269,918","44,323,378,214"
2019-03-01,"5,515,338,016","9,037,765,603","737,642,165","24,476,814,813","1,584,611,565","298,945,843","1,409,470,780","43,060,588,785"
2019-04-01,"5,774,061,947","8,841,787,332","721,062,440","24,074,367,077","1,493,131,254","293,902,303","1,214,516,571","42,412,828,924"
2019-05-01,"5,371,988,792","8,289,802,880","565,796,394","24,139,454,723","1,280,703,069","275,845,975","759,966,940","40,683,558,773"
2019-06-01,"5,457,769,966","8,888,188,975","598,517,610","23,594,725,968","1,326,310,327","265,338,671","464,008,225","40,594,859,742"
2019-07-01,"5,783,423,868","9,887,002,989","674,469,034","24,597,139,790","1,340,592,699","257,760,391","400,600,864","42,940,989,635"
2019-08-01,"7,806,375,827","11,626,445,374","669,876,048","25,092,384,834","1,677,537,886","271,485,382","387,458,892","47,531,564,243"
2019-09-01,"6,846,821,724","10,345,388,452","708,996,653","23,458,083,527","1,640,667,946","283,558,538","339,672,520","43,623,189,360"
2019-10-01,"5,580,204,623","8,697,197,325","586,437,640","23,717,165,374","1,293,945,832","301,519,812","421,163,874","40,597,634,480"
2019-11-01,"5,688,241,654","8,557,377,012","635,969,653","23,336,894,328","1,746,890,071","322,157,441","796,460,134","41,083,990,293"
2019-12-01,"6,008,740,747","9,997,987,138","912,450,073","24,464,373,136","1,626,443,602","329,719,097","1,362,809,737","44,702,523,530"
2020-01-01,"6,459,786,051","10,974,675,167","871,012,691","24,144,130,063","1,839,714,634","335,244,746","1,671,464,277","46,296,027,629"
2020-02-01,"6,467,416,651","10,483,941,198","743,232,724","22,974,888,459","1,836,799,457","320,476,384","1,641,601,124","44,468,355,997"
2020-03-01,"6,048,275,516","9,110,162,207","596,244,274","23,816,811,865","1,641,070,204","299,519,915","1,331,111,585","42,843,195,566"
2020-04-01,"6,098,775,450","8,356,835,392","489,468,236","22,623,757,004","1,524,378,893","292,387,982","1,063,737,391","40,449,340,348"
2020-05-01,"5,724,593,361","8,062,026,211","431,026,053","21,738,251,888","1,331,298,812","270,778,685","746,745,698","38,304,720,708"
2020-06-01,"5,928,622,419","9,066,323,855","532,351,209","22,092,908,456","1,375,901,442","258,993,155","474,464,445","39,729,564,981"
2020-07-01,"6,167,142,740","9,828,102,126","627,512,553","23,457,246,105","1,348,644,898","251,697,965","363,405,479","42,043,751,866"
2020-08-01,"7,376,954,930","10,790,464,826","644,743,886","23,494,675,050","1,603,454,856","261,387,637","401,654,274","44,573,335,459"
2020-09-01,"7,857,230,189","10,298,456,176","614,438,953","24,001,420,508","1,705,447,639","275,221,168","330,361,109","45,082,575,742"
2020-10-01,"5,764,060,675","8,160,572,342","472,822,118","22,610,954,850","1,305,167,249","297,295,535","430,215,954","39,041,088,723"
2020-11-01,"5,996,050,424","8,557,658,303","626,061,880","23,027,694,161","1,741,081,415","315,888,612","853,571,648","41,118,006,443"
2020-12-01,"6,386,290,741","9,894,296,021","863,521,874","24,533,488,626","1,704,489,392","323,059,531","1,292,336,582","44,997,482,767"
2021-01-01,"7,160,556,336","11,411,642,315","980,091,030","24,991,355,569","2,074,509,765","331,560,982","1,777,536,568","48,727,252,565"
2021-02-01,"6,899,314,903","10,722,426,372","816,123,718","22,746,846,514","1,990,168,170","310,513,259","1,666,680,883","45,152,073,819"
2021-03-01,"5,928,018,553","9,084,500,770","735,013,907","24,103,533,192","1,671,989,248","287,603,584","1,235,882,386","43,046,541,640"
2021-04-01,"6,084,339,458","8,641,868,349","630,647,772","23,760,459,364","1,533,939,675","285,022,643","935,889,733","41,872,166,994"
2021-05-01,"5,760,113,225","8,303,610,367","518,028,019","23,976,813,107","1,348,979,293","265,693,807","644,097,984","40,817,335,802"
2021-06-01,"6,013,753,002","9,244,615,911","594,243,808","24,010,519,547","1,403,803,751","252,843,330","487,141,218","42,006,920,567"
2021-07-01,"6,962,947,319","10,677,053,332","692,959,373","25,453,660,860","1,517,557,701","249,642,828","391,733,147","45,945,554,560"
2021-08-01,"9,266,333,224","11,952,352,146","630,914,038","24,465,467,800","1,983,874,503","264,853,561","337,373,317","48,901,168,589"
2021-09-01,"7,136,710,114","10,257,550,410","649,897,912","24,330,802,133","1,817,805,707","272,772,302","325,862,630","44,791,401,208"
2021-10-01,"6,086,135,761","9,077,887,201","574,995,975","23,947,121,151","1,480,099,924","290,362,515","357,068,286","41,813,670,813"
2021-11-01,"6,171,794,100","9,055,681,602","671,041,890","23,897,914,149","1,915,299,097","309,183,178","780,663,916","42,801,577,932"
2021-12-01,"6,416,949,332","11,065,907,312","925,445,423","25,495,423,783","1,790,641,946","319,277,930","1,207,125,160","47,220,770,886"
