datetime,TotalPopulation,BusanPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,DaeguPopulation,DaejeonPopulation,GangwonPopulation,GwanguPopulation,GyeonggiPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,InchenPopulation,JejuPopulation,JeollanamPopulation,JeonbukPopulation,SeoulPopulation,UlsanPopulation
2008-11-01,49621565.50205353,3570419.4741353747,1522077.6595492119,2021845.4571363716,2496809.667246528,1483322.2419237136,1511047.6104720903,1425033.8614347074,11310772.440230025,2678313.672251792,3230541.3127707685,2697109.4287839555,561536.8737302702,1922145.3122953393,1858813.679254271,10217546.534437587,1114230.2764015223
2008-12-01,49629692.66846734,3571004.2479719077,1522326.949919412,2022176.6009511005,2497218.602101042,1483565.184817261,1511295.0943083067,1425267.25768531,11312624.95191442,2678752.3343678005,3231070.420359172,2697551.169324429,561628.8438963487,1922460.1269261658,1859118.1212433686,10219219.994357403,1114412.7683238953
2009-01-01,49773145.0,3543030.0,1527478.0,2037582.0,2489781.0,1484180.0,1512870.0,1433640.0,11460610.0,2669876.0,3250176.0,2710579.0,562663.0,1913004.0,1854508.0,10208302.0,1114866.0
2009-02-01,49781296.992551245,3543610.2879076423,1527728.1748538932,2037915.7211921518,2490188.7836786527,1484423.0833796961,1513117.78231255,1433874.80578937,11462487.052522052,2670313.2801691503,3250708.3234154126,2711022.9466265906,562755.1546063618,1913317.3174397256,1854811.7367922445,10209973.945822688,1115048.5960430596
2009-03-01,49789450.320259884,3544190.6708565503,1527978.3906821625,2038249.4970421453,2490596.63414532,1484666.2065723054,1513365.6052076188,1434109.6500359254,11464364.412473304,2670750.631957337,3251240.734016325,2711466.9659640696,562847.3243060769,1913630.6861955062,1855115.5233313972,10211646.165481599,1115231.221992238
2009-04-01,49797604.98334458,3544771.1488622897,1528228.647491518,2038583.327558932,2491004.5514109395,1484909.3695843483,1513613.4686918522,1434344.5327459641,11466242.079904107,2671188.0553762894,3251773.231817016,2711911.0580243454,562939.5091016172,1913944.106275746,1855419.3596256052,10213318.659021575,1115413.8778524331
2009-05-01,49805760.98202407,3545351.721940431,1528478.9452886726,2038917.2127514663,2491412.535486453,1485152.5724223473,1513861.3727718985,1434579.4539257865,11468120.054864826,2671625.550437741,3252305.816831769,2712355.22281933,563031.7089954555,1914257.5776888516,1855723.2456830184,10214991.426487483,1115596.563628544
2009-06-01,49813918.316517085,3545932.390106543,1528729.2840803384,2039251.1526287019,2491820.5863828016,1485395.8150928242,1514109.3174544063,1434814.4135816926,11469998.337405821,2672063.117153424,3252838.4890748663,2712799.460360935,563123.9239900643,1914571.1004432298,1856027.1815117863,10216664.467924178,1115779.2793254703
2009-07-01,49822076.98704241,3546513.1533762007,1528979.6638732306,2039585.1471995963,2492228.70411093,1485639.0976023034,1514357.302746026,1435049.4117199844,11471876.927577473,2672500.755535075,3253371.2485605953,2713243.7706610747,563216.1540879172,1914884.67454729,1856331.1671200613,10218337.783376537,1115962.0249481124
2009-08-01,49830236.99381887,3547094.0117649804,1529230.0846740638,2039919.196473107,2492636.8886817847,1485882.4199573102,1514605.3286534084,1435284.4483469648,11473755.825430168,2672938.4655944314,3253904.095303245,2713688.153731667,563308.3992914875,1915198.3000094423,1856635.2025159963,10220011.37288944,1116144.8005013722
2009-09-01,49838398.337065324,3547674.965288461,1529480.5464895552,2040253.3004581935,2493045.140106313,1486125.7821643702,1514853.395183206,1435519.5234689375,11475635.031014299,2673376.2473432333,3254437.029317107,2714132.60958463,563400.6596032496,1915511.9768380984,1856939.2877077456,10221685.236507772,1116327.6059901514
2009-10-01,49846561.017000645,3548256.0139622237,1529731.049326421,2040587.4591638162,2493453.4583954634,1486369.1842300103,1515101.5023420714,1435754.637092207,11477514.544380262,2673814.100793221,3254970.0506164734,2714577.1382318838,563492.9350256777,1915825.7050416705,1857243.4227034645,10223359.374276424,1116510.4414193525
2009-11-01,49854725.03384378,3548837.157801853,1529981.593191381,2040921.672598938,2493861.8435601885,1486612.626160759,1515349.6501366596,1435989.7892230798,11479394.365578473,2674252.0259561394,3255503.1592156417,2715021.739685351,563585.2255612467,1916139.4846285738,1857547.6075113106,10225033.7862403,1116693.30679388
2009-12-01,49862890.38781368,3549418.3968229354,1530232.1780911547,2041255.9407725225,2494270.295611441,1486856.1079631457,1515597.838573626,1436224.9798678625,11481274.494659346,2674690.022843733,3256036.3551289095,2715466.4139569565,563677.5312124321,1916453.315607224,1857851.8421394422,10226708.47244431,1116876.2021186382
2010-01-01,50515666.0,3567910.0,1549528.0,2075514.0,2511676.0,1503664.0,1529818.0,1454636.0,11786622.0,2689920.0,3290536.0,2758296.0,571255.0,1918485.0,1868963.0,10312545.0,1126298.0
2010-02-01,50523939.60483154,3568494.362827454,1549781.786267955,2075853.933807036,2512087.3697063574,1503910.2745267064,1530068.5581059977,1454874.244576202,11788552.447729358,2690360.563034613,3291074.933695301,2758747.7618576465,571348.5618294737,1918799.2151340782,1869269.104274796,10314234.019048814,1126482.4684097515
2010-03-01,50532214.5647385,3569078.821363577,1550035.6141017743,2076193.9232894338,2512498.8067880594,1504156.589388982,1530319.1572491417,1455112.5281728038,11790483.211633144,2690801.19822594,3291613.9556587525,2759199.597706184,571442.1389827799,1919113.4817312383,1869575.2586842538,10315923.31473015,1126666.9670322835
2010-04-01,50540490.8799428,3569663.375624043,1550289.4835082644,2076533.9684563118,2512910.31125614,1504402.9445934317,1530569.7974361524,1455350.850796196,11792414.291763136,2691241.9055857984,3292153.0659048115,2759651.5075577283,571535.7314624283,1919427.7997999087,1869881.4632365834,10317612.887089318,1126851.495872544
2010-05-01,50548768.55066643,3570248.0256245313,1550543.3944942357,2076874.0693167916,2513321.883121637,1504649.3401466643,1530820.4786737529,1455589.212452771,11794345.688171132,2691682.685126009,3292692.264447938,2760103.491424403,571629.3392709293,1919742.1693485202,1870187.7179399987,10319302.736171633,1127036.0549354828
2010-06-01,50557047.57713139,3570832.7713807207,1550797.347066497,2077214.2258799928,2513733.522395588,1504895.7760552873,1531071.2009686655,1455827.613148921,11796277.400908928,2692123.536858393,3293231.5513025923,2760555.549318328,571722.9624107933,1920056.5903855036,1870494.0228027124,10320992.862022415,1127220.644226049
2010-07-01,50565327.95955973,3571417.612908296,1551051.34123186,2077554.43815504,2514145.2290890343,1505142.2523259106,1531321.9643276157,1456066.0528910405,11798209.430028336,2692564.4607947743,3293770.9264832386,2761007.6812516293,571816.6008845314,1920371.0629192921,1870800.3778329408,10322683.264686996,1127405.2637491943
2010-08-01,50573609.698173545,3572002.550222942,1551305.376997137,2077894.7061510575,2514557.0032130177,1505388.7689651449,1531572.7687573289,1456304.5316855244,11800141.775581175,2693005.4569469793,3294310.3900043443,2761459.8872364326,571910.2546946551,1920685.5869583206,1871106.7830388998,10324373.944210716,1127589.9135098697
2010-09-01,50581892.79319495,3572587.583340348,1551559.4543691413,2078235.0298771716,2514968.8447785825,1505635.3259796018,1531823.6142645315,1456543.0495387695,11802074.437619274,2693446.5253268355,3294849.941880377,2761912.167284867,572003.9238436762,1921000.1625110242,1871413.2384288078,10326064.900638916,1127774.593513028
2010-10-01,50590177.24484608,3573172.7122762036,1551813.573354687,2078575.4093425092,2515380.7537967735,1505881.9233758938,1532074.5008559513,1456781.6064571717,11804007.41619446,2693887.6659461716,3295389.5821258076,2762364.5214090613,572097.6083341067,1921314.7895858395,1871719.7440108832,10327756.134016946,1127959.3037636217
2010-11-01,50598463.05334917,3573757.9370462033,1552067.73396059,2078915.8445562006,2515792.730278639,1506128.5611606352,1532325.4285383176,1457020.2024471303,11805940.71135858,2694328.8788168207,3295929.3107551103,2762816.949621149,572191.3081684597,1921629.4681912058,1872026.2997933477,10329447.644390171,1128144.0442666055
2010-12-01,50606750.218926415,3574343.2576660425,1552321.9361936674,2079256.3355273756,2516204.774235229,1506375.2393404408,1532576.3973183602,1457258.8375150443,11807874.32316349,2694770.1639506156,3296469.1277827607,2763269.4519332647,572285.023349248,1921944.1983355628,1872332.9057844228,10331139.431803958,1128328.815026934
2011-01-01,50734284.0,3550963.0,1562903.0,2101284.0,2507271.0,1515603.0,1536448.0,1463464.0,11937415.0,2699195.0,3308765.0,2801274.0,576156.0,1914339.0,1874031.0,10249679.0,1135494.0
2011-02-01,50742593.41073265,3551544.58719779,1563158.97686492,2101628.154493674,2507681.6482424596,1515851.2299313543,1536699.6439869606,1463703.6904520905,11939370.145051837,2699637.0821214803,3309306.9192947084,2801732.8009213,576250.3645297148,1914652.536089965,1874337.93432679,10251357.722669838,1135679.9745577655
2011-03-01,50750904.18240511,3552126.269649647,1563414.9956544866,2101972.3653539866,2508092.3637421005,1516099.5005185395,1536951.3291889161,1463943.4201613904,11941325.6103231,2700079.2366484753,3309848.927346558,2802191.6769863684,576344.7445147309,1914966.1235317958,1874644.9189241899,10253036.72028583,1135865.9795749933
2011-04-01,50759216.31524026,3552708.047371172,1563671.0563755655,2102316.6325901696,2508503.146509937,1516347.8117682135,1537203.0556126162,1464183.189134329,11943281.395866232,2700521.4635928427,3310391.0241700844,2802650.628207512,576439.1399575791,1915279.7623339028,1874951.9538004324,10254715.992893001,1136052.015056671
2011-05-01,50767529.80946107,3553289.9203779697,1563927.1590350252,2102660.9562114566,2508913.9965569885,1516596.163687037,1537454.8232648133,1464422.9973773384,11945237.501733694,2700963.7629664443,3310933.2097798297,2803109.654597042,576533.5508607917,1915593.4525046987,1875259.0389637535,10256395.540536398,1136238.0810077894
2011-06-01,50775844.66529048,3553871.8886856446,1564183.3036397337,2103005.3362270817,2509324.913894272,1516844.5562816705,1537706.632152259,1464662.8448968485,11947193.927977944,2701406.134781142,3311475.4841903327,2803568.756167268,576627.9772269005,1915907.1940525959,1875566.1744223882,10258075.36326106,1136424.1774333378
2011-07-01,50784160.88295152,3554453.9523098064,1564439.4901965617,2103349.772646282,2509735.898532809,1517092.989558776,1537958.482281707,1464902.7316992935,11949150.674651459,2701848.579048801,3312017.847416139,2804027.9329305035,576722.4190584382,1916220.9869860099,1875873.360184575,10259755.461112048,1136610.304338308
2011-08-01,50792478.46266722,3555036.111266066,1564695.7187123797,2103694.2654782953,2510146.950483624,1517341.4635250166,1538210.3736599127,1465142.6577911067,11951107.741806718,2702291.0957812876,3312560.299471795,2804487.1848990647,576816.8763579377,1916534.8313133563,1876180.596258552,10261435.834134419,1136796.461727692
2011-09-01,50800797.40466069,3555618.3655700376,1564951.9891940604,2104038.8147323616,2510558.06975774,1517589.9781870567,1538462.3062936317,1465382.6231787235,11953065.129496211,2702733.6849904708,3313102.84037185,2804946.5120852687,576911.3491279326,1916848.727043053,1876487.8826525602,10263116.482373243,1136982.6496064826
2011-10-01,50809117.70915499,3556200.7152373362,1565208.3016484764,2104383.420417721,2510969.2563661835,1517838.5335515612,1538714.2801896203,1465622.627868579,11955022.837772433,2703176.3466882203,3313645.4701308534,2805405.9145014337,577005.8373709562,1917162.674183518,1876795.2193748401,10264797.405873591,1137168.8679796732
2011-11-01,50817439.376373336,3556783.1602835823,1565464.6560825026,2104728.082543616,2511380.510319983,1518087.129625197,1538966.2953546376,1465862.6718671112,11956980.866687894,2703619.0808864087,3314188.18876336,2805865.3921598825,577100.3410895432,1917476.6727431722,1877102.6064336358,10266478.604680553,1137355.1168522583
2011-12-01,50825762.406538896,3557365.7007243973,1565721.0525030147,2105072.801119292,2511791.831630169,1518335.7664146314,1539218.3517954422,1466102.7551807577,11958939.21629511,2704061.887596911,3314730.9962839265,2806324.9450729378,577194.8602862282,1917790.7227304373,1877410.0438371908,10268160.078839216,1137541.3962292338
2012-01-01,50948272.0,3538484.0,1565628.0,2028777.0,2505644.0,1524583.0,1538630.0,1469216.0,12093299.0,2698353.0,3319314.0,2843981.0,583713.0,1909618.0,1873341.0,10195318.0,1147256.0
2012-02-01,50956616.45831869,3539063.5433503487,1565884.4231734606,2029109.2790832713,2506054.381767599,1524832.7007022512,1538882.001361359,1469456.6325316224,12095279.676193316,2698794.944216236,3319857.6470410544,2844446.795599773,583808.6022374729,1909930.7628706547,1873647.821316554,10196987.819264857,1147443.900972831
2012-03-01,50964962.28331739,3539643.1816200176,1566140.8883446653,2029441.6125881914,2506464.830748735,1525082.4423012203,1539134.0439962447,1469697.3044747512,12097260.676787622,2699236.9608154,3320401.3831222258,2844912.667488924,583904.2201329623,1910243.5769665355,1873954.6928852089,10198657.912017642,1147631.8327206383
2012-04-01,50973309.47521992,3540222.9148245514,1566397.3955204922,2029774.0005236731,2506875.3469544156,1525332.224803605,1539386.1279114163,1469938.0158358405,12099242.00183605,2699679.049809346,3320945.208258096,2845378.6156799477,583999.8536890328,1910556.4422960314,1874261.614714194,10200328.278303143,1147819.7952484612
2012-05-01,50981658.03425019,3540802.742979502,1566653.9447078216,2030106.4428986325,2507285.9303956525,1525582.0482161054,1539638.2531136358,1470178.7666213473,12101223.651391745,2700121.211209933,3321489.1224632533,2845844.6401853412,584095.5029082494,1910869.358867535,1874568.5868117427,10201998.918166166,1148007.7885613418
2012-06-01,50990007.96063207,3541382.666100417,1566910.5359135335,2030438.939721984,2507696.5810834565,1525831.9125454212,1539890.4196096645,1470419.5568377278,12103205.625507846,2700563.4450290175,3322033.1257522823,2846310.7410176024,584191.1677931772,1911182.326689437,1874875.6091860868,10203669.831651513,1148195.8126643216
2012-07-01,50998359.25458954,3541962.684202852,1567167.1691445103,2030771.491002647,2508107.299028842,1526081.817798254,1540142.6274062663,1470660.3864914402,12105187.924237518,2701005.7512784624,3322577.2181397756,2846776.9181892336,584286.848346382,1911495.3457701327,1875182.6818454613,10205341.018804,1148383.8675624442
2012-08-01,51006711.91634658,3542542.797302364,1567423.8444076348,2031104.0967495397,2508518.084242824,1526331.7639813067,1540394.876510205,1470901.2555889443,12107170.547633925,2701448.12997013,3323121.399640326,2847243.1717127375,584382.5445704304,1911808.4161180172,1875489.8047981022,10207012.479668451,1148571.9532607526
2012-09-01,51015065.946127206,3543123.005414511,1567680.5617097917,2031436.7569715832,2508928.9367364207,1526581.751101283,1540647.1669282466,1471142.1641366999,12109153.495750243,2701890.5811158856,3323665.670268528,2847709.50160062,584478.2564678887,1912121.5377414871,1875796.9780522466,10208684.214289697,1148760.0697642919
2012-10-01,51023421.344155475,3543703.3085548542,1567937.3210578654,2031769.4716776991,2509339.856520651,1526831.7791648868,1540899.4986671568,1471383.112141168,12111136.768639652,2702333.104727594,3324210.0300389794,2848175.907865386,584573.9840413238,1912434.71064894,1876104.2016161326,10210356.222712569,1148948.217078107
2012-11-01,51031778.110655494,3544283.7067389586,1568194.1224587427,2032102.2408768116,2509750.8436065363,1527081.848178825,1541151.8717337039,1471624.0996088115,12113120.366355348,2702775.7008171263,3324754.4789662804,2848642.3905195473,584669.7272933035,1912747.934848776,1876411.4754980006,10212028.504981915,1149136.3952072442
2012-12-01,51040136.24585139,3544864.1999823903,1568450.9659193116,2032435.0645778456,2510161.8980050995,1527331.9581498043,1541404.2861346568,1471865.1265460935,12115104.288950533,2703218.369396352,3325299.0170650333,2849108.949575614,584765.4862263955,1913061.2103493959,1876718.7997060919,10213701.061142586,1149324.604156751
2013-01-01,51141463.0,3527635.0,1572732.0,2047631.0,2501588.0,1532811.0,1542263.0,1472910.0,12234630.0,2699440.0,3333820.0,2879782.0,593806.0,1907172.0,1872965.0,10143645.0,1156480.0
2013-02-01,51149839.09971071,3528212.766469117,1572989.586687542,2047966.3670470228,2501997.717463951,1533062.0483083692,1542515.5963848187,1473151.2375458423,12236633.823801514,2699882.122248303,3334366.022876537,2880253.6591931893,593903.2552987938,1907484.3622575575,1873271.7597341647,10145306.356108448,1156669.411706768
2013-03-01,51158216.57128375,3528790.6275665313,1573247.215563392,2048301.7890214503,2502407.5020326376,1533313.137734171,1542768.2341406187,1473392.5146022816,12238637.975795204,2700324.316908693,3334912.1351823118,2880725.3956361134,594000.5265263475,1907796.7756747273,1873578.5697103438,10146967.984318703,1156858.8544359442
2013-04-01,51166595.41494379,3529368.5833077407,1573504.886634459,2048637.2659322782,2502817.3537170496,1533564.2682841397,1543020.9132741755,1473633.831175789,12240642.456034817,2700766.5839930284,3335458.3369319704,2881197.209341423,594097.8136852697,1908109.240259888,1873885.4299367657,10148629.884675328,1157048.3281926094
2013-05-01,51174975.63091558,3529946.6337082474,1573762.5999076548,2048972.797788505,2503227.2725281804,1533815.4399650113,1543273.6337922667,1473875.1872728372,12242647.264574124,2701208.923513173,3336004.6281401645,2881669.100321775,594195.11677817,1908421.7560214212,1874192.3404216615,10150292.057222897,1157237.832981846
2013-06-01,51183357.21942386,3530524.7787835537,1574020.3553898903,2049308.3845991285,2503637.258477023,1534066.6527835215,1543526.3957016699,1474116.5828998988,12244652.401466884,2701651.335480988,3336551.008821544,2882141.068589823,594292.4358076578,1908734.3229677072,1874499.3011732616,10151954.50200599,1157427.3688087356
2013-07-01,51191740.18069344,3531103.0185491666,1574278.1530880795,2049644.0263731503,2504047.311574574,1534317.9067464084,1543779.1990091642,1474358.0180634484,12246657.866766881,2702093.8199083414,3337097.4789907634,2882613.1141582266,594389.7707763434,1909046.9411071301,1874806.3121997993,10153617.219069194,1157616.9356783624
2013-08-01,51200124.51494916,3531681.3530205945,1574535.9930091365,2049979.7231195723,2504457.4318318316,1534569.2018604109,1544032.0437215304,1474599.4927699617,12248663.660527904,2702536.3768070997,3337644.03866248,2883085.2370396466,594487.1216868375,1909359.6104480743,1875113.3735095093,10155280.208457107,1157806.5335958104
2013-09-01,51208510.22241588,3532259.782213349,1574793.8751599768,2050315.4748473982,2504867.619259795,1534820.5381322687,1544284.9298455499,1474841.007025915,12250669.78280375,2702979.006189133,3338190.6878513526,2883557.4372467455,594584.488541751,1909672.3309989262,1875420.4851106266,10156943.47021433,1157996.162566165
2013-10-01,51216897.3033185,3532838.3061429425,1575051.799547516,2050651.2815656322,2505277.873869465,1535071.9155687222,1544537.8573880044,1475082.5608377855,12252676.233648216,2703421.708066312,3338737.4265720416,2884029.7147921864,594681.8713436951,1909985.102768072,1875727.6470113876,10158607.004385468,1158185.8225945116
2013-11-01,51225285.75788199,3533416.9248248925,1575309.766178673,2050987.1432832817,2505688.195671846,1535323.3341765145,1544790.8263556785,1475324.1542120522,12254683.013115127,2703864.482450511,3339284.254839212,2884502.069688638,594779.270095282,1910297.9257639013,1876034.8592200314,10160270.811015142,1158375.5136859375
2013-12-01,51233675.58633132,3533995.6382747185,1575567.7750603661,2051323.0600093547,2506098.584677943,1535574.7939623883,1545043.8367553565,1475565.7871551947,12256690.121258298,2704307.3293536054,3339831.17266753,2884974.5019487687,594876.6847991239,1910610.7999948042,1876342.1217447973,10161934.890147977,1158565.23584553
2014-01-01,51327916.0,3519401.0,1578933.0,2062273.0,2493264.0,1531809.0,1544442.0,1475884.0,12357830.0,2700794.0,3350257.0,2902608.0,607346.0,1905780.0,1871560.0,10103233.0,1166377.0
2014-02-01,51336322.63753321,3519977.4178803014,1579191.602305619,2062610.7651569862,2493672.35413467,1532059.8841978526,1544694.9532678681,1476125.7246363375,12359854.001861034,2701236.3440104183,3350805.7149768965,2903083.397702821,607445.4729199456,1906092.1342716902,1871866.529619119,10104887.737311848,1166568.0326666306
2014-03-01,51344730.65193032,3520553.9301680243,1579450.2469658868,2062948.5856341468,2494080.775150785,1532310.8094862595,1544947.947965169,1476367.4888630493,12361878.335219067,2701678.7604692443,3351354.519823951,2903558.8732676804,607544.9621318596,1906404.3196656525,1872173.1094425635,10106542.745641453,1166759.096621155
2014-04-01,51353140.04341683,3521130.53687863,1579708.93398774,2063286.4614405413,2494489.263059299,1532561.7758719502,1545200.9840986875,1476609.292686619,12363903.000128385,2702121.2493883427,3351903.4145558826,2904034.4267073306,607644.4676384102,1906716.5561902595,1872479.7394785557,10108198.025033206,1166950.1918686975
2014-05-01,51361550.8122183,3521707.238027585,1579967.6633781171,2063624.392585233,2494897.8178711687,1532812.7833616564,1545454.0616752112,1476851.136113533,12365927.996643301,2702563.8107795827,3352452.399187414,2904510.058034527,607743.9894422664,1907028.8438538862,1872786.4197353206,10109853.575531505,1167141.3184143838
2014-06-01,51369962.95856029,3522284.033630355,1580226.435143957,2063962.3790772841,2495306.43959735,1533063.8319621095,1545707.1807015263,1477093.0191502767,12367953.324818118,2703006.444654832,3353001.473733267,2904985.767262025,607843.5275460971,1907341.1826649075,1873093.1502210824,10111509.397180745,1167332.4762633394
2014-07-01,51378376.48266843,3522860.923702411,1580485.2492922002,2064300.4209257604,2495715.128248804,1533314.9216800435,1545960.3411844228,1477334.941803338,12369978.98470716,2703449.1510259644,3353550.638208169,2905461.5544025837,607943.0819525722,1907653.572631701,1873399.9309440681,10113165.490025343,1167523.6654206915
2014-08-01,51386791.38476838,3523437.9082592255,1580744.1058297886,2064638.518139728,2496123.8838364906,1533566.0525221922,1546213.5431306902,1477576.9040792051,12372004.976364758,2703891.929904852,3354099.89262685,2905937.4194689645,608042.6526643618,1907966.013762645,1873706.761912506,10114821.854109714,1167714.8858915681
2014-09-01,51395207.66508583,3524014.9873162736,1581003.0047636644,2064976.6707282555,2496532.7063713744,1533817.2244952915,1546466.7865471197,1477818.905984368,12374031.299845247,2704334.781303372,3354649.2370040403,2906413.3624739307,608142.2396841365,1908278.5060661195,1874013.6431346256,10116478.489478283,1167906.1376810977
2014-10-01,51403625.3238465,3524592.1608890314,1581261.9461007714,2065314.878700411,2496941.5958644184,1534068.4376060772,1546720.0714405028,1478060.9475253166,12376057.955202973,2704777.7052333993,3355198.6713544726,2906889.3834302453,608241.8430145668,1908591.0495505054,1874320.5746186567,10118135.396175478,1168097.4207944095
2014-11-01,51412044.36127616,3525169.42899298,1581520.9298480547,2065653.1420652664,2497350.5523265903,1534319.691861288,1546973.3978176333,1478303.0287085432,12378084.942492293,2705220.701706815,3355748.195692885,2907365.4823506773,608341.4626583247,1908903.6442241853,1874627.5563728323,10119792.574245742,1168288.735236634
2014-12-01,51420464.77760061,3525746.7916436032,1581779.9560124604,2065991.460831894,2497759.5757688587,1534570.9872676618,1547226.7656853055,1478545.1495405405,12380112.261767576,2705663.7707355013,3356297.810034015,2907841.659247996,608441.0986180819,1909216.2900955435,1874934.5884053854,10121450.02373352,1168480.0810129028
2015-01-01,51529338.0,3513777.0,1583952.0,2077649.0,2487829.0,1518775.0,1549507.0,1472199.0,12522606.0,2702826.0,3364702.0,2925815.0,624395.0,1908996.0,1869711.0,10022181.0,1173534.0
2015-02-01,51537777.62702269,3514352.496764987,1584211.4243322483,2077989.2834836354,2488236.4639743334,1519023.7494508738,1549760.782828513,1472440.1210961642,12524656.98936051,2703268.6768173743,3365253.080821619,2926294.198613757,624497.2652554712,1909308.6609976594,1870017.2267844432,10023822.46237613,1173726.2048612083
2015-03-01,51546218.6363124,3514928.0877865325,1584470.8911537793,2078329.6226999043,2488643.9946843185,1519272.5396426667,1550014.607222327,1472681.2816838534,12526708.31463811,2703711.426137664,3365804.2519008806,2926773.4757120763,624599.5472602479,1909621.37320386,1870323.5037236128,10025464.193595814,1173918.4412022962
2015-04-01,51554661.02809551,3515503.773080073,1584730.4004715518,2078670.0176579335,2489051.5921408855,1519521.370582051,1550268.4731882485,1472922.4817695348,12528759.975887815,2704154.247972743,3366355.5132525675,2927252.831307813,624701.8460170728,1909934.1366269877,1870629.830825723,10027106.193703078,1174110.7090284189
2015-05-01,51563104.80259848,3516079.5526610506,1584989.9522925264,2079010.468366854,2489459.2563549676,1519770.2422757014,1550522.3807330877,1473163.721359678,12530811.973164657,2704597.1423344896,3366906.864891466,2927732.2654138245,624804.1615286903,1910246.9512754322,1870936.2080989901,10028748.462741967,1174303.0083447336
2015-06-01,51571549.96004773,3516655.4265449056,1585249.5466236635,2079350.9748357956,2489866.9873374966,1520019.1547302913,1550776.329863653,1473405.0004607532,12532864.306523662,2705040.109234781,3367458.3068323624,2928211.7780429674,624906.4937978439,1910559.8171575826,1871242.6355516308,10030391.000756523,1174495.3391563976
2015-07-01,51579996.500669785,3517231.3947470854,1585509.1834719265,2079691.5370738914,2490274.785099409,1520268.107952498,1551030.3205867566,1473646.3190792312,12534916.976019884,2705483.1486854986,3368009.839090047,2928691.369208104,625008.8428272785,1910872.7342818303,1871549.1131918638,10032033.8077908,1174687.7014685697
2015-08-01,51588444.42469119,3517807.457283037,1585768.8628442786,2080032.1550902757,2490682.6496516424,1520517.101948998,1551284.3529092104,1473887.677221585,12536969.981708372,2705926.260698525,3368561.461679312,2929171.0389220966,625111.2086197393,1911185.702656568,1871855.6410279092,10033676.883888865,1174880.0952864087
2015-09-01,51596893.73233853,3518383.6141682104,1586028.5847476847,2080372.828894084,2491090.581005136,1520766.1367264695,1551538.4268378275,1474129.0748942876,12539023.323644191,2706369.4452857445,3369113.174614953,2929650.7871978106,625213.5911779717,1911498.72229019,1872162.2190679882,10035320.22909478,1175072.520615075
2015-10-01,51605344.42383839,3518959.8654180574,1586288.3491891099,2080713.5584944526,2491498.5791708296,1521015.212291591,1551792.5423794219,1474370.5121038128,12541077.001882408,2706812.7024590424,3369664.977911765,2930130.614048112,625315.9905047213,1911811.7931910905,1872468.8473203229,10036963.84345262,1175264.9774597292
2015-11-01,51613796.499417454,3519536.2110480354,1586548.1561755224,2081054.3439005208,2491906.644159667,1521264.3286510443,1552046.69954081,1474611.988856637,12543131.016478108,2707256.0322303087,3370216.8715845505,2930610.519485872,625418.4066027349,1912124.9153676673,1872775.5257931375,10038607.727006469,1175457.4658255335
2015-12-01,51622249.959302396,3520112.6510736016,1586808.0057138896,2081395.1851214285,2492314.775982593,1521513.48581151,1552300.898328808,1474853.5051592363,12545185.36748638,2707699.4346114337,3370768.85564811,2931090.5035239602,625520.8394747594,1912438.0888283183,1873082.2544946577,10040251.87980042,1175649.9857176503
2016-01-01,51696216.0,3498529.0,1591625.0,2096727.0,2484557.0,1514370.0,1550806.0,1469214.0,12716780.0,2700398.0,3373871.0,2943069.0,641597.0,1903914.0,1864791.0,9930616.0,1172304.0
2016-02-01,51704682.95879393,3499101.999402555,1591885.6810388286,2097070.408134768,2484963.9280765187,1514618.027986976,1551059.9955825661,1469454.6322040567,12718862.79175117,2700840.27915237,3374423.5825474933,2943551.0245247874,641702.0826497884,1904225.8286527044,1865096.420972326,9932242.465590253,1172496.0034081792
2016-03-01,51713151.30433136,3499675.092652644,1592146.404772767,2097413.8725139336,2485370.9228009186,1514866.096596708,1551314.0327652781,1469695.3038195658,12720945.92462812,2701282.6307425248,3374976.255598587,2944033.1279969737,641807.1825103231,1904537.7083776256,1865401.8919674002,9933869.197567843,1172688.038263243
2016-04-01,51721621.036839396,3500248.2797656353,1592407.1712088077,2097757.3931467086,2485777.9841841147,1515114.2058358483,1551568.1115549493,1469936.014852982,12723029.398686714,2701725.0547823277,3375529.0191681026,2944515.310429489,641912.2995844231,1904849.639183128,1865707.4129934148,9935496.195976393,1172880.1045703418
2016-05-01,51730092.15654524,3500821.560756904,1592667.9803539452,2098100.970042307,2486185.1122370264,1515362.3557110527,1551822.2319583949,1470176.7653107618,12725113.213982843,2702167.551283646,3376081.8732708683,2944997.571835266,642017.4338749078,1905161.6210775787,1866012.9840585652,9937123.460859545,1173072.2023346275
2016-06-01,51738564.66367603,3501394.9356418243,1592928.8322151734,2098444.603209942,2486592.3069705707,1515610.546228975,1552076.3939824295,1470417.5551993616,12727197.370572386,2702610.120258346,3376634.817921709,2945479.9122272385,642122.5853845967,1905473.654069344,1866318.6051710458,9938750.992260939,1173264.3315612513
2016-07-01,51747038.55845906,3501968.4044357752,1593189.7267994895,2098788.292658832,2486999.5683956705,1515858.7773962729,1552330.5976338706,1470658.38452524,12729281.868511247,2703052.7617182992,3377187.853135456,2945962.331618344,642227.75411631,1905785.7381667937,1866624.2763390539,9940378.79022423,1173456.492255367
