week_range,TotalPopulation,BusanPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,DaeguPopulation,DaejeonPopulation,GangwonPopulation,GwanguPopulation,GyeonggiPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,InchenPopulation,JejuPopulation,JeollanamPopulation,JeonbukPopulation,SeoulPopulation,UlsanPopulation
2018-08-26~2018-09-01,51891879.24769666,3445823.7218582146,1601283.0856121508,2128982.4254348753,2464895.5013871104,1491828.2518606358,1545011.7103620945,1461189.38918,13093761.27518502,2680230.6349107334,3378273.039807591,2958394.4610600807,668038.3474103247,1885361.413782888,1839164.817496641,9778025.558426684,1157090.6669145143
2018-09-02~2018-09-08,51894003.738004684,3445964.796323167,1601348.643276377,2129069.5874840124,2464996.4159556115,1491889.3283664065,1545074.964236343,1461249.211309021,13094297.34305013,2680340.365452192,3378411.3486997527,2958515.579825694,668065.6973736531,1885438.6018151732,1839240.1142075383,9778425.87772195,1157138.0390263554
2018-09-09~2018-09-15,51895703.60861534,3446077.6743796025,1601401.0979975401,2129139.328543848,2465077.160832881,1491938.197573655,1545125.5756236669,1461297.076850514,13094726.267581237,2680428.164262952,3378522.013935593,2958612.4907079358,668087.5809278819,1885500.362354668,1839300.36144211,9778746.185610544,1157175.9429228236
2018-09-16~2018-09-22,51897403.47922599,3446190.5524360384,1601453.5527187032,2129209.0696036834,2465157.9057101505,1491987.0667809036,1545176.1870109905,1461344.9423920065,13095155.192112343,2680515.963073712,3378632.6791714327,2958709.4015901773,668109.4644821107,1885562.122894163,1839360.6086766818,9779066.493499137,1157213.8468192918
2018-09-23~2018-09-29,51899103.34983664,3446303.4304924738,1601506.0074398664,2129278.810663519,2465238.6505874195,1492035.9359881524,1545226.7983983143,1461392.8079334993,13095584.116643451,2680603.7618844714,3378743.344407273,2958806.3124724193,668131.3480363394,1885623.8834336582,1839420.8559112537,9779386.80138773,1157251.75071576
2018-09-30~2018-10-06,51900803.220447294,3446416.3085489096,1601558.4621610295,2129348.5517233545,2465319.395464689,1492084.805195401,1545277.4097856379,1461440.673474992,13096013.041174557,2680691.5606952314,3378854.009643113,2958903.223354661,668153.2315905682,1885685.643973153,1839481.1031458254,9779707.109276323,1157289.6546122283
2018-10-07~2018-10-13,51902503.09105795,3446529.186605345,1601610.9168821925,2129418.29278319,2465400.1403419585,1492133.6744026495,1545328.0211729617,1461488.5390164847,13096441.965705665,2680779.3595059915,3378964.674878953,2959000.1342369025,668175.115144797,1885747.404512648,1839541.3503803972,9780027.417164916,1157327.5585086965
2018-10-14~2018-10-20,51904628.27733354,3446670.307285266,1601676.4960226326,2129505.48338598,2465501.087969338,1492194.7709166391,1545391.2957687192,1461548.3807428002,13096978.209182706,2680889.125994377,3379103.0290801013,2959121.2926801424,668202.4740677744,1885824.617831171,1839616.6717579493,9780427.867601871,1157374.946139297
2018-10-21~2018-10-27,51906753.463609144,3446811.4279651875,1601742.075163073,2129592.67398877,2465602.035596718,1492255.8674306287,1545454.5703644766,1461608.2224691156,13097514.452659747,2680998.8924827627,3379241.38328125,2959242.4511233824,668229.8329907517,1885901.831149694,1839691.9931355014,9780828.318038829,1157422.3337698972
2018-10-28~2018-11-03,51908878.64988474,3446952.548645109,1601807.654303513,2129679.8645915603,2465702.9832240976,1492316.9639446184,1545517.8449602341,1461668.064195431,13098050.696136788,2681108.6589711485,3379379.7374823987,2959363.6095666224,668257.1919137291,1885979.0444682173,1839767.3145130535,9781228.768475784,1157469.7214004975
2018-11-04~2018-11-10,51911003.83616033,3447093.66932503,1601873.233443953,2129767.0551943504,2465803.930851477,1492378.060458608,1545581.1195559916,1461727.9059217465,13098586.939613828,2681218.425459534,3379518.091683547,2959484.7680098624,668284.5508367064,1886056.2577867403,1839842.6358906056,9781629.21891274,1157517.109031098
2018-11-11~2018-11-17,51913129.37050521,3447234.8131181123,1601938.8233251385,2129854.2600774746,2465904.8950123573,1492439.1669791648,1545644.4045150492,1461787.7574491166,13099123.270918408,2681328.2099257987,3379656.468544755,2959605.9462967897,668311.9142406089,1886133.4837514886,1839917.9696045152,9782029.73493665,1157564.5044229843
2018-11-18~2018-11-24,51915254.90485008,3447375.956911195,1602004.4132063237,2129941.4649605993,2466005.8591732373,1492500.2734997217,1545707.6894741068,1461847.6089764864,13099659.602222987,2681437.9943920635,3379794.8454059632,2959727.124583717,668339.2776445115,1886210.7097162367,1839993.303318425,9782430.25096056,1157611.8998148707
2018-11-25~2018-12-01,51917380.43919496,3447517.100704278,1602070.003087509,2130028.669843724,2466106.823334117,1492561.3800202787,1545770.9744331643,1461907.4605038562,13100195.933527566,2681547.7788583282,3379933.2222671714,2959848.3028706443,668366.641048414,1886287.935680985,1840068.6370323347,9782830.76698447,1157659.2952067568
2018-12-02~2018-12-08,51919505.97353984,3447658.24449736,1602135.5929686944,2130115.874726848,2466207.787494997,1492622.4865408356,1545834.259392222,1461967.3120312262,13100732.264832146,2681657.563324593,3380071.5991283795,2959969.4811575715,668394.0044523166,1886365.1616457333,1840143.9707462443,9783231.283008382,1157706.6905986432
2018-12-09~2018-12-15,51905576.97883187,3440894.795597888,1601709.8743749554,2128834.4997814787,2460572.429995998,1489071.9892326684,1544967.8075137776,1460867.449624981,13128519.011865716,2678493.2506596744,3376567.879302704,2959380.7849260573,668913.0035618532,1882841.1293165865,1835898.5765969953,9772406.426406706,1155769.1524789145
2018-12-16~2018-12-22,51891647.9841239,3434131.346698416,1601284.1557812167,2127553.124836109,2454937.072496998,1485521.4919245013,1544101.355635333,1459767.5872187358,13156305.758899288,2675328.937994756,3373064.1594770276,2958792.088694543,669432.00267139,1879317.09698744,1831653.1824477466,9761581.56980503,1153831.6143591858
2018-12-23~2018-12-29,51877718.989415936,3427367.8977989443,1600858.4371874777,2126271.749890739,2449301.714997999,1481970.9946163343,1543234.9037568888,1458667.7248124904,13184092.505932858,2672164.625329837,3369560.439651352,2958203.3924630284,669951.0017809266,1875793.0646582933,1827407.7882984977,9750756.713203352,1151894.0762394574
2018-12-30~2019-01-05,51863789.994707964,3420604.448899472,1600432.718593739,2124990.3749453695,2443666.357498999,1478420.4973081672,1542368.4518784443,1457567.8624062452,13211879.25296643,2669000.3126649186,3366056.7198256757,2957614.696231514,670470.0008904634,1872269.0323291468,1823162.394149249,9739931.856601676,1149956.5381197287
2019-01-06~2019-01-12,51849861.0,3413841.0,1600007.0,2123709.0,2438031.0,1474870.0,1541502.0,1456468.0,13239666.0,2665836.0,3362553.0,2957026.0,670989.0,1868745.0,1818917.0,9729107.0,1148019.0
2019-01-13~2019-01-19,51851984.03080635,3413980.7822380075,1600072.5134668802,2123795.9568315856,2438130.826977739,1474930.3896401064,1541565.1179364983,1456527.6361566419,13240208.107890775,2665945.1546215075,3362690.6822130145,2957147.0776108573,671016.4741395684,1868821.5171425282,1818991.476898312,9729505.365462912,1148066.0064848056
2019-01-20~2019-01-26,51854107.061612695,3414120.564476015,1600138.0269337604,2123882.913663171,2438230.653955478,1474990.7792802127,1541628.2358729965,1456587.2723132838,13240750.21578155,2666054.309243015,3362828.364426029,2957268.1552217146,671043.9482791369,1868898.0342850564,1819065.953796624,9729903.730925824,1148113.0129696112
2019-01-27~2019-02-02,51856230.092419036,3414260.346714023,1600203.5404006408,2123969.870494757,2438330.480933218,1475051.168920319,1541691.353809495,1456646.9084699256,13241292.323672328,2666163.463864522,3362966.0466390434,2957389.232832572,671071.4224187054,1868974.5514275846,1819140.4306949358,9730302.096388739,1148160.0194544168
2019-02-03~2019-02-09,51858353.12322538,3414400.1289520306,1600269.053867521,2124056.8273263425,2438430.307910957,1475111.5585604254,1541754.4717459932,1456706.5446265675,13241834.431563104,2666272.6184860296,3363103.728852058,2957510.3104434293,671098.8965582738,1869051.0685701128,1819214.907593248,9730700.46185165,1148207.0259392224
2019-02-10~2019-02-16,51860476.50174798,3414539.934083986,1600334.5780643902,2124143.7983999746,2438530.151238653,1475171.9580913254,1541817.6000201334,1456766.190550595,13242376.62824191,2666381.7909852033,3363241.4336150717,2957631.407884735,671126.375197638,1869127.5982448445,1819289.3966896061,9731098.892560035,1148254.040122889
2019-02-17~2019-02-23,51862599.88027058,3414679.739215941,1600400.1022612595,2124230.7694736067,2438629.9945663493,1475232.3576222253,1541880.7282942738,1456825.8364746228,13242918.824920716,2666490.9634843767,3363379.138378085,2957752.505326041,671153.8538370021,1869204.1279195761,1819363.8857859643,9731497.32326842,1148301.0543065553
2019-02-24~2019-03-02,51864723.258793175,3414819.5443478962,1600465.6264581287,2124317.740547239,2438729.8378940457,1475292.757153125,1541943.856568414,1456885.4823986506,13243461.021599522,2666600.13598355,3363516.8431410985,2957873.602767347,671181.3324763662,1869280.657594308,1819438.3748823223,9731895.753976803,1148348.0684902216
2019-03-03~2019-03-09,51866846.63731577,3414959.349479852,1600531.150654998,2124404.711620871,2438829.6812217417,1475353.156684025,1542006.9848425542,1456945.1283226782,13244003.218278328,2666709.308482724,3363654.5479041124,2957994.7002086528,671208.8111157303,1869357.1872690397,1819512.8639786805,9732294.184685187,1148395.0826738882
2019-03-10~2019-03-16,51868545.618352406,3415071.2119035735,1600583.5785978902,2124474.29987528,2438909.5689660064,1475401.4842226754,1542057.4957333342,1456992.8528770886,13244437.04666343,2666796.6607865375,3363764.729757477,2958091.594028654,671230.7976276476,1869418.4210362297,1819572.465015802,9732612.98145682,1148432.7001809187
2019-03-17~2019-03-23,51870244.59938905,3415183.074327295,1600636.0065407825,2124543.888129689,2438989.456710271,1475449.811761326,1542108.0066241145,1457040.577431499,13244870.875048531,2666884.013090351,3363874.9116108418,2958188.487848656,671252.7841395651,1869479.6548034195,1819632.0660529237,9732931.778228452,1148470.3176879492
2019-03-24~2019-03-30,51871943.58042568,3415294.9367510164,1600688.4344836748,2124613.4763840972,2439069.3444545357,1475498.1392999766,1542158.5175148945,1457088.3019859092,13245304.703433633,2666971.3653941653,3363985.0934642064,2958285.381668657,671274.7706514824,1869540.8885706095,1819691.6670900455,9733250.575000085,1148507.9351949797
2019-03-31~2019-04-06,51873642.56146232,3415406.799174738,1600740.8624265671,2124683.064638506,2439149.2321988004,1475546.4668386271,1542209.0284056747,1457136.0265403197,13245738.531818734,2667058.717697979,3364095.275317571,2958382.275488659,671296.7571633998,1869602.1223377993,1819751.2681271671,9733569.371771717,1148545.5527020101
2019-04-07~2019-04-13,51875341.54249895,3415518.66159846,1600793.2903694594,2124752.652892915,2439229.119943065,1475594.7943772776,1542259.5392964548,1457183.75109473,13246172.360203836,2667146.0700017926,3364205.457170936,2958479.16930866,671318.7436753171,1869663.3561049893,1819810.8691642887,9733888.16854335,1148583.1702090406
2019-04-14~2019-04-20,51877465.61662491,3415658.5125295594,1600858.836031579,2124839.652457638,2439328.9959787093,1475655.2136946244,1542322.6882509585,1457243.4165583286,13246714.73450233,2667255.2782650827,3364343.207045028,2958600.306420607,671346.2313164837,1869739.9108502858,1819885.382662733,9734286.729774736,1148630.1997942117
2019-04-21~2019-04-27,51879589.69075087,3415798.3634606586,1600924.3816936985,2124926.6520223618,2439428.872014353,1475715.6330119711,1542385.837205462,1457303.0820219272,13247257.108800825,2667364.486528373,3364480.9569191206,2958721.4435325535,671373.7189576502,1869816.465595582,1819959.8961611774,9734685.291006122,1148677.229379383
2019-04-28~2019-05-04,51881713.76487682,3415938.2143917577,1600989.927355818,2125013.651587085,2439528.748049997,1475776.0523293181,1542448.9861599654,1457362.747485526,13247799.48309932,2667473.694791663,3364618.706793213,2958842.5806445004,671401.2065988167,1869893.0203408785,1820034.4096596218,9735083.85223751,1148724.258964554
2019-05-05~2019-05-11,51883837.83900277,3416078.0653228574,1601055.4730179375,2125100.651151808,2439628.624085641,1475836.471646665,1542512.135114469,1457422.4129491244,13248341.857397815,2667582.903054953,3364756.456667305,2958963.7177564474,671428.6942399832,1869969.575086175,1820108.923158066,9735482.413468895,1148771.288549725
2019-05-12~2019-05-18,51885962.261015855,3416217.939159155,1601121.0294153187,2125187.6649655765,2439728.516479277,1475896.9008596658,1542575.2944116949,1457482.0881849085,13248884.32052797,2667692.1292046946,3364894.229102478,2959084.8747085873,671456.1863831567,1870046.1423698333,1820183.4488605508,9735881.039977815,1148818.3258375402
2019-05-19~2019-05-25,51888086.68302894,3416357.8129954524,1601186.5858127002,2125274.678779345,2439828.4088729126,1475957.3300726665,1542638.4537089206,1457541.7634206926,13249426.783658128,2667801.3553544367,3365032.001537651,2959206.0316607277,671483.67852633,1870122.7096534916,1820257.9745630356,9736279.666486736,1148865.3631253554
2019-05-26~2019-06-01,51890211.10504202,3416497.6868317495,1601252.1422100817,2125361.6925931135,2439928.3012665487,1476017.7592856674,1542701.6130061462,1457601.4386564766,13249969.246788284,2667910.5815041782,3365169.773972824,2959327.188612868,671511.1706695035,1870199.2769371502,1820332.5002655205,9736678.292995656,1148912.4004131705
2019-06-02~2019-06-08,51892335.5270551,3416637.560668047,1601317.698607463,2125448.706406882,2440028.1936601847,1476078.1884986684,1542764.772303372,1457661.1138922607,13250511.70991844,2668019.80765392,3365307.546407997,2959448.345565008,671538.662812677,1870275.8442208085,1820407.0259680052,9737076.919504575,1148959.4377009857
2019-06-09~2019-06-15,51894035.34302085,3416749.4780642446,1601370.1523149842,2125518.3288590005,2440108.1206636303,1476126.539786889,1542815.3080166853,1457708.861899917,13250945.751499534,2668107.202885218,3365417.782407956,2959545.2870014748,671560.6601294113,1870337.1080800677,1820466.6562948248,9737395.872942293,1148997.0736943625
2019-06-16~2019-06-22,51895735.1589866,3416861.3954604426,1601422.6060225056,2125587.9513111184,2440188.047667076,1476174.8910751094,1542865.8437299987,1457756.6099075733,13251379.79308063,2668194.598116516,3365528.0184079153,2959642.2284379415,671582.6574461454,1870398.3719393269,1820526.2866216442,9737714.826380009,1149034.7096877394
2019-06-23~2019-06-29,51897434.97495235,3416973.31285664,1601475.0597300266,2125657.573763237,2440267.974670521,1476223.24236333,1542916.3794433123,1457804.3579152294,13251813.834661724,2668281.993347814,3365638.254407875,2959739.169874408,671604.6547628797,1870459.6357985863,1820585.9169484638,9738033.779817726,1149072.345681116
2019-06-30~2019-07-06,51899134.7909181,3417085.230252838,1601527.513437548,2125727.196215355,2440347.9016739666,1476271.5936515504,1542966.9151566257,1457852.1059228857,13252247.87624282,2668369.388579112,3365748.490407834,2959836.1113108746,671626.6520796139,1870520.8996578455,1820645.5472752831,9738352.733255442,1149109.9816744928
2019-07-07~2019-07-13,51900834.606883846,3417197.147649036,1601579.9671450693,2125796.8186674733,2440427.828677412,1476319.944939771,1543017.450869939,1457899.853930542,13252681.917823914,2668456.78381041,3365858.726407793,2959933.0527473413,671648.6493963482,1870582.1635171047,1820705.1776021027,9738671.68669316,1149147.6176678697
2019-07-14~2019-07-20,51902959.72484213,3417337.0673069847,1601645.5450182497,2125883.8609863343,2440527.7537950696,1476380.3939489424,1543080.6308576912,1457959.5487154992,13253224.558661047,2668566.045741844,3365996.543976214,2960054.2493896177,671676.1505457477,1870658.7558836485,1820779.7277186657,9739070.443789225,1149194.6703647582
2019-07-21~2019-07-27,51905084.84280041,3417476.9869649336,1601711.1228914298,2125970.9033051953,2440627.678912727,1476440.842958114,1543143.810845443,1458019.2435004567,13253767.19949818,2668675.3076732773,3366134.361544634,2960175.4460318945,671703.6516951474,1870735.3482501921,1820854.277835229,9739469.20088529,1149241.7230616468
2019-07-28~2019-08-03,51907209.960758686,3417616.906622882,1601776.7007646102,2126057.9456240563,2440727.604030384,1476501.2919672856,1543206.9908331952,1458078.938285414,13254309.840335313,2668784.569604711,3366272.179113055,2960296.6426741714,671731.152844547,1870811.9406167357,1820928.827951792,9739867.957981355,1149288.7757585354
2019-08-04~2019-08-10,51909335.07871697,3417756.826280831,1601842.2786377906,2126144.9879429173,2440827.5291480417,1476561.740976457,1543270.1708209473,1458138.633070371,13254852.481172446,2668893.831536145,3366409.996681476,2960417.8393164477,671758.6539939465,1870888.5329832796,1821003.378068355,9740266.71507742,1149335.828455424
2019-08-11~2019-08-17,51911460.544733346,3417896.768855234,1601907.8672515084,2126232.0445178263,2440927.47063173,1476622.1998861455,1543333.3611565041,1458198.3376323166,13255395.210884897,2669003.1113628205,3366547.836822065,2960539.055808668,671786.1596475656,1870965.1378943468,1821077.940394956,9740665.5374831,1149382.888858742
2019-08-18~2019-08-24,51913586.01074971,3418036.711429638,1601973.4558652265,2126319.1010927353,2441027.4121154184,1476682.6587958343,1543396.551492061,1458258.042194262,13255937.940597348,2669112.391189496,3366685.676962654,2960660.272300888,671813.6653011845,1871041.7428054141,1821152.502721557,9741064.359888777,1149429.9492620602
2019-08-25~2019-08-31,51915711.47676609,3418176.654004041,1602039.0444789445,2126406.1576676443,2441127.3535991064,1476743.117705523,1543459.741827618,1458317.7467562072,13256480.670309797,2669221.671016171,3366823.5171032427,2960781.488793108,671841.1709548035,1871118.3477164814,1821227.065048158,9741463.182294456,1149477.0096653784
2019-09-01~2019-09-07,51917836.94278246,3418316.5965784444,1602104.6330926623,2126493.2142425533,2441227.2950827945,1476803.5766152116,1543522.932163175,1458377.4513181527,13257023.400022248,2669330.9508428467,3366961.3572438317,2960902.7052853284,671868.6766084225,1871194.9526275487,1821301.627374759,9741862.004700135,1149524.0700686965
2019-09-08~2019-09-14,51919537.59408763,3418428.568974133,1602157.112577474,2126562.8709091865,2441307.261364714,1476851.9516646734,1543573.4927112202,1458425.2227905805,13257457.654904107,2669418.3890227247,3367071.6474169944,2960999.69436166,671890.6847352834,1871256.2465936653,1821361.2870056701,9742181.114880927,1149561.7245575045
2019-09-15~2019-09-21,51921238.24539281,3418540.541369822,1602209.5920622856,2126632.5275758198,2441387.227646633,1476900.326714135,1543624.0532592654,1458472.9942630082,13257891.909785965,2669505.8272026028,3367181.937590157,2961096.6834379924,671912.6928621442,1871317.540559782,1821420.946636581,9742500.225061718,1149599.3790463123
2019-09-22~2019-09-28,51922938.896697976,3418652.5137655106,1602262.071547097,2126702.184242453,2441467.193928552,1476948.7017635969,1543674.6138073104,1458520.7657354358,13258326.164667822,2669593.2653824813,3367292.2277633203,2961193.672514324,671934.7009890052,1871378.8345258988,1821480.6062674923,9742819.33524251,1149637.0335351203
2019-09-29~2019-10-05,51924639.54800315,3418764.4861611994,1602314.5510319087,2126771.840909086,2441547.160210471,1476997.0768130585,1543725.1743553556,1458568.5372078635,13258760.419549681,2669680.7035623593,3367402.517936483,2961290.6615906563,671956.709115866,1871440.1284920154,1821540.2658984032,9743138.445423301,1149674.688023928
2019-10-06~2019-10-12,51926340.19930832,3418876.458556888,1602367.0305167204,2126841.4975757194,2441627.1264923904,1477045.4518625203,1543775.7349034008,1458616.3086802913,13259194.67443154,2669768.1417422374,3367512.8081096457,2961387.650666988,671978.7172427268,1871501.422458132,1821599.9255293144,9743457.555604093,1149712.342512736
2019-10-13~2019-10-19,51928466.3616119,3419016.446975461,1602432.640616791,2126928.582669729,2441727.1007161816,1477105.930578108,1543838.945939652,1458676.0328010167,13259737.581938297,2669877.457368189,3367650.6934056617,2961508.9068688494,672006.2319069979,1871578.0524644111,1821674.5122819913,9743856.508661091,1149759.4183327
2019-10-20~2019-10-26,51930592.52391548,3419156.435394034,1602498.2507168618,2127015.667763738,2441827.0749399727,1477166.4092936956,1543902.156975903,1458735.7569217423,13260280.489445053,2669986.7729941406,3367788.5787016777,2961630.163070711,672033.7465712689,1871654.6824706902,1821749.099034668,9744255.461718088,1149806.4941526637
2019-10-27~2019-11-02,51932718.68621905,3419296.4238126064,1602563.8608169323,2127102.7528577475,2441927.049163764,1477226.8880092832,1543965.3680121542,1458795.481042468,13260823.396951808,2670096.0886200923,3367926.463997694,2961751.4192725723,672061.26123554,1871731.3124769693,1821823.6857873448,9744654.414775085,1149853.5699726276
2019-11-03~2019-11-09,51934844.84852263,3419436.4122311794,1602629.470917003,2127189.837951757,2442027.023387555,1477287.3667248709,1544028.5790484054,1458855.2051631934,13261366.304458564,2670205.404246044,3368064.34929371,2961872.6754744337,672088.7758998111,1871807.9424832484,1821898.2725400217,9745053.367832083,1149900.6457925914
2019-11-10~2019-11-16,51936971.35905535,3419576.423577469,1602695.0917628896,2127276.9373088204,2442127.0139854196,1477347.855345841,1544091.8004375466,1458914.9390657116,13261909.300884314,2670314.7377760313,3368202.257172987,2961993.9515359937,672116.295070515,1871884.585040216,1821972.871508737,9745452.386230791,1149947.729322772
2019-11-17~2019-11-23,51939097.86958806,3419716.434923758,1602760.712608776,2127364.036665884,2442227.0045832843,1477408.3439668112,1544155.0218266877,1458974.67296823,13262452.297310064,2670424.071306019,3368340.165052264,2962115.2275975533,672143.814241219,1871961.2275971838,1822047.4704774525,9745851.404629499,1149994.8128529526
2019-11-24~2019-11-30,51941224.38012078,3419856.4462700468,1602826.3334546625,2127451.1360229473,2442326.9951811484,1477468.8325877814,1544218.2432158291,1459034.4068707484,13262995.293735813,2670533.4048360065,3368478.072931541,2962236.5036591133,672171.3334119229,1872037.8701541515,1822122.0694461677,9746250.423028206,1150041.8963831335
2019-12-01~2019-12-07,51943350.89065349,3419996.457616336,1602891.954300549,2127538.2353800107,2442426.985779013,1477529.3212087515,1544281.4646049703,1459094.1407732666,13263538.290161563,2670642.738365994,3368615.980810818,2962357.7797206733,672198.8525826269,1872114.5127111191,1822196.668414883,9746649.441426914,1150088.979913314
2019-12-08~2019-12-14,51920485.31252279,3414386.366093069,1602480.9634404392,2126236.3883040086,2437610.7886232105,1474799.8569670012,1543993.1716839762,1457287.7126186131,13296233.43212925,2664398.590692795,3362935.9846486542,2958451.8237765385,672686.0820661015,1868001.4101688953,1818578.1347319065,9731012.55314153,1147274.5839306512
2019-12-15~2019-12-21,51897619.73439209,3408776.2745698015,1602069.9725803295,2124934.5412280066,2432794.591467408,1472070.392725251,1543704.878762982,1455481.28446396,13328928.574096939,2658154.4430195964,3357255.9884864907,2954545.867832404,673173.3115495761,1863888.3076266714,1814959.6010489298,9715375.664856149,1144460.1879479885
2019-12-22~2019-12-28,51874754.1562614,3403166.1830465347,1601658.9817202196,2123632.694152004,2427978.394311605,1469340.9284835006,1543416.5858419882,1453674.8563093066,13361623.716064624,2651910.2953463974,3351575.992324327,2950639.9118882692,673660.5410330507,1859775.2050844477,1811341.0673659532,9699738.776570765,1141645.7919653256
2019-12-29~2020-01-04,51851888.5781307,3397556.0915232673,1601247.99086011,2122330.847076002,2423162.1971558025,1466611.4642417503,1543128.292920994,1451868.4281546534,13394318.858032312,2645666.147673199,3345895.9961621636,2946733.955944135,674147.7705165254,1855662.1025422239,1807722.5336829766,9684101.888285384,1138831.395982663
2020-01-05~2020-01-11,51829023.0,3391946.0,1600837.0,2121029.0,2418346.0,1463882.0,1542840.0,1450062.0,13427014.0,2639422.0,3340216.0,2942828.0,674635.0,1851549.0,1804104.0,9668465.0,1136017.0
2020-01-12~2020-01-18,51831145.17757906,3392084.8857310815,1600902.5474518426,2121115.8470970085,2418445.0209608935,1463941.939728341,1542903.1727218954,1450121.3738582465,13427563.778992835,2639530.073080793,3340352.767608072,2942948.496263274,674662.623427728,1851624.8130396232,1804177.8703691,9668860.882431488,1136063.5150540622
2020-01-19~2020-01-25,51833267.35515813,3392223.771462163,1600968.0949036852,2121202.6941940174,2418544.0419217865,1464001.879456682,1542966.3454437905,1450180.747716493,13428113.55798567,2639638.1461615856,3340489.5352161443,2943068.992526548,674690.2468554559,1851700.6260792466,1804251.7407382,9669256.764862979,1136110.0301081245
2020-01-26~2020-02-01,51835389.532737195,3392362.657193245,1601033.6423555275,2121289.5412910264,2418643.0628826795,1464061.8191850227,1543029.5181656857,1450240.1215747392,13428663.336978506,2639746.219242378,3340626.302824217,2943189.488789822,674717.870283184,1851776.43911887,1804325.6111073,9669652.64729447,1136156.5451621865
2020-02-02~2020-02-08,51837511.710316256,3392501.5429243264,1601099.18980737,2121376.388388035,2418742.083843573,1464121.7589133638,1543092.690887581,1450299.4954329857,13429213.115971342,2639854.292323171,3340763.070432289,2943309.985053096,674745.493710912,1851852.2521584933,1804399.4814764,9670048.529725958,1136203.0602162487
2020-02-09~2020-02-15,51839634.23547183,3392640.4514025226,1601164.7479947677,2121463.249709117,2418841.1210224116,1464181.7084588103,1543155.8739560912,1450358.8790156578,13429762.985008603,2639962.383104492,3340899.860440564,2943430.501051604,674773.1216628865,1851928.077615,1804473.363944207,9670444.47699624,1136249.5828886838
2020-02-16~2020-02-22,51841756.760627404,3392779.3598807193,1601230.3061821652,2121550.1110301996,2418940.1582012502,1464241.658004257,1543219.0570246014,1450418.2625983302,13430312.854045864,2640070.473885813,3341036.6504488382,2943551.017050111,674800.7496148609,1852003.9030715069,1804547.2464120141,9670840.424266523,1136296.1055611188
2020-02-23~2020-02-29,51843879.28578298,3392918.268358916,1601295.8643695628,2121636.9723512824,2419039.1953800884,1464301.6075497034,1543282.2400931115,1450477.6461810023,13430862.723083127,2640178.564667134,3341173.440457113,2943671.5330486186,674828.3775668354,1852079.7285280137,1804621.128879821,9671236.371536806,1136342.6282335538
2020-03-01~2020-03-07,51846001.81093855,3393057.1768371123,1601361.4225569605,2121723.8336723647,2419138.232558927,1464361.55709515,1543345.4231616217,1450537.0297636744,13431412.592120389,2640286.655448455,3341310.230465388,2943792.0490471264,674856.0055188099,1852155.5539845205,1804695.011347628,9671632.318807088,1136389.1509059889
2020-03-08~2020-03-14,51847700.10916975,3393168.3218203415,1601413.8776967293,2121793.3341103536,2419217.475278479,1464409.5245864778,1543395.9778950773,1450584.5444106269,13431852.559397535,2640373.1422362532,3341419.6803951045,2943888.477636705,674878.1115003794,1852216.2242848594,1804754.1270024243,9671949.128502844,1136426.3751396334
2020-03-15~2020-03-21,51849398.40740095,3393279.4668035707,1601466.3328364978,2121862.834548342,2419296.7179980306,1464457.4920778058,1543446.5326285327,1450632.0590575791,13432292.526674682,2640459.6290240516,3341529.130324821,2943984.906226284,674900.217481949,1852276.8945851983,1804813.2426572207,9672265.9381986,1136463.5993732777
2020-03-22~2020-03-28,51851096.70563215,3393390.6117868004,1601518.7879762666,2121932.334986331,2419375.9607175826,1464505.4595691336,1543497.0873619884,1450679.5737045316,13432732.493951831,2640546.1158118495,3341638.580254538,2944081.3348158626,674922.3234635185,1852337.5648855371,1804872.3583120173,9672582.747894354,1136500.8236069223
2020-03-29~2020-04-04,51852795.00386335,3393501.7567700297,1601571.2431160351,2122001.8354243194,2419455.203437134,1464553.4270604616,1543547.6420954438,1450727.088351484,13433172.461228978,2640632.602599648,3341748.0301842545,2944177.7634054413,674944.4294450881,1852398.235185876,1804931.4739668136,9672899.55759011,1136538.0478405666
2020-04-05~2020-04-11,51854493.30209455,3393612.901753259,1601623.698255804,2122071.3358623083,2419534.446156686,1464601.3945517894,1543598.1968288994,1450774.6029984364,13433612.428506125,2640719.089387446,3341857.480113971,2944274.19199502,674966.5354266576,1852458.905486215,1804990.58962161,9673216.367285866,1136575.2720742112
2020-04-12~2020-04-18,51856616.522573926,3393751.8557368624,1601689.277919587,2122158.225638528,2419633.515779384,1464661.363736271,1543661.4005957232,1450834.0060347384,13434162.477676485,2640827.2155785207,3341994.3149336576,2944394.747473692,674994.1724293483,1852534.7557825898,1805064.496292776,9673612.444265595,1136621.8099871352
2020-04-19~2020-04-25,51858739.7430533,3393890.809720466,1601754.85758337,2122245.115414747,2419732.5854020817,1464721.3329207525,1543724.6043625472,1450893.4090710403,13434712.526846843,2640935.3417695956,3342131.1497533442,2944515.302952364,675021.8094320389,1852610.6060789647,1805138.4029639421,9674008.521245323,1136668.3479000595
2020-04-26~2020-05-02,51860862.96353267,3394029.76370407,1601820.437247153,2122332.0051909667,2419831.65502478,1464781.3021052342,1543787.8081293711,1450952.812107342,13435262.576017201,2641043.46796067,3342267.9845730304,2944635.8584310366,675049.4464347295,1852686.4563753395,1805212.3096351083,9674404.598225052,1136714.8858129836
