week_range,Residential,General,Educational,Industrial,Agricultural,Streetlights,Other,Total Electricity Usage
2013-12-22~2013-12-28,5671269101.6,9324864506.6,782190640.4,22880068040.6,1373261654.2,304641486.0,2264329400.2,42600624829.6
2013-12-29~2014-01-04,5745400291.8,9515955474.8,778440011.2,22861919608.8,1414334538.6,306066737.0,2352199267.6,42974315929.8
2014-01-05~2014-01-11,5819531482.0,9707046443.0,774689382.0,22843771177.0,1455407423.0,307491988.0,2440069135.0,43348007030.0
2014-01-12~2014-01-18,5817772838.0,9578296802.75,760429978.25,22375219979.5,1452952201.75,302630114.0,2429571251.5,42716873165.75
2014-01-19~2014-01-25,5816014194.0,9449547162.5,746170574.5,21906668782.0,1450496980.5,297768240.0,2419073368.0,42085739301.5
2014-01-26~2014-02-01,5814255550.0,9320797522.25,731911170.75,21438117584.5,1448041759.25,292906366.0,2408575484.5,41454605437.25
2014-02-02~2014-02-08,5812496906.0,9192047882.0,717651767.0,20969566387.0,1445586538.0,288044492.0,2398077601.0,40823471573.0
2014-02-09~2014-02-15,5629304844.75,8923286884.5,707202395.5,21468359778.0,1398978538.0,282400544.75,2266090088.75,40675623074.25
2014-02-16~2014-02-22,5446112783.5,8654525887.0,696753024.0,21967153169.0,1352370538.0,276756597.5,2134102576.5,40527774575.5
2014-02-23~2014-03-01,5262920722.25,8385764889.5,686303652.5,22465946560.0,1305762538.0,271112650.25,2002115064.25,40379926076.75
2014-03-02~2014-03-08,5079728661.0,8117003892.0,675854281.0,22964739951.0,1259154538.0,265468703.0,1870127552.0,40232077578.0
2014-03-09~2014-03-15,5121280489.2,8026972282.6,660596679.6,22875726632.4,1231471049.2,263970881.6,1780963280.6,39960981295.2
2014-03-16~2014-03-22,5162832317.4,7936940673.2,645339078.2,22786713313.8,1203787560.4,262473060.2,1691799009.2,39689885012.4
2014-03-23~2014-03-29,5204384145.6,7846909063.8,630081476.8,22697699995.2,1176104071.6,260975238.8,1602634737.8,39418788729.6
2014-03-30~2014-04-05,5245935973.8,7756877454.4,614823875.4,22608686676.6,1148420582.8,259477417.4,1513470466.4,39147692446.8
2014-04-06~2014-04-12,5287487802.0,7666845845.0,599566274.0,22519673358.0,1120737094.0,257979596.0,1424306195.0,38876596164.0
2014-04-13~2014-04-19,5207400101.75,7547792409.25,571811696.5,22452298388.5,1080037634.5,253695849.5,1296871121.5,38409907201.5
2014-04-20~2014-04-26,5127312401.5,7428738973.5,544057119.0,22384923419.0,1039338175.0,249412103.0,1169436048.0,37943218239.0
2014-04-27~2014-05-03,5047224701.25,7309685537.75,516302541.5,22317548449.5,998638715.5,245128356.5,1042000974.5,37476529276.5
2014-05-04~2014-05-10,4967137001.0,7190632102.0,488547964.0,22250173480.0,957939256.0,240844610.0,914565901.0,37009840314.0
2014-05-11~2014-05-17,5001216855.5,7357397105.25,497521029.25,22318169137.25,969339365.0,238358433.75,830269743.0,37212271669.0
2014-05-18~2014-05-24,5035296710.0,7524162108.5,506494094.5,22386164794.5,980739474.0,235872257.5,745973585.0,37414703024.0
2014-05-25~2014-05-31,5069376564.5,7690927111.75,515467159.75,22454160451.75,992139583.0,233386081.25,661677427.0,37617134379.0
2014-06-01~2014-06-07,5103456419.0,7857692115.0,524440225.0,22522156109.0,1003539692.0,230899905.0,577381269.0,37819565734.0
2014-06-08~2014-06-14,5130292257.2,8041406023.6,540808599.8,22750659456.6,1004621638.0,230177258.2,552027623.8,38249992857.2
2014-06-15~2014-06-21,5157128095.4,8225119932.2,557176974.6,22979162804.2,1005703584.0,229454611.4,526673978.6,38680419980.4
2014-06-22~2014-06-28,5183963933.6,8408833840.8,573545349.4,23207666151.8,1006785530.0,228731964.6,501320333.4,39110847103.6
2014-06-29~2014-07-05,5210799771.8,8592547749.4,589913724.2,23436169499.4,1007867476.0,228009317.8,475966688.2,39541274226.8
2014-07-06~2014-07-12,5237635610.0,8776261658.0,606282099.0,23664672847.0,1008949422.0,227286671.0,450613043.0,39971701350.0
2014-07-13~2014-07-19,5392391050.5,8946214658.25,594393342.5,23319483563.0,1056275832.75,230600564.5,441450411.75,39980809423.25
2014-07-20~2014-07-26,5547146491.0,9116167658.5,582504586.0,22974294279.0,1103602243.5,233914458.0,432287780.5,39989917496.5
2014-07-27~2014-08-02,5701901931.5,9286120658.75,570615829.5,22629104995.0,1150928654.25,237228351.5,423125149.25,39999025569.75
2014-08-03~2014-08-09,5856657372.0,9456073659.0,558727073.0,22283915711.0,1198255065.0,240542245.0,413962518.0,40008133643.0
2014-08-10~2014-08-16,5758038489.8,9249295729.0,556501862.8,22215926092.8,1193725104.4,243747853.6,416944210.2,39634179342.6
2014-08-17~2014-08-23,5659419607.6,9042517799.0,554276652.6,22147936474.6,1189195143.8,246953462.2,419925902.4,39260225042.2
2014-08-24~2014-08-30,5560800725.4,8835739869.0,552051442.4,22079946856.4,1184665183.2,250159070.8,422907594.6,38886270741.8
2014-08-31~2014-09-06,5462181843.2,8628961939.0,549826232.2,22011957238.2,1180135222.6,253364679.4,425889286.8,38512316441.4
2014-09-07~2014-09-13,5363562961.0,8422184009.0,547601022.0,21943967620.0,1175605262.0,256570288.0,428870979.0,38138362141.0
2014-09-14~2014-09-20,5259332545.25,8184033800.5,536686074.75,22216034285.75,1130331985.0,262007428.0,463351053.75,38051777173.0
2014-09-21~2014-09-27,5155102129.5,7945883592.0,525771127.5,22488100951.5,1085058708.0,267444568.0,497831128.5,37965192205.0
2014-09-28~2014-10-04,5050871713.75,7707733383.5,514856180.25,22760167617.25,1039785431.0,272881708.0,532311203.25,37878607237.0
2014-10-05~2014-10-11,4946641298.0,7469583175.0,503941233.0,23032234283.0,994512154.0,278318848.0,566791278.0,37792022269.0
2014-10-12~2014-10-18,5035845392.75,7508519271.25,520963502.25,22847677061.75,1105151567.25,284164512.25,717309342.75,38019630650.25
2014-10-19~2014-10-25,5125049487.5,7547455367.5,537985771.5,22663119840.5,1215790980.5,290010176.5,867827407.5,38247239031.5
2014-10-26~2014-11-01,5214253582.25,7586391463.75,555008040.75,22478562619.25,1326430393.75,295855840.75,1018345472.25,38474847412.75
2014-11-02~2014-11-08,5303457677.0,7625327560.0,572030310.0,22294005398.0,1437069807.0,301701505.0,1168863537.0,38702455794.0
2014-11-09~2014-11-15,5357664946.0,7915725487.4,626968990.8,22543722124.0,1419702987.0,304019427.6,1312248801.2,39480052764.0
2014-11-16~2014-11-22,5411872215.0,8206123414.8,681907671.6,22793438850.0,1402336167.0,306337350.2,1455634065.4,40257649734.0
2014-11-23~2014-11-29,5466079484.0,8496521342.2,736846352.4,23043155576.0,1384969347.0,308655272.8,1599019329.6,41035246704.0
2014-11-30~2014-12-06,5520286753.0,8786919269.6,791785033.2,23292872302.0,1367602527.0,310973195.4,1742404593.8,41812843674.0
2014-12-07~2014-12-13,5574494022.0,9077317197.0,846723714.0,23542589028.0,1350235707.0,313291118.0,1885789858.0,42590440644.0
2014-12-14~2014-12-20,5709274145.75,9365283676.75,843792477.25,23608326135.5,1417269230.25,315371100.25,2031388716.75,43290705482.5
2014-12-21~2014-12-27,5844054269.5,9653250156.5,840861240.5,23674063243.0,1484302753.5,317451082.5,2176987575.5,43990970321.0
2014-12-28~2015-01-03,5978834393.25,9941216636.25,837930003.75,23739800350.5,1551336276.75,319531064.75,2322586434.25,44691235159.5
2015-01-04~2015-01-10,6113614517.0,10229183116.0,834998767.0,23805537458.0,1618369800.0,321611047.0,2468185293.0,45391499998.0
2015-01-11~2015-01-17,6028177611.75,10071244358.5,814388943.25,23217392696.0,1612422535.0,316276160.0,2428299657.5,44488201962.0
2015-01-18~2015-01-24,5942740706.5,9913305601.0,793779119.5,22629247934.0,1606475270.0,310941273.0,2388414022.0,43584903926.0
2015-01-25~2015-01-31,5857303801.25,9755366843.5,773169295.75,22041103172.0,1600528005.0,305606386.0,2348528386.5,42681605890.0
2015-02-01~2015-02-07,5771866896.0,9597428086.0,752559472.0,21452958410.0,1594580740.0,300271499.0,2308642751.0,41778307854.0
2015-02-08~2015-02-14,5627177814.0,9294726058.5,746913812.0,21835217922.75,1539296623.25,294529400.0,2204064742.75,41541926373.25
2015-02-15~2015-02-21,5482488732.0,8992024031.0,741268152.0,22217477435.5,1484012506.5,288787301.0,2099486734.5,41305544892.5
2015-02-22~2015-02-28,5337799650.0,8689322003.5,735622492.0,22599736948.25,1428728389.75,283045202.0,1994908726.25,41069163411.75
2015-03-01~2015-03-07,5193110568.0,8386619976.0,729976832.0,22981996461.0,1373444273.0,277303103.0,1890330718.0,40832781931.0
2015-03-08~2015-03-14,5235219653.0,8315693412.6,715088934.8,22972989295.0,1347712339.4,275650635.0,1811376421.8,40673730691.6
2015-03-15~2015-03-21,5277328738.0,8244766849.2,700201037.6,22963982129.0,1321980405.8,273998167.0,1732422125.6,40514679452.2
2015-03-22~2015-03-28,5319437823.0,8173840285.8,685313140.4,22954974963.0,1296248472.2,272345699.0,1653467829.4,40355628212.8
2015-03-29~2015-04-04,5361546908.0,8102913722.4,670425243.2,22945967797.0,1270516538.6,270693231.0,1574513533.2,40196576973.4
2015-04-05~2015-04-11,5403655993.0,8031987159.0,655537346.0,22936960631.0,1244784605.0,269040763.0,1495559237.0,40037525734.0
2015-04-12~2015-04-18,5307542899.75,7891414061.25,617576504.75,22869849809.0,1191270548.0,264605273.5,1348961135.25,39491220231.5
2015-04-19~2015-04-25,5211429806.5,7750840963.5,579615663.5,22802738987.0,1137756491.0,260169784.0,1202363033.5,38944914729.0
2015-04-26~2015-05-02,5115316713.25,7610267865.75,541654822.25,22735628165.0,1084242434.0,255734294.5,1055764931.75,38398609226.5
2015-05-03~2015-05-09,5019203620.0,7469694768.0,503693981.0,22668517343.0,1030728377.0,251298805.0,909166830.0,37852303724.0
2015-05-10~2015-05-16,5036553324.8,7578817807.8,512708536.6,22685538549.0,1041798246.4,249154220.0,838610985.8,37943181670.4
2015-05-17~2015-05-23,5053903029.6,7687940847.6,521723092.2,22702559755.0,1052868115.8,247009635.0,768055141.6,38034059616.8
2015-05-24~2015-05-30,5071252734.4,7797063887.4,530737647.8,22719580961.0,1063937985.2,244865050.0,697499297.4,38124937563.2
2015-05-31~2015-06-06,5088602439.2,7906186927.2,539752203.4,22736602167.0,1075007854.6,242720465.0,626943453.2,38215815509.6
2015-06-07~2015-06-13,5105952144.0,8015309967.0,548766759.0,22753623373.0,1086077724.0,240575880.0,556387609.0,38306693456.0
2015-06-14~2015-06-20,5133338286.75,8197406407.25,559898391.0,22837235888.0,1072009364.5,239470415.0,529269668.75,38568628421.25
2015-06-21~2015-06-27,5160724429.5,8379502847.5,571030023.0,22920848403.0,1057941005.0,238364950.0,502151728.5,38830563386.5
2015-06-28~2015-07-04,5188110572.25,8561599287.75,582161655.0,23004460918.0,1043872645.5,237259485.0,475033788.25,39092498351.75
2015-07-05~2015-07-11,5215496715.0,8743695728.0,593293287.0,23088073433.0,1029804286.0,236154020.0,447915848.0,39354433317.0
2015-07-12~2015-07-18,5507480033.5,9077079765.0,592994592.0,23031688840.75,1102896033.0,240117851.0,439375049.75,39991632165.0
2015-07-19~2015-07-25,5799463352.0,9410463802.0,592695897.0,22975304248.5,1175987780.0,244081682.0,430834251.5,40628831013.0
2015-07-26~2015-08-01,6091446670.5,9743847839.0,592397202.0,22918919656.25,1249079527.0,248045513.0,422293453.25,41266029861.0
2015-08-02~2015-08-08,6383429989.0,10077231876.0,592098507.0,22862535064.0,1322171274.0,252009344.0,413752655.0,41903228709.0
2015-08-09~2015-08-15,6212619979.4,9853755200.4,597192983.4,22809871554.0,1321240814.0,255120111.0,408600703.6,41458401345.8
2015-08-16~2015-08-22,6041809969.8,9630278524.8,602287459.8,22757208044.0,1320310354.0,258230878.0,403448752.2,41013573982.6
2015-08-23~2015-08-29,5870999960.2,9406801849.2,607381936.2,22704544534.0,1319379894.0,261341645.0,398296800.8,40568746619.4
2015-08-30~2015-09-05,5700189950.6,9183325173.6,612476412.6,22651881024.0,1318449434.0,264452412.0,393144849.4,40123919256.2
2015-09-06~2015-09-12,5529379941.0,8959848498.0,617570889.0,22599217514.0,1317518974.0,267563179.0,387992898.0,39679091893.0
2015-09-13~2015-09-19,5390300962.0,8613733357.75,588891895.75,22569054956.75,1256045121.0,272989137.0,425195472.25,39116210902.5
2015-09-20~2015-09-26,5251221983.0,8267618217.5,560212902.5,22538892399.5,1194571268.0,278415095.0,462398046.5,38553329912.0
2015-09-27~2015-10-03,5112143004.0,7921503077.25,531533909.25,22508729842.25,1133097415.0,283841053.0,499600620.75,37990448921.5
2015-10-04~2015-10-10,4973064025.0,7575387937.0,502854916.0,22478567285.0,1071623562.0,289267011.0,536803195.0,37427567931.0
2015-10-11~2015-10-17,5060722863.25,7611406269.75,521268659.75,22440997608.25,1196308158.5,294496431.5,654805910.25,37780005901.25
2015-10-18~2015-10-24,5148381701.5,7647424602.5,539682403.5,22403427931.5,1320992755.0,299725852.0,772808625.5,38132443871.5
2015-10-25~2015-10-31,5236040539.75,7683442935.25,558096147.25,22365858254.75,1445677351.5,304955272.5,890811340.75,38484881841.75
2015-11-01~2015-11-07,5323699378.0,7719461268.0,576509891.0,22328288578.0,1570361948.0,310184693.0,1008814056.0,38837319812.0
2015-11-08~2015-11-14,5371088921.0,7938548034.4,617198064.4,22514119984.6,1532863458.4,312410159.2,1133234674.0,39419463296.0
2015-11-15~2015-11-21,5418478464.0,8157634800.8,657886237.8,22699951391.2,1495364968.8,314635625.4,1257655292.0,40001606780.0
2015-11-22~2015-11-28,5465868007.0,8376721567.2,698574411.2,22885782797.8,1457866479.2,316861091.6,1382075910.0,40583750264.0
2015-11-29~2015-12-05,5513257550.0,8595808333.6,739262584.6,23071614204.4,1420367989.6,319086557.8,1506496528.0,41165893748.0
2015-12-06~2015-12-12,5560647093.0,8814895100.0,779950758.0,23257445611.0,1382869500.0,321312024.0,1630917146.0,41748037232.0
2015-12-13~2015-12-19,5659241445.0,9123076865.25,782314771.25,23377205783.5,1440365635.5,323211786.25,1755601208.75,42461017495.5
2015-12-20~2015-12-26,5757835797.0,9431258630.5,784678784.5,23496965956.0,1497861771.0,325111548.5,1880285271.5,43173997759.0
2015-12-27~2016-01-02,5856430149.0,9739440395.75,787042797.75,23616726128.5,1555357906.5,327011310.75,2004969334.25,43886978022.5
2016-01-03~2016-01-09,5955024501.0,10047622161.0,789406811.0,23736486301.0,1612854042.0,328911073.0,2129653397.0,44599958286.0
2016-01-10~2016-01-16,5979237410.2,10085918897.0,792203527.0,23400067355.2,1630040330.2,325408278.0,2175059546.0,44387935343.6
2016-01-17~2016-01-23,6003450319.4,10124215633.0,795000243.0,23063648409.4,1647226618.4,321905483.0,2220465695.0,44175912401.2
2016-01-24~2016-01-30,6027663228.6,10162512369.0,797796959.0,22727229463.6,1664412906.6,318402688.0,2265871844.0,43963889458.8
2016-01-31~2016-02-06,6051876137.8,10200809105.0,800593675.0,22390810517.8,1681599194.8,314899893.0,2311277993.0,43751866516.4
2016-02-07~2016-02-13,6076089047.0,10239105841.0,803390391.0,22054391572.0,1698785483.0,311397098.0,2356684142.0,43539843574.0
2016-02-14~2016-02-20,5913449763.75,9906083154.25,790975685.75,22419262404.75,1643155112.5,306032819.0,2230170945.5,43209129885.5
2016-02-21~2016-02-27,5750810480.5,9573060467.5,778560980.5,22784133237.5,1587524742.0,300668540.0,2103657749.0,42878416197.0
2016-02-28~2016-03-05,5588171197.25,9240037780.75,766146275.25,23149004070.25,1531894371.5,295304261.0,1977144552.5,42547702508.5
2016-03-06~2016-03-12,5425531914.0,8907015094.0,753731570.0,23513874903.0,1476264001.0,289939982.0,1850631356.0,42216988820.0
2016-03-13~2016-03-19,5423661774.75,8695745019.5,722945614.5,23400159007.5,1432443973.25,287903336.5,1724075109.0,41686933835.0
2016-03-20~2016-03-26,5421791635.5,8484474945.0,692159659.0,23286443112.0,1388623945.5,285866691.0,1597518862.0,41156878850.0
2016-03-27~2016-04-02,5419921496.25,8273204870.5,661373703.5,23172727216.5,1344803917.75,283830045.5,1470962615.0,40626823865.0
2016-04-03~2016-04-09,5418051357.0,8061934796.0,630587748.0,23059011321.0,1300983890.0,281793400.0,1344406368.0,40096768880.0
2016-04-10~2016-04-16,5328726283.75,7948427862.0,601598587.0,23017068719.5,1239626703.25,277112880.0,1213119838.25,39625680873.75
2016-04-17~2016-04-23,5239401210.5,7834920928.0,572609426.0,22975126118.0,1178269516.5,272432360.0,1081833308.5,39154592867.5
2016-04-24~2016-04-30,5150076137.25,7721413994.0,543620265.0,22933183516.5,1116912329.75,267751840.0,950546778.75,38683504861.25
2016-05-01~2016-05-07,5060751064.0,7607907060.0,514631104.0,22891240915.0,1055555143.0,263071320.0,819260249.0,38212416855.0
2016-05-08~2016-05-14,5083095877.4,7768431533.6,529913151.2,23024910178.8,1069813460.0,260924832.0,761688161.6,38498777194.6
2016-05-15~2016-05-21,5105440690.8,7928956007.2,545195198.4,23158579442.6,1084071777.0,258778344.0,704116074.2,38785137534.2
2016-05-22~2016-05-28,5127785504.2,8089480480.8,560477245.6,23292248706.4,1098330094.0,256631856.0,646543986.8,39071497873.8
2016-05-29~2016-06-04,5150130317.6,8250004954.4,575759292.8,23425917970.2,1112588411.0,254485368.0,588971899.4,39357858213.4
2016-06-05~2016-06-11,5172475131.0,8410529428.0,591041340.0,23559587234.0,1126846728.0,252338880.0,531399812.0,39644218553.0
2016-06-12~2016-06-18,5256380066.25,8649115450.25,608056039.5,23476023152.5,1126007389.25,250848263.75,508095025.25,39874525386.75
2016-06-19~2016-06-25,5340285001.5,8887701472.5,625070739.0,23392459071.0,1125168050.5,249357647.5,484790238.5,40104832220.5
2016-06-26~2016-07-02,5424189936.75,9126287494.75,642085438.5,23308894989.5,1124328711.75,247867031.25,461485451.75,40335139054.25
2016-07-03~2016-07-09,5508094872.0,9364873517.0,659100138.0,23225330908.0,1123489373.0,246376415.0,438180665.0,40565445888.0
2016-07-10~2016-07-16,5839933162.4,9683772367.4,659649087.8,23266140422.0,1199103113.2,249552708.2,431197721.0,41329348582.0
2016-07-17~2016-07-23,6171771452.8,10002671217.8,660198037.6,23306949936.0,1274716853.4,252729001.4,424214777.0,42093251276.0
2016-07-24~2016-07-30,6503609743.2,10321570068.2,660746987.4,23347759450.0,1350330593.6,255905294.6,417231833.0,42857153970.0
2016-07-31~2016-08-06,6835448033.6,10640468918.6,661295937.2,23388568964.0,1425944333.8,259081587.8,410248889.0,43621056664.0
2016-08-07~2016-08-13,7167286324.0,10959367769.0,661844887.0,23429378478.0,1501558074.0,262257881.0,403265945.0,44384959358.0
2016-08-14~2016-08-20,6915288105.5,10622261714.5,660471302.25,23238635678.75,1486123289.75,265912568.0,394358634.0,43583051292.75
2016-08-21~2016-08-27,6663289887.0,10285155660.0,659097717.5,23047892879.5,1470688505.5,269567255.0,385451323.0,42781143227.5
2016-08-28~2016-09-03,6411291668.5,9948049605.5,657724132.75,22857150080.25,1455253721.25,273221942.0,376544012.0,41979235162.25
2016-09-04~2016-09-10,6159293450.0,9610943551.0,656350548.0,22666407281.0,1439818937.0,276876629.0,367636701.0,41177327097.0
2016-09-11~2016-09-17,5892481523.75,9193355701.75,625160790.5,22771195487.5,1355715961.25,281502025.75,394928314.0,40514339804.5
2016-09-18~2016-09-24,5625669597.5,8775767852.5,593971033.0,22875983694.0,1271612985.5,286127422.5,422219927.0,39851352512.0
2016-09-25~2016-10-01,5358857671.25,8358180003.25,562781275.5,22980771900.5,1187510009.75,290752819.25,449511540.0,39188365219.5
2016-10-02~2016-10-08,5092045745.0,7940592154.0,531591518.0,23085560107.0,1103407034.0,295378216.0,476803153.0,38525377927.0
2016-10-09~2016-10-15,5152796801.6,7977611346.0,554771836.8,23093405483.0,1201167972.4,299725106.8,586597198.0,38866075744.6
2016-10-16~2016-10-22,5213547858.2,8014630538.0,577952155.6,23101250859.0,1298928910.8,304071997.6,696391243.0,39206773562.2
2016-10-23~2016-10-29,5274298914.8,8051649730.0,601132474.4,23109096235.0,1396689849.2,308418888.4,806185288.0,39547471379.8
2016-10-30~2016-11-05,5335049971.4,8088668922.0,624312793.2,23116941611.0,1494450787.6,312765779.2,915979333.0,39888169197.4
2016-11-06~2016-11-12,5395801028.0,8125688114.0,647493112.0,23124786987.0,1592211726.0,317112670.0,1025773378.0,40228867015.0
2016-11-13~2016-11-19,5446880503.5,8416702973.75,694911231.5,23420337525.5,1565204149.0,320933006.0,1182609056.75,41047578446.0
2016-11-20~2016-11-26,5497959979.0,8707717833.5,742329351.0,23715888064.0,1538196572.0,324753342.0,1339444735.5,41866289877.0
2016-11-27~2016-12-03,5549039454.5,8998732693.25,789747470.5,24011438602.5,1511188995.0,328573678.0,1496280414.25,42685001308.0
2016-12-04~2016-12-10,5600118930.0,9289747553.0,837165590.0,24306989141.0,1484181418.0,332394014.0,1653116093.0,43503712739.0
2016-12-11~2016-12-17,5696674338.0,9534480254.5,830538446.25,24261941098.0,1524474692.0,333830465.25,1737268072.75,43919207366.75
2016-12-18~2016-12-24,5793229746.0,9779212956.0,823911302.5,24216893055.0,1564767966.0,335266916.5,1821420052.5,44334701994.5
2016-12-25~2016-12-31,5889785154.0,10023945657.5,817284158.75,24171845012.0,1605061240.0,336703367.75,1905572032.25,44750196622.25
2017-01-01~2017-01-07,5986340562.0,10268678359.0,810657015.0,24126796969.0,1645354514.0,338139819.0,1989724012.0,45165691250.0
2017-01-08~2017-01-14,6005053815.6,10300421561.4,809803952.0,23865280959.2,1666299476.8,334412620.0,2029454508.8,45010726893.8
2017-01-15~2017-01-21,6023767069.2,10332164763.8,808950889.0,23603764949.4,1687244439.6,330685421.0,2069185005.6,44855762537.6
2017-01-22~2017-01-28,6042480322.8,10363907966.2,808097826.0,23342248939.6,1708189402.4,326958222.0,2108915502.4,44700798181.4
2017-01-29~2017-02-04,6061193576.4,10395651168.6,807244763.0,23080732929.8,1729134365.2,323231023.0,2148645999.2,44545833825.2
2017-02-05~2017-02-11,6079906830.0,10427394371.0,806391700.0,22819216920.0,1750079328.0,319503824.0,2188376496.0,44390869469.0
2017-02-12~2017-02-18,5876779412.0,10058708781.0,795950745.0,23132057415.5,1687846092.5,313749369.25,2060604144.5,43925695959.75
2017-02-19~2017-02-25,5673651994.0,9690023191.0,785509790.0,23444897911.0,1625612857.0,307994914.5,1932831793.0,43460522450.5
2017-02-26~2017-03-04,5470524576.0,9321337601.0,775068835.0,23757738406.5,1563379621.5,302240459.75,1805059441.5,42995348941.25
2017-03-05~2017-03-11,5267397158.0,8952652011.0,764627880.0,24070578902.0,1501146386.0,296486005.0,1677287090.0,42530175432.0
2017-03-12~2017-03-18,5327769882.0,8800702033.25,739481394.5,23871462521.25,1467890933.25,295086523.75,1591157738.0,42093551026.0
2017-03-19~2017-03-25,5388142606.0,8648752055.5,714334909.0,23672346140.5,1434635480.5,293687042.5,1505028386.0,41656926620.0
2017-03-26~2017-04-01,5448515330.0,8496802077.75,689188423.5,23473229759.75,1401380027.75,292287561.25,1418899034.0,41220302214.0
2017-04-02~2017-04-08,5508888054.0,8344852100.0,664041938.0,23274113379.0,1368124575.0,290888080.0,1332769682.0,40783677808.0
2017-04-09~2017-04-15,5425757039.8,8221876160.4,633269668.6,23265814196.4,1320800775.0,287014827.8,1216530315.6,40371062983.6
2017-04-16~2017-04-22,5342626025.6,8098900220.8,602497399.2,23257515013.8,1273476975.0,283141575.6,1100290949.2,39958448159.2
2017-04-23~2017-04-29,5259495011.4,7975924281.2,571725129.8,23249215831.2,1226153175.0,279268323.4,984051582.8,39545833334.8
2017-04-30~2017-05-06,5176363997.2,7852948341.6,540952860.4,23240916648.6,1178829375.0,275395071.2,867812216.4,39133218510.4
2017-05-07~2017-05-13,5093232983.0,7729972402.0,510180591.0,23232617466.0,1131505575.0,271521819.0,751572850.0,38720603686.0
2017-05-14~2017-05-20,5114751518.25,7911471276.75,529099492.5,23279848768.75,1158447521.75,269211356.25,689580118.25,38952410052.5
2017-05-21~2017-05-27,5136270053.5,8092970151.5,548018394.0,23327080071.5,1185389468.5,266900893.5,627587386.5,39184216419.0
2017-05-28~2017-06-03,5157788588.75,8274469026.25,566937295.5,23374311374.25,1212331415.25,264590430.75,565594654.75,39416022785.5
2017-06-04~2017-06-10,5179307124.0,8455967901.0,585856197.0,23421542677.0,1239273362.0,262279968.0,503601923.0,39647829152.0
2017-06-11~2017-06-17,5362090209.5,8829550673.75,616603169.5,23740233728.5,1237965232.75,260750939.25,484430053.75,40531624007.0
2017-06-18~2017-06-24,5544873295.0,9203133446.5,647350142.0,24058924780.0,1236657103.5,259221910.5,465258184.5,41415418862.0
2017-06-25~2017-07-01,5727656380.5,9576716219.25,678097114.5,24377615831.5,1235348974.25,257692881.75,446086315.25,42299213717.0
2017-07-02~2017-07-08,5910439466.0,9950298992.0,708844087.0,24696306883.0,1234040845.0,256163853.0,426914446.0,43183008572.0
2017-07-09~2017-07-15,6163588037.0,10173164022.0,702854590.0,24616925001.4,1278677296.4,258448645.2,418317375.0,43611974967.0
2017-07-16~2017-07-22,6416736608.0,10396029052.0,696865093.0,24537543119.8,1323313747.8,260733437.4,409720304.0,44040941362.0
2017-07-23~2017-07-29,6669885179.0,10618894082.0,690875596.0,24458161238.2,1367950199.2,263018229.6,401123233.0,44469907757.0
2017-07-30~2017-08-05,6923033750.0,10841759112.0,684886099.0,24378779356.6,1412586650.6,265303021.8,392526162.0,44898874152.0
2017-08-06~2017-08-12,7176182321.0,11064624142.0,678896602.0,24299397475.0,1457223102.0,267587814.0,383929091.0,45327840547.0
2017-08-13~2017-08-19,6842944589.75,10685616876.5,674232812.25,24286253054.5,1431800815.75,271693736.75,380771454.5,44573313340.0
2017-08-20~2017-08-26,6509706858.5,10306609611.0,669569022.5,24273108634.0,1406378529.5,275799659.5,377613818.0,43818786133.0
2017-08-27~2017-09-02,6176469127.25,9927602345.5,664905232.75,24259964213.5,1380956243.25,279905582.25,374456181.5,43064258926.0
2017-09-03~2017-09-09,5843231396.0,9548595080.0,660241443.0,24246819793.0,1355533957.0,284011505.0,371298545.0,42309731719.0
2017-09-10~2017-09-16,5669518260.75,9146114844.0,621780151.5,23893859644.75,1301265812.5,288856306.0,397252966.25,41318647985.75
2017-09-17~2017-09-23,5495805125.5,8743634608.0,583318860.0,23540899496.5,1246997668.0,293701107.0,423207387.5,40327564252.5
2017-09-24~2017-09-30,5322091990.25,8341154372.0,544857568.5,23187939348.25,1192729523.5,298545908.0,449161808.75,39336480519.25
2017-10-01~2017-10-07,5148378855.0,7938674136.0,506396277.0,22834979200.0,1138461379.0,303390709.0,475116230.0,38345396786.0
2017-10-08~2017-10-14,5211673750.8,8013652933.8,534514857.8,23036614190.8,1252141125.4,307553844.4,573272148.8,38929422851.8
2017-10-15~2017-10-21,5274968646.6,8088631731.6,562633438.6,23238249181.6,1365820871.8,311716979.8,671428067.6,39513448917.6
2017-10-22~2017-10-28,5338263542.4,8163610529.4,590752019.4,23439884172.4,1479500618.2,315880115.2,769583986.4,40097474983.4
2017-10-29~2017-11-04,5401558438.2,8238589327.2,618870600.2,23641519163.2,1593180364.6,320043250.6,867739905.2,40681501049.2
2017-11-05~2017-11-11,5464853334.0,8313568125.0,646989181.0,23843154154.0,1706860111.0,324206386.0,965895824.0,41265527115.0
2017-11-12~2017-11-18,5563440235.0,8796998099.0,727712148.25,24120796826.5,1694152177.25,327281767.0,1156146322.0,42386527575.0
2017-11-19~2017-11-25,5662027136.0,9280428073.0,808435115.5,24398439499.0,1681444243.5,330357148.0,1346396820.0,43507528035.0
2017-11-26~2017-12-02,5760614037.0,9763858047.0,889158082.75,24676082171.5,1668736309.75,333432529.0,1536647318.0,44628528495.0
