week_range,Residential,General,Educational,Industrial,Agricultural,Streetlights,Other,Total Electricity Usage
2005-12-25~2005-12-31,4788171312.0,6982883144.25,431854856.5,15184280821.75,650115808.25,253589612.0,2817786314.25,31108681869.0
2006-01-01~2006-01-07,4877107368.0,7142653504.0,427218289.0,15096894075.0,664770122.0,254482482.0,2959244938.0,31422370778.0
2006-01-08~2006-01-14,4843638817.8,7038063635.8,416623620.0,14922005413.8,666765274.2,251125074.6,2920154199.4,31058376035.6
2006-01-15~2006-01-21,4810170267.6,6933473767.6,406028951.0,14747116752.6,668760426.4,247767667.2,2881063460.8,30694381293.2
2006-01-22~2006-01-28,4776701717.4,6828883899.4,395434282.0,14572228091.4,670755578.6,244410259.8,2841972722.2,30330386550.8
2006-01-29~2006-02-04,4743233167.2,6724294031.2,384839613.0,14397339430.2,672750730.8,241052852.4,2802881983.6,29966391808.4
2006-02-05~2006-02-11,4709764617.0,6619704163.0,374244944.0,14222450769.0,674745883.0,237695445.0,2763791245.0,29602397066.0
2006-02-12~2006-02-18,4586493274.5,6466176905.0,381140803.5,14453664811.0,650886168.0,233815953.5,2648770995.75,29420948911.25
2006-02-19~2006-02-25,4463221932.0,6312649647.0,388036663.0,14684878853.0,627026453.0,229936462.0,2533750746.5,29239500756.5
2006-02-26~2006-03-04,4339950589.5,6159122389.0,394932522.5,14916092895.0,603166738.0,226056970.5,2418730497.25,29058052601.75
2006-03-05~2006-03-11,4216679247.0,6005595131.0,401828382.0,15147306937.0,579307023.0,222177479.0,2303710248.0,28876604447.0
2006-03-12~2006-03-18,4272098084.0,6003284346.0,405665251.0,15054298580.5,574644287.5,220834924.25,2239700485.25,28770525958.5
2006-03-19~2006-03-25,4327516921.0,6000973561.0,409502120.0,14961290224.0,569981552.0,219492369.5,2175690722.5,28664447470.0
2006-03-26~2006-04-01,4382935758.0,5998662776.0,413338989.0,14868281867.5,565318816.5,218149814.75,2111680959.75,28558368981.5
2006-04-02~2006-04-08,4438354595.0,5996351991.0,417175858.0,14775273511.0,560656081.0,216807260.0,2047671197.0,28452290493.0
2006-04-09~2006-04-15,4372715141.8,5918435055.0,404177899.2,14799084059.2,551651085.2,213556943.8,1899943725.2,28159563909.4
2006-04-16~2006-04-22,4307075688.6,5840518119.0,391179940.4,14822894607.4,542646089.4,210306627.6,1752216253.4,27866837325.8
2006-04-23~2006-04-29,4241436235.4,5762601183.0,378181981.6,14846705155.6,533641093.6,207056311.4,1604488781.6,27574110742.2
2006-04-30~2006-05-06,4175796782.2,5684684247.0,365184022.8,14870515703.8,524636097.8,203805995.2,1456761309.8,27281384158.6
2006-05-07~2006-05-13,4110157329.0,5606767311.0,352186064.0,14894326252.0,515631102.0,200555679.0,1309033838.0,26988657575.0
2006-05-14~2006-05-20,4143453968.5,5735560718.25,355074962.25,14909892852.25,527754944.25,199319100.0,1183652680.0,27054709225.5
2006-05-21~2006-05-27,4176750608.0,5864354125.5,357963860.5,14925459452.5,539878786.5,198082521.0,1058271522.0,27120760876.0
2006-05-28~2006-06-03,4210047247.5,5993147532.75,360852758.75,14941026052.75,552002628.75,196845942.0,932890364.0,27186812526.5
2006-06-04~2006-06-10,4243343887.0,6121940940.0,363741657.0,14956592653.0,564126471.0,195609363.0,807509206.0,27252864177.0
2006-06-11~2006-06-17,4261596551.25,6275621829.0,368942021.5,14935906568.75,559669402.25,194264798.0,752328077.0,27348329247.75
2006-06-18~2006-06-24,4279849215.5,6429302718.0,374142386.0,14915220484.5,555212333.5,192920233.0,697146948.0,27443794318.5
2006-06-25~2006-07-01,4298101879.75,6582983607.0,379342750.5,14894534400.25,550755264.75,191575668.0,641965819.0,27539259389.25
2006-07-02~2006-07-08,4316354544.0,6736664496.0,384543115.0,14873848316.0,546298196.0,190231103.0,586784690.0,27634724460.0
2006-07-09~2006-07-15,4444634852.2,6936454599.0,387223587.6,14899841457.0,571030031.2,191509131.2,574524793.6,28005218451.8
2006-07-16~2006-07-22,4572915160.4,7136244702.0,389904060.2,14925834598.0,595761866.4,192787159.4,562264897.2,28375712443.6
2006-07-23~2006-07-29,4701195468.6,7336034805.0,392584532.8,14951827739.0,620493701.6,194065187.6,550005000.8,28746206435.4
2006-07-30~2006-08-05,4829475776.8,7535824908.0,395265005.4,14977820880.0,645225536.8,195343215.8,537745104.4,29116700427.2
2006-08-06~2006-08-12,4957756085.0,7735615011.0,397945478.0,15003814021.0,669957372.0,196621244.0,525485208.0,29487194419.0
2006-08-13~2006-08-19,4891015943.25,7608224622.25,403282842.75,15078447579.75,672152746.25,201033686.75,523628406.5,29377785827.5
2006-08-20~2006-08-26,4824275801.5,7480834233.5,408620207.5,15153081138.5,674348120.5,205446129.5,521771605.0,29268377236.0
2006-08-27~2006-09-02,4757535659.75,7353443844.75,413957572.25,15227714697.25,676543494.75,209858572.25,519914803.5,29158968644.5
2006-09-03~2006-09-09,4690795518.0,7226053456.0,419294937.0,15302348256.0,678738869.0,214271015.0,518058002.0,29049560053.0
2006-09-10~2006-09-16,4536324650.5,6839525230.5,396673264.25,15056262425.5,647790508.25,217783404.5,583171650.75,28277531134.25
2006-09-17~2006-09-23,4381853783.0,6452997005.0,374051591.5,14810176595.0,616842147.5,221295794.0,648285299.5,27505502215.5
2006-09-24~2006-09-30,4227382915.5,6066468779.5,351429918.75,14564090764.5,585893786.75,224808183.5,713398948.25,26733473296.75
2006-10-01~2006-10-07,4072912048.0,5679940554.0,328808246.0,14318004934.0,554945426.0,228320573.0,778512597.0,25961444378.0
2006-10-08~2006-10-14,4139909613.8,5734412605.0,342848010.0,14493869198.0,616254055.8,232487348.8,912716100.2,26472496931.6
2006-10-15~2006-10-21,4206907179.6,5788884656.0,356887774.0,14669733462.0,677562685.6,236654124.6,1046919603.4,26983549485.2
2006-10-22~2006-10-28,4273904745.4,5843356707.0,370927538.0,14845597726.0,738871315.4,240820900.4,1181123106.6,27494602038.8
2006-10-29~2006-11-04,4340902311.2,5897828758.0,384967302.0,15021461990.0,800179945.2,244987676.2,1315326609.8,28005654592.4
2006-11-05~2006-11-11,4407899877.0,5952300809.0,399007066.0,15197326254.0,861488575.0,249154452.0,1449530113.0,28516707146.0
2006-11-12~2006-11-18,4464011786.25,6135546579.25,419900363.25,15342012996.5,803502816.25,252126353.5,1701514680.5,29118615575.5
2006-11-19~2006-11-25,4520123695.5,6318792349.5,440793660.5,15486699739.0,745517057.5,255098255.0,1953499248.0,29720524005.0
2006-11-26~2006-12-02,4576235604.75,6502038119.75,461686957.75,15631386481.5,687531298.75,258070156.5,2205483815.5,30322432434.5
2006-12-03~2006-12-09,4632347514.0,6685283890.0,482580255.0,15776073224.0,629545540.0,261042058.0,2457468383.0,30924340864.0
2006-12-10~2006-12-16,4667569072.0,6770779159.2,475512118.0,15818634467.0,637707818.4,261231270.0,2530982494.4,31162416399.0
2006-12-17~2006-12-23,4702790630.0,6856274428.4,468443981.0,15861195710.0,645870096.8,261420482.0,2604496605.8,31400491934.0
2006-12-24~2006-12-30,4738012188.0,6941769697.6,461375844.0,15903756953.0,654032375.2,261609694.0,2678010717.2,31638567469.0
2006-12-31~2007-01-06,4773233746.0,7027264966.8,454307707.0,15946318196.0,662194653.6,261798906.0,2751524828.6,31876643004.0
2007-01-07~2007-01-13,4808455304.0,7112760236.0,447239570.0,15988879439.0,670356932.0,261988118.0,2825038940.0,32114718539.0
2007-01-14~2007-01-20,4816603803.25,7078583829.0,438693753.0,15640712135.25,684216106.25,258517629.25,2841110621.25,31758437877.25
2007-01-21~2007-01-27,4824752302.5,7044407422.0,430147936.0,15292544831.5,698075280.5,255047140.5,2857182302.5,31402157215.5
2007-01-28~2007-02-03,4832900801.75,7010231015.0,421602119.0,14944377527.75,711934454.75,251576651.75,2873253983.75,31045876553.75
2007-02-04~2007-02-10,4841049301.0,6976054608.0,413056302.0,14596210224.0,725793629.0,248106163.0,2889325665.0,30689595892.0
2007-02-11~2007-02-17,4704381803.25,6768835674.25,415904005.75,14871578029.5,694971503.75,243742432.0,2750079608.5,30449493057.0
2007-02-18~2007-02-24,4567714305.5,6561616740.5,418751709.5,15146945835.0,664149378.5,239378701.0,2610833552.0,30209390222.0
2007-02-25~2007-03-03,4431046807.75,6354397806.75,421599413.25,15422313640.5,633327253.25,235014970.0,2471587495.5,29969287387.0
2007-03-04~2007-03-10,4294379310.0,6147178873.0,424447117.0,15697681446.0,602505128.0,230651239.0,2332341439.0,29729184552.0
2007-03-11~2007-03-17,4361104544.25,6191054634.0,431846650.5,15691007907.5,601130905.5,229085095.25,2282670449.0,29787900186.0
2007-03-18~2007-03-24,4427829778.5,6234930395.0,439246184.0,15684334369.0,599756683.0,227518951.5,2232999459.0,29846615820.0
2007-03-25~2007-03-31,4494555012.75,6278806156.0,446645717.5,15677660830.5,598382460.5,225952807.75,2183328469.0,29905331454.0
2007-04-01~2007-04-07,4561280247.0,6322681917.0,454045251.0,15670987292.0,597008238.0,224386664.0,2133657479.0,29964047088.0
2007-04-08~2007-04-14,4504117774.6,6245430370.2,439807856.6,15717263780.8,592839647.0,221293048.0,1976878174.6,29697630651.8
2007-04-15~2007-04-21,4446955302.2,6168178823.4,425570462.2,15763540269.6,588671056.0,218199432.0,1820098870.2,29431214215.6
2007-04-22~2007-04-28,4389792829.8,6090927276.6,411333067.8,15809816758.4,584502465.0,215105816.0,1663319565.8,29164797779.4
2007-04-29~2007-05-05,4332630357.4,6013675729.8,397095673.4,15856093247.2,580333874.0,212012200.0,1506540261.4,28898381343.2
2007-05-06~2007-05-12,4275467885.0,5936424183.0,382858279.0,15902369736.0,576165283.0,208918584.0,1349760957.0,28631964907.0
2007-05-13~2007-05-19,4296348220.0,6064879126.25,387724068.25,15913542016.5,593305533.25,206587598.75,1214126298.5,28676512861.5
2007-05-20~2007-05-26,4317228555.0,6193334069.5,392589857.5,15924714297.0,610445783.5,204256613.5,1078491640.0,28721060816.0
2007-05-27~2007-06-02,4338108890.0,6321789012.75,397455646.75,15935886577.5,627586033.75,201925628.25,942856981.5,28765608770.5
2007-06-03~2007-06-09,4358989225.0,6450243956.0,402321436.0,15947058858.0,644726284.0,199594643.0,807222323.0,28810156725.0
2007-06-10~2007-06-16,4370585694.0,6626938967.75,412019678.75,15977676375.0,634529095.75,198706802.5,748780582.25,28969237196.0
2007-06-17~2007-06-23,4382182163.0,6803633979.5,421717921.5,16008293892.0,624331907.5,197818962.0,690338841.5,29128317667.0
2007-06-24~2007-06-30,4393778632.0,6980328991.25,431416164.25,16038911409.0,614134719.25,196931121.5,631897100.75,29287398138.0
2007-07-01~2007-07-07,4405375101.0,7157024003.0,441114407.0,16069528926.0,603937531.0,196043281.0,573455360.0,29446478609.0
2007-07-08~2007-07-14,4545642429.0,7368314597.8,438797548.6,16068817334.8,626153576.8,198468282.2,563648583.4,29809842352.6
2007-07-15~2007-07-21,4685909757.0,7579605192.6,436480690.2,16068105743.6,648369622.6,200893283.4,553841806.8,30173206096.2
2007-07-22~2007-07-28,4826177085.0,7790895787.4,434163831.8,16067394152.4,670585668.4,203318284.6,544035030.2,30536569839.8
2007-07-29~2007-08-04,4966444413.0,8002186382.2,431846973.4,16066682561.2,692801714.2,205743285.8,534228253.6,30899933583.4
2007-08-05~2007-08-11,5106711741.0,8213476977.0,429530115.0,16065970970.0,715017760.0,208168287.0,524421477.0,31263297327.0
2007-08-12~2007-08-18,5071504468.0,8065637295.0,437699233.75,15979004408.0,716289983.5,211243608.5,537887047.75,31019266044.5
2007-08-19~2007-08-25,5036297195.0,7917797613.0,445868352.5,15892037846.0,717562207.0,214318930.0,551352618.5,30775234762.0
2007-08-26~2007-09-01,5001089922.0,7769957931.0,454037471.25,15805071284.0,718834430.5,217394251.5,564818189.25,30531203479.5
2007-09-02~2007-09-08,4965882649.0,7622118249.0,462206590.0,15718104722.0,720106654.0,220469573.0,578283760.0,30287172197.0
2007-09-09~2007-09-15,4856030549.8,7359984805.6,449321047.8,15776571359.6,696635733.4,224120994.8,626699660.4,29989364151.4
2007-09-16~2007-09-22,4746178450.6,7097851362.2,436435505.6,15835037997.2,673164812.8,227772416.6,675115560.8,29691556105.8
2007-09-23~2007-09-29,4636326351.4,6835717918.8,423549963.4,15893504634.8,649693892.2,231423838.4,723531461.2,29393748060.2
2007-09-30~2007-10-06,4526474252.2,6573584475.4,410664421.2,15951971272.4,626222971.6,235075260.2,771947361.6,29095940014.6
2007-10-07~2007-10-13,4416622153.0,6311451032.0,397778879.0,16010437910.0,602752051.0,238726682.0,820363262.0,28798131969.0
2007-10-14~2007-10-20,4463738116.75,6335799047.5,411913193.25,16130153768.0,674612454.75,244472762.25,1047760412.0,29308449754.5
2007-10-21~2007-10-27,4510854080.5,6360147063.0,426047507.5,16249869626.0,746472858.5,250218842.5,1275157562.0,29818767540.0
2007-10-28~2007-11-03,4557970044.25,6384495078.5,440181821.75,16369585484.0,818333262.25,255964922.75,1502554712.0,30329085325.5
2007-11-04~2007-11-10,4605086008.0,6408843094.0,454316136.0,16489301342.0,890193666.0,261711003.0,1729951862.0,30839403111.0
2007-11-11~2007-11-17,4648582151.0,6610758649.75,477740147.25,16612653150.75,849043042.75,264634951.75,1940201188.75,31403613282.0
2007-11-18~2007-11-24,4692078294.0,6812674205.5,501164158.5,16736004959.5,807892419.5,267558900.5,2150450515.5,31967823453.0
2007-11-25~2007-12-01,4735574437.0,7014589761.25,524588169.75,16859356768.25,766741796.25,270482849.25,2360699842.25,32532033624.0
2007-12-02~2007-12-08,4779070580.0,7216505317.0,548012181.0,16982708577.0,725591173.0,273406798.0,2570949169.0,33096243795.0
2007-12-09~2007-12-15,4846125320.0,7339085922.6,538854543.6,17037789780.6,728644678.4,274861889.4,2645040106.2,33410402240.8
2007-12-16~2007-12-22,4913180060.0,7461666528.2,529696906.2,17092870984.2,731698183.8,276316980.8,2719131043.4,33724560686.6
2007-12-23~2007-12-29,4980234800.0,7584247133.8,520539268.8,17147952187.8,734751689.2,277772072.2,2793221980.6,34038719132.4
2007-12-30~2008-01-05,5047289540.0,7706827739.4,511381631.4,17203033391.4,737805194.6,279227163.6,2867312917.8,34352877578.2
2008-01-06~2008-01-12,5114344280.0,7829408345.0,502223994.0,17258114595.0,740858700.0,280682255.0,2941403855.0,34667036024.0
2008-01-13~2008-01-19,5122816049.25,7832618739.75,499853786.0,16947129360.5,750234948.0,276819302.25,3005496336.0,34434968521.75
2008-01-20~2008-01-26,5131287818.5,7835829134.5,497483578.0,16636144126.0,759611196.0,272956349.5,3069588817.0,34202901019.5
2008-01-27~2008-02-02,5139759587.75,7839039529.25,495113370.0,16325158891.5,768987444.0,269093396.75,3133681298.0,33970833517.25
2008-02-03~2008-02-09,5148231357.0,7842249924.0,492743162.0,16014173657.0,778363692.0,265230444.0,3197773779.0,33738766015.0
2008-02-10~2008-02-16,5026178277.25,7641779510.0,497236609.25,16272844504.5,765481405.0,261218986.75,3051709725.25,33516449018.0
2008-02-17~2008-02-23,4904125197.5,7441309096.0,501730056.5,16531515352.0,752599118.0,257207529.5,2905645671.5,33294132021.0
2008-02-24~2008-03-01,4782072117.75,7240838682.0,506223503.75,16790186199.5,739716831.0,253196072.25,2759581617.75,33071815024.0
2008-03-02~2008-03-08,4660019038.0,7040368268.0,510716951.0,17048857047.0,726834544.0,249184615.0,2613517564.0,32849498027.0
2008-03-09~2008-03-15,4672393902.2,6955384982.0,503411801.4,16967072940.6,707405599.0,246919360.4,2483063917.6,32535652503.2
2008-03-16~2008-03-22,4684768766.4,6870401696.0,496106651.8,16885288834.2,687976654.0,244654105.8,2352610271.2,32221806979.4
2008-03-23~2008-03-29,4697143630.6,6785418410.0,488801502.2,16803504727.8,668547709.0,242388851.2,2222156624.8,31907961455.6
2008-03-30~2008-04-05,4709518494.8,6700435124.0,481496352.6,16721720621.4,649118764.0,240123596.6,2091702978.4,31594115931.8
2008-04-06~2008-04-12,4721893359.0,6615451838.0,474191203.0,16639936515.0,629689819.0,237858342.0,1961249332.0,31280270408.0
2008-04-13~2008-04-19,4647502312.75,6508116254.25,453517360.25,16642828524.75,624102334.0,233559523.0,1776730215.0,30886356524.0
2008-04-20~2008-04-26,4573111266.5,6400780670.5,432843517.5,16645720534.5,618514849.0,229260704.0,1592211098.0,30492442640.0
2008-04-27~2008-05-03,4498720220.25,6293445086.75,412169674.75,16648612544.25,612927364.0,224961885.0,1407691981.0,30098528756.0
2008-05-04~2008-05-10,4424329174.0,6186109503.0,391495832.0,16651504554.0,607339879.0,220663066.0,1223172864.0,29704614872.0
2008-05-11~2008-05-17,4447819915.25,6289109591.25,398731238.0,16669922147.5,616075587.25,217949369.5,1126837406.75,29766445255.5
2008-05-18~2008-05-24,4471310656.5,6392109679.5,405966644.0,16688339741.0,624811295.5,215235673.0,1030501949.5,29828275639.0
2008-05-25~2008-05-31,4494801397.75,6495109767.75,413202050.0,16706757334.5,633547003.75,212521976.5,934166492.25,29890106022.5
2008-06-01~2008-06-07,4518292139.0,6598109856.0,420437456.0,16725174928.0,642282712.0,209808280.0,837831035.0,29951936406.0
2008-06-08~2008-06-14,4549497254.8,6798238703.0,434765080.0,16855542834.0,643212285.8,208056183.6,788941902.0,30278254243.2
2008-06-15~2008-06-21,4580702370.6,6998367550.0,449092704.0,16985910740.0,644141859.6,206304087.2,740052769.0,30604572080.4
2008-06-22~2008-06-28,4611907486.4,7198496397.0,463420328.0,17116278646.0,645071433.4,204551990.8,691163636.0,30930889917.6
2008-06-29~2008-07-05,4643112602.2,7398625244.0,477747952.0,17246646552.0,646001007.2,202799894.4,642274503.0,31257207754.8
2008-07-06~2008-07-12,4674317718.0,7598754091.0,492075576.0,17377014458.0,646930581.0,201047798.0,593385370.0,31583525592.0
2008-07-13~2008-07-19,4844668694.75,7827729085.75,484043324.0,17236022659.75,681396806.25,201725088.25,560944852.0,31836530510.75
2008-07-20~2008-07-26,5015019671.5,8056704080.5,476011072.0,17095030861.5,715863031.5,202402378.5,528504334.0,32089535429.5
2008-07-27~2008-08-02,5185370648.25,8285679075.25,467978820.0,16954039063.25,750329256.75,203079668.75,496063816.0,32342540348.25
2008-08-03~2008-08-09,5355721625.0,8514654070.0,459946568.0,16813047265.0,784795482.0,203756959.0,463623298.0,32595545267.0
2008-08-10~2008-08-16,5253191090.0,8323990602.2,461937739.2,16768699684.2,778437015.4,205629130.6,468378672.6,32260263934.2
2008-08-17~2008-08-23,5150660555.0,8133327134.4,463928910.4,16724352103.4,772078548.8,207501302.2,473134047.2,31924982601.4
2008-08-24~2008-08-30,5048130020.0,7942663666.6,465920081.6,16680004522.6,765720082.2,209373473.8,477889421.8,31589701268.6
2008-08-31~2008-09-06,4945599485.0,7752000198.8,467911252.8,16635656941.8,759361615.6,211245645.4,482644796.4,31254419935.8
2008-09-07~2008-09-13,4843068950.0,7561336731.0,469902424.0,16591309361.0,753003149.0,213117817.0,487400171.0,30919138603.0
2008-09-14~2008-09-20,4754152616.25,7317756138.5,460267195.25,16650002636.75,729708412.0,217543505.25,557690554.5,30687121058.5
2008-09-21~2008-09-27,4665236282.5,7074175546.0,450631966.5,16708695912.5,706413675.0,221969193.5,627980938.0,30455103514.0
2008-09-28~2008-10-04,4576319948.75,6830594953.5,440996737.75,16767389188.25,683118938.0,226394881.75,698271321.5,30223085969.5
2008-10-05~2008-10-11,4487403615.0,6587014361.0,431361509.0,16826082464.0,659824201.0,230820570.0,768561705.0,29991068425.0
2008-10-12~2008-10-18,4549528771.5,6587756458.5,441580783.75,16585971124.0,740734967.5,235410259.5,965226418.25,30106208783.0
2008-10-19~2008-10-25,4611653928.0,6588498556.0,451800058.5,16345859784.0,821645734.0,239999949.0,1161891131.5,30221349141.0
2008-10-26~2008-11-01,4673779084.5,6589240653.5,462019333.25,16105748444.0,902556500.5,244589638.5,1358555844.75,30336489499.0
2008-11-02~2008-11-08,4735904241.0,6589982751.0,472238608.0,15865637104.0,983467267.0,249179328.0,1555220558.0,30451629857.0
2008-11-09~2008-11-15,4772287184.4,6771060371.6,500408795.6,15849382689.2,939615308.0,251625089.4,1727351911.8,30811731350.0
2008-11-16~2008-11-22,4808670127.8,6952137992.2,528578983.2,15833128274.4,895763349.0,254070850.8,1899483265.6,31171832843.0
2008-11-23~2008-11-29,4845053071.2,7133215612.8,556749170.8,15816873859.6,851911390.0,256516612.2,2071614619.4,31531934336.0
2008-11-30~2008-12-06,4881436014.6,7314293233.4,584919358.4,15800619444.8,808059431.0,258962373.6,2243745973.2,31892035829.0
2008-12-07~2008-12-13,4917818958.0,7495370854.0,613089546.0,15784365030.0,764207472.0,261408135.0,2415877327.0,32252137322.0
2008-12-14~2008-12-20,5021874682.0,7717951574.0,605358254.75,15682763359.75,786820764.5,263909712.0,2590317365.0,32668995712.0
2008-12-21~2008-12-27,5125930406.0,7940532294.0,597626963.5,15581161689.5,809434057.0,266411289.0,2764757403.0,33085854102.0
2008-12-28~2009-01-03,5229986130.0,8163113014.0,589895672.25,15479560019.25,832047349.5,268912866.0,2939197441.0,33502712492.0
2009-01-04~2009-01-10,5334041854.0,8385693734.0,582164381.0,15377958349.0,854660642.0,271414443.0,3113637479.0,33919570882.0
2009-01-11~2009-01-17,5324632850.75,8253641401.5,569223478.75,15318185263.0,853134969.5,267682763.75,3074892279.5,33661393006.75
2009-01-18~2009-01-24,5315223847.5,8121589069.0,556282576.5,15258412177.0,851609297.0,263951084.5,3036147080.0,33403215131.5
2009-01-25~2009-01-31,5305814844.25,7989536736.5,543341674.25,15198639091.0,850083624.5,260219405.25,2997401880.5,33145037256.25
2009-02-01~2009-02-07,5296405841.0,7857484404.0,530400772.0,15138866005.0,848557952.0,256487726.0,2958656681.0,32886859381.0
2009-02-08~2009-02-14,5130644821.25,7664483708.75,538697137.75,15499820775.75,825216948.5,251777077.0,2802539221.75,32713179690.75
2009-02-15~2009-02-21,4964883801.5,7471483013.5,546993503.5,15860775546.5,801875945.0,247066428.0,2646421762.5,32539500000.5
2009-02-22~2009-02-28,4799122781.75,7278482318.25,555289869.25,16221730317.25,778534941.5,242355779.0,2490304303.25,32365820310.25
2009-03-01~2009-03-07,4633361762.0,7085481623.0,563586235.0,16582685088.0,755193938.0,237645130.0,2334186844.0,32192140620.0
2009-03-08~2009-03-14,4682973765.2,7052732509.8,559506054.4,16620691037.8,748384413.0,236948554.2,2263747876.4,32164984210.8
2009-03-15~2009-03-21,4732585768.4,7019983396.6,555425873.8,16658696987.6,741574888.0,236251978.4,2193308908.8,32137827801.6
2009-03-22~2009-03-28,4782197771.6,6987234283.4,551345693.2,16696702937.4,734765363.0,235555402.6,2122869941.2,32110671392.4
2009-03-29~2009-04-04,4831809774.8,6954485170.2,547265512.6,16734708887.2,727955838.0,234858826.8,2052430973.6,32083514983.2
2009-04-05~2009-04-11,4881421778.0,6921736057.0,543185332.0,16772714837.0,721146313.0,234162251.0,1981992006.0,32056358574.0
2009-04-12~2009-04-18,4810630241.25,6798811878.0,515562637.75,16684379169.25,707257982.0,230286925.5,1802130929.5,31549059763.25
2009-04-19~2009-04-25,4739838704.5,6675887699.0,487939943.5,16596043501.5,693369651.0,226411600.0,1622269853.0,31041760952.5
2009-04-26~2009-05-02,4669047167.75,6552963520.0,460317249.25,16507707833.75,679481320.0,222536274.5,1442408776.5,30534462141.75
2009-05-03~2009-05-09,4598255631.0,6430039341.0,432694555.0,16419372166.0,665592989.0,218660949.0,1262547700.0,30027163331.0
2009-05-10~2009-05-16,4614826948.4,6522337450.6,442350075.6,16513668009.6,674709807.2,217481170.2,1167707788.8,30153081250.4
2009-05-17~2009-05-23,4631398265.8,6614635560.2,452005596.2,16607963853.2,683826625.4,216301391.4,1072867877.6,30278999169.8
2009-05-24~2009-05-30,4647969583.2,6706933669.8,461661116.8,16702259696.8,692943443.6,215121612.6,978027966.4,30404917089.2
2009-05-31~2009-06-06,4664540900.6,6799231779.4,471316637.4,16796555540.4,702060261.8,213941833.8,883188055.2,30530835008.6
2009-06-07~2009-06-13,4681112218.0,6891529889.0,480972158.0,16890851384.0,711177080.0,212762055.0,788348144.0,30656752928.0
2009-06-14~2009-06-20,4696005063.25,7103057817.25,494358528.5,17049210457.5,707392938.25,211354872.5,731469904.0,30992849581.25
2009-06-21~2009-06-27,4710897908.5,7314585745.5,507744899.0,17207569531.0,703608796.5,209947690.0,674591664.0,31328946234.5
2009-06-28~2009-07-04,4725790753.75,7526113673.75,521131269.5,17365928604.5,699824654.75,208540507.5,617713424.0,31665042887.75
2009-07-05~2009-07-11,4740683599.0,7737641602.0,534517640.0,17524287678.0,696040513.0,207133325.0,560835184.0,32001139541.0
2009-07-12~2009-07-18,4848686106.5,7900796873.0,520327863.5,17405387901.25,715905372.75,211762947.25,553132701.0,32155999765.25
2009-07-19~2009-07-25,4956688614.0,8063952144.0,506138087.0,17286488124.5,735770232.5,216392569.5,545430218.0,32310859989.5
2009-07-26~2009-08-01,5064691121.5,8227107415.0,491948310.5,17167588347.75,755635092.25,221022191.75,537727735.0,32465720213.75
2009-08-02~2009-08-08,5172693629.0,8390262686.0,477758534.0,17048688571.0,775499952.0,225651814.0,530025252.0,32620580438.0
2009-08-09~2009-08-15,5138887959.8,8305425006.2,491570326.6,17238346896.2,786685229.8,228065131.0,524914751.2,32713895300.8
2009-08-16~2009-08-22,5105082290.6,8220587326.4,505382119.2,17428005221.4,797870507.6,230478448.0,519804250.4,32807210163.6
2009-08-23~2009-08-29,5071276621.4,8135749646.6,519193911.8,17617663546.6,809055785.4,232891765.0,514693749.6,32900525026.4
2009-08-30~2009-09-05,5037470952.2,8050911966.8,533005704.4,17807321871.8,820241063.2,235305082.0,509583248.8,32993839889.2
2009-09-06~2009-09-12,5003665283.0,7966074287.0,546817497.0,17996980197.0,831426341.0,237718399.0,504472748.0,33087154752.0
2009-09-13~2009-09-19,4913257338.75,7649985952.5,523615820.0,17767054308.5,800348439.5,243048996.25,576120306.75,32473431162.25
2009-09-20~2009-09-26,4822849394.5,7333897618.0,500414143.0,17537128420.0,769270538.0,248379593.5,647767865.5,31859707572.5
2009-09-27~2009-10-03,4732441450.25,7017809283.5,477212466.0,17307202531.5,738192636.5,253710190.75,719415424.25,31245983982.75
2009-10-04~2009-10-10,4642033506.0,6701720949.0,454010789.0,17077276643.0,707114735.0,259040788.0,791062983.0,30632260393.0
2009-10-11~2009-10-17,4730309710.5,6740379127.0,474821357.25,17250135715.5,803591986.75,265044110.5,978462178.25,31242744185.75
2009-10-18~2009-10-24,4818585915.0,6779037305.0,495631925.5,17422994788.0,900069238.5,271047433.0,1165861373.5,31853227978.5
2009-10-25~2009-10-31,4906862119.5,6817695483.0,516442493.75,17595853860.5,996546490.25,277050755.5,1353260568.75,32463711771.25
2009-11-01~2009-11-07,4995138324.0,6856353661.0,537253062.0,17768712933.0,1093023742.0,283054078.0,1540659764.0,33074195564.0
2009-11-08~2009-11-14,5028704622.0,7083463746.6,573758341.2,17957062491.0,1044437978.2,283471118.2,1717811236.2,33688709533.4
2009-11-15~2009-11-21,5062270920.0,7310573832.2,610263620.4,18145412049.0,995852214.4,283888158.4,1894962708.4,34303223502.8
2009-11-22~2009-11-28,5095837218.0,7537683917.8,646768899.6,18333761607.0,947266450.6,284305198.6,2072114180.6,34917737472.2
2009-11-29~2009-12-05,5129403516.0,7764794003.4,683274178.8,18522111165.0,898680686.8,284722238.8,2249265652.8,35532251441.6
2009-12-06~2009-12-12,5162969814.0,7991904089.0,719779458.0,18710460723.0,850094923.0,285139279.0,2426417125.0,36146765411.0
2009-12-13~2009-12-19,5286514379.75,8306753481.25,718897793.25,18798896387.25,887299924.5,287508430.0,2621955243.0,36907825639.0
2009-12-20~2009-12-26,5410058945.5,8621602873.5,718016128.5,18887332051.5,924504926.0,289877581.0,2817493361.0,37668885867.0
