week_range,CO,Nox,Sox,TSP,PM-10,VOCs,NH3
2013-08-25~2013-08-31,631806223.8653846,1119253318.4423077,365631644.7692308,161367736.48076922,106557538.86538461,908641582.0,292673525.13461536
2013-09-01~2013-09-07,629840292.3461539,1120121181.5769231,364448960.3076923,160621726.19230768,106102821.34615384,908492157.0,292664445.65384614
2013-09-08~2013-09-14,627874360.8269231,1120989044.7115386,363266275.84615386,159875715.90384614,105648103.82692307,908342732.0,292655366.1730769
2013-09-15~2013-09-21,625908429.3076923,1121856907.8461537,362083591.38461536,159129705.6153846,105193386.3076923,908193307.0,292646286.6923077
2013-09-22~2013-09-28,623942497.7884616,1122724770.9807692,360900906.9230769,158383695.32692307,104738668.78846154,908043882.0,292637207.21153843
2013-09-29~2013-10-05,621976566.2692307,1123592634.1153846,359718222.46153843,157637685.03846154,104283951.26923077,907894457.0,292628127.7307692
2013-10-06~2013-10-12,620010634.75,1124460497.25,358535538.0,156891674.75,103829233.75,907745032.0,292619048.25
2013-10-13~2013-10-19,618044703.2307693,1125328360.3846154,357352853.53846157,156145664.46153846,103374516.23076923,907595607.0,292609968.7692308
2013-10-20~2013-10-26,616078771.7115384,1126196223.5192308,356170169.0769231,155399654.17307693,102919798.71153846,907446182.0,292600889.28846157
2013-10-27~2013-11-02,614112840.1923077,1127064086.6538463,354987484.61538464,154653643.8846154,102465081.1923077,907296757.0,292591809.8076923
2013-11-03~2013-11-09,612146908.6730769,1127931949.7884614,353804800.15384614,153907633.59615386,102010363.67307693,907147332.0,292582730.3269231
2013-11-10~2013-11-16,610180977.1538461,1128799812.9230769,352622115.6923077,153161623.3076923,101555646.15384614,906997907.0,292573650.84615386
2013-11-17~2013-11-23,608215045.6346154,1129667676.0576923,351439431.2307692,152415613.01923078,101100928.63461539,906848482.0,292564571.36538464
2013-11-24~2013-11-30,606249114.1153846,1130535539.1923077,350256746.7692308,151669602.73076922,100646211.11538461,906699057.0,292555491.88461536
2013-12-01~2013-12-07,604283182.5961539,1131403402.3269231,349074062.3076923,150923592.44230768,100191493.59615384,906549632.0,292546412.40384614
2013-12-08~2013-12-14,602317251.0769231,1132271265.4615386,347891377.84615386,150177582.15384614,99736776.07692307,906400207.0,292537332.9230769
2013-12-15~2013-12-21,600351319.5576923,1133139128.5961537,346708693.38461536,149431571.8653846,99282058.5576923,906250782.0,292528253.4423077
2013-12-22~2013-12-28,598385388.0384616,1134006991.7307692,345526008.9230769,148685561.57692307,98827341.03846154,906101357.0,292519173.96153843
2013-12-29~2014-01-04,596419456.5192307,1134874854.8653846,344343324.46153843,147939551.28846154,98372623.51923077,905951932.0,292510094.4807692
2014-01-05~2014-01-11,594453525.0,1135742718.0,343160640.0,147193541.0,97917906.0,905802507.0,292501015.0
2014-01-12~2014-01-18,598267414.0961539,1136165513.4807692,343336245.0576923,155982950.51923078,100519034.26923077,907821126.1346154,292590738.75
2014-01-19~2014-01-25,602081303.1923077,1136588308.9615386,343511850.11538464,164772360.03846154,103120162.53846154,909839745.2692307,292680462.5
2014-01-26~2014-02-01,605895192.2884616,1137011104.4423077,343687455.1730769,173561769.55769232,105721290.8076923,911858364.4038461,292770186.25
2014-02-02~2014-02-08,609709081.3846154,1137433899.9230769,343863060.2307692,182351179.07692307,108322419.07692307,913876983.5384616,292859910.0
2014-02-09~2014-02-15,613522970.4807693,1137856695.4038463,344038665.28846157,191140588.59615386,110923547.34615384,915895602.6730769,292949633.75
2014-02-16~2014-02-22,617336859.5769231,1138279490.8846154,344214270.34615386,199929998.11538464,113524675.61538461,917914221.8076923,293039357.5
2014-02-23~2014-03-01,621150748.6730769,1138702286.3653846,344389875.40384614,208719407.6346154,116125803.88461539,919932840.9423077,293129081.25
2014-03-02~2014-03-08,624964637.7692307,1139125081.8461537,344565480.46153843,217508817.15384614,118726932.15384614,921951460.0769231,293218805.0
2014-03-09~2014-03-15,628778526.8653846,1139547877.3269231,344741085.5192308,226298226.67307693,121328060.42307693,923970079.2115384,293308528.75
2014-03-16~2014-03-22,632592415.9615384,1139970672.8076923,344916690.5769231,235087636.1923077,123929188.69230768,925988698.3461539,293398252.5
2014-03-23~2014-03-29,636406305.0576923,1140393468.2884614,345092295.63461536,243877045.71153846,126530316.96153846,928007317.4807693,293487976.25
2014-03-30~2014-04-05,640220194.1538461,1140816263.7692308,345267900.6923077,252666455.23076925,129131445.23076923,930025936.6153846,293577700.0
2014-04-06~2014-04-12,644034083.25,1141239059.25,345443505.75,261455864.75,131732573.5,932044555.75,293667423.75
2014-04-13~2014-04-19,647847972.3461539,1141661854.7307692,345619110.8076923,270245274.2692308,134333701.76923078,934063174.8846154,293757147.5
2014-04-20~2014-04-26,651661861.4423077,1142084650.2115386,345794715.86538464,279034683.78846157,136934830.03846154,936081794.0192307,293846871.25
2014-04-27~2014-05-03,655475750.5384616,1142507445.6923077,345970320.9230769,287824093.3076923,139535958.3076923,938100413.1538461,293936595.0
2014-05-04~2014-05-10,659289639.6346154,1142930241.1730769,346145925.9807692,296613502.82692313,142137086.57692307,940119032.2884616,294026318.75
2014-05-11~2014-05-17,663103528.7307693,1143353036.6538463,346321531.03846157,305402912.34615386,144738214.84615386,942137651.4230769,294116042.5
2014-05-18~2014-05-24,666917417.8269231,1143775832.1346154,346497136.09615386,314192321.86538464,147339343.1153846,944156270.5576923,294205766.25
2014-05-25~2014-05-31,670731306.9230769,1144198627.6153846,346672741.15384614,322981731.3846154,149940471.38461536,946174889.6923077,294295490.0
2014-06-01~2014-06-07,674545196.0192307,1144621423.0961537,346848346.21153843,331771140.90384614,152541599.65384614,948193508.8269231,294385213.75
2014-06-08~2014-06-14,678359085.1153846,1145044218.5769231,347023951.2692308,340560550.4230769,155142727.92307693,950212127.9615384,294474937.5
2014-06-15~2014-06-21,682172974.2115384,1145467014.0576923,347199556.3269231,349349959.9423077,157743856.19230768,952230747.0961539,294564661.25
2014-06-22~2014-06-28,685986863.3076923,1145889809.5384614,347375161.38461536,358139369.4615385,160344984.46153846,954249366.2307693,294654385.0
2014-06-29~2014-07-05,689800752.4038461,1146312605.0192308,347550766.4423077,366928778.9807693,162946112.73076922,956267985.3653846,294744108.75
2014-07-06~2014-07-12,693614641.5,1146735400.5,347726371.5,375718188.5,165547241.0,958286604.5,294833832.5
2014-07-13~2014-07-19,697428530.5961539,1147158195.9807692,347901976.5576923,384507598.0192308,168148369.26923078,960305223.6346154,294923556.25
2014-07-20~2014-07-26,701242419.6923077,1147580991.4615386,348077581.61538464,393297007.53846157,170749497.53846154,962323842.7692307,295013280.0
2014-07-27~2014-08-02,705056308.7884616,1148003786.9423077,348253186.6730769,402086417.0576923,173350625.8076923,964342461.9038461,295103003.75
2014-08-03~2014-08-09,708870197.8846154,1148426582.4230769,348428791.7307692,410875826.57692313,175951754.07692307,966361081.0384616,295192727.5
2014-08-10~2014-08-16,712684086.9807693,1148849377.9038463,348604396.78846157,419665236.09615386,178552882.34615386,968379700.1730769,295282451.25
2014-08-17~2014-08-23,716497976.0769231,1149272173.3846154,348780001.84615386,428454645.61538464,181154010.6153846,970398319.3076923,295372175.0
2014-08-24~2014-08-30,720311865.1730769,1149694968.8653846,348955606.90384614,437244055.1346154,183755138.88461536,972416938.4423077,295461898.75
2014-08-31~2014-09-06,724125754.2692307,1150117764.3461537,349131211.96153843,446033464.6538462,186356267.15384614,974435557.5769231,295551622.5
2014-09-07~2014-09-13,727939643.3653846,1150540559.8269231,349306817.0192308,454822874.1730769,188957395.42307693,976454176.7115384,295641346.25
2014-09-14~2014-09-20,731753532.4615384,1150963355.3076923,349482422.0769231,463612283.6923077,191558523.69230768,978472795.8461539,295731070.0
2014-09-21~2014-09-27,735567421.5576923,1151386150.7884614,349658027.13461536,472401693.2115385,194159651.96153843,980491414.9807693,295820793.75
2014-09-28~2014-10-04,739381310.6538461,1151808946.2692308,349833632.1923077,481191102.7307693,196760780.23076922,982510034.1153846,295910517.5
2014-10-05~2014-10-11,743195199.75,1152231741.75,350009237.25,489980512.25,199361908.5,984528653.25,296000241.25
2014-10-12~2014-10-18,747009088.8461539,1152654537.2307692,350184842.3076923,498769921.7692308,201963036.76923075,986547272.3846154,296089965.0
2014-10-19~2014-10-25,750822977.9423077,1153077332.7115386,350360447.36538464,507559331.28846157,204564165.03846154,988565891.5192307,296179688.75
2014-10-26~2014-11-01,754636867.0384616,1153500128.1923077,350536052.4230769,516348740.80769235,207165293.3076923,990584510.6538461,296269412.5
2014-11-02~2014-11-08,758450756.1346154,1153922923.6730769,350711657.4807692,525138150.32692313,209766421.57692307,992603129.7884616,296359136.25
2014-11-09~2014-11-15,762264645.2307692,1154345719.1538463,350887262.53846157,533927559.84615386,212367549.84615386,994621748.9230769,296448860.0
2014-11-16~2014-11-22,766078534.3269231,1154768514.6346154,351062867.59615386,542716969.3653846,214968678.1153846,996640368.0576923,296538583.75
2014-11-23~2014-11-29,769892423.4230769,1155191310.1153846,351238472.65384614,551506378.8846154,217569806.38461536,998658987.1923077,296628307.5
2014-11-30~2014-12-06,773706312.5192307,1155614105.5961537,351414077.71153843,560295788.4038463,220170934.65384614,1000677606.3269231,296718031.25
2014-12-07~2014-12-13,777520201.6153846,1156036901.0769231,351589682.7692308,569085197.923077,222772062.92307693,1002696225.4615384,296807755.0
2014-12-14~2014-12-20,781334090.7115384,1156459696.5576923,351765287.8269231,577874607.4423077,225373191.19230768,1004714844.5961539,296897478.75
2014-12-21~2014-12-27,785147979.8076923,1156882492.0384614,351940892.88461536,586664016.9615386,227974319.46153843,1006733463.7307693,296987202.5
2014-12-28~2015-01-03,788961868.9038461,1157305287.5192308,352116497.9423077,595453426.4807693,230575447.73076922,1008752082.8653846,297076926.25
2015-01-04~2015-01-10,792775758.0,1157728083.0,352292103.0,604242836.0,233176576.0,1010770702.0,297166650.0
2015-01-11~2015-01-17,793701072.2884616,1159859994.5576923,351540522.7307692,600387738.9807693,231873787.23076922,1011248749.0,296418593.25
2015-01-18~2015-01-24,794626386.5769231,1161991906.1153846,350788942.46153843,596532641.9615384,230570998.46153846,1011726796.0,295670536.5
2015-01-25~2015-01-31,795551700.8653846,1164123817.6730769,350037362.1923077,592677544.9423077,229268209.69230768,1012204843.0,294922479.75
2015-02-01~2015-02-07,796477015.1538461,1166255729.2307692,349285781.9230769,588822447.9230769,227965420.92307693,1012682890.0,294174423.0
2015-02-08~2015-02-14,797402329.4423077,1168387640.7884614,348534201.65384614,584967350.9038461,226662632.15384614,1013160937.0,293426366.25
2015-02-15~2015-02-21,798327643.7307693,1170519552.3461537,347782621.38461536,581112253.8846154,225359843.3846154,1013638984.0,292678309.5
2015-02-22~2015-02-28,799252958.0192307,1172651463.9038463,347031041.11538464,577257156.8653846,224057054.6153846,1014117031.0,291930252.75
2015-03-01~2015-03-07,800178272.3076923,1174783375.4615386,346279460.84615386,573402059.8461539,222754265.84615386,1014595078.0,291182196.0
2015-03-08~2015-03-14,801103586.5961539,1176915287.0192308,345527880.5769231,569546962.8269231,221451477.07692307,1015073125.0,290434139.25
2015-03-15~2015-03-21,802028900.8846154,1179047198.5769231,344776300.3076923,565691865.8076923,220148688.30769232,1015551172.0,289686082.5
2015-03-22~2015-03-28,802954215.1730769,1181179110.1346154,344024720.03846157,561836768.7884616,218845899.53846154,1016029219.0,288938025.75
2015-03-29~2015-04-04,803879529.4615384,1183311021.6923077,343273139.7692308,557981671.7692307,217543110.76923078,1016507266.0,288189969.0
2015-04-05~2015-04-11,804804843.75,1185442933.25,342521559.5,554126574.75,216240322.0,1016985313.0,287441912.25
2015-04-12~2015-04-18,805730158.0384616,1187574844.8076923,341769979.2307692,550271477.7307693,214937533.23076922,1017463360.0,286693855.5
2015-04-19~2015-04-25,806655472.3269231,1189706756.3653846,341018398.96153843,546416380.7115384,213634744.46153846,1017941407.0,285945798.75
2015-04-26~2015-05-02,807580786.6153846,1191838667.9230769,340266818.6923077,542561283.6923077,212331955.69230768,1018419454.0,285197742.0
2015-05-03~2015-05-09,808506100.9038461,1193970579.4807692,339515238.4230769,538706186.6730769,211029166.92307693,1018897501.0,284449685.25
2015-05-10~2015-05-16,809431415.1923077,1196102491.0384614,338763658.15384614,534851089.65384614,209726378.15384614,1019375548.0,283701628.5
2015-05-17~2015-05-23,810356729.4807693,1198234402.5961537,338012077.88461536,530995992.6346154,208423589.3846154,1019853595.0,282953571.75
2015-05-24~2015-05-30,811282043.7692307,1200366314.1538463,337260497.61538464,527140895.61538464,207120800.6153846,1020331642.0,282205515.0
2015-05-31~2015-06-06,812207358.0576923,1202498225.7115386,336508917.34615386,523285798.59615386,205818011.84615386,1020809689.0,281457458.25
2015-06-07~2015-06-13,813132672.3461539,1204630137.2692308,335757337.0769231,519430701.5769231,204515223.07692307,1021287736.0,280709401.5
2015-06-14~2015-06-20,814057986.6346154,1206762048.8269231,335005756.8076923,515575604.5576923,203212434.30769232,1021765783.0,279961344.75
2015-06-21~2015-06-27,814983300.9230769,1208893960.3846154,334254176.53846157,511720507.53846157,201909645.53846154,1022243830.0,279213288.0
2015-06-28~2015-07-04,815908615.2115384,1211025871.9423077,333502596.2692308,507865410.5192308,200606856.76923078,1022721877.0,278465231.25
2015-07-05~2015-07-11,816833929.5,1213157783.5,332751016.0,504010313.5,199304068.0,1023199924.0,277717174.5
2015-07-12~2015-07-18,817759243.7884616,1215289695.0576923,331999435.7307692,500155216.4807692,198001279.23076922,1023677971.0,276969117.75
2015-07-19~2015-07-25,818684558.0769231,1217421606.6153846,331247855.46153843,496300119.46153843,196698490.46153846,1024156018.0,276221061.0
2015-07-26~2015-08-01,819609872.3653846,1219553518.1730769,330496275.1923077,492445022.4423077,195395701.69230768,1024634065.0,275473004.25
2015-08-02~2015-08-08,820535186.6538461,1221685429.7307692,329744694.9230769,488589925.4230769,194092912.92307693,1025112112.0,274724947.5
2015-08-09~2015-08-15,821460500.9423077,1223817341.2884614,328993114.65384614,484734828.40384614,192790124.15384614,1025590159.0,273976890.75
2015-08-16~2015-08-22,822385815.2307693,1225949252.8461537,328241534.38461536,480879731.3846154,191487335.3846154,1026068206.0,273228834.0
2015-08-23~2015-08-29,823311129.5192307,1228081164.4038463,327489954.11538464,477024634.36538464,190184546.6153846,1026546253.0,272480777.25
2015-08-30~2015-09-05,824236443.8076923,1230213075.9615386,326738373.84615386,473169537.34615386,188881757.84615386,1027024300.0,271732720.5
2015-09-06~2015-09-12,825161758.0961539,1232344987.5192308,325986793.5769231,469314440.3269231,187578969.07692307,1027502347.0,270984663.75
2015-09-13~2015-09-19,826087072.3846154,1234476899.0769231,325235213.3076923,465459343.3076923,186276180.3076923,1027980394.0,270236607.0
2015-09-20~2015-09-26,827012386.6730769,1236608810.6346154,324483633.03846157,461604246.28846157,184973391.53846154,1028458441.0,269488550.25
2015-09-27~2015-10-03,827937700.9615384,1238740722.1923077,323732052.7692308,457749149.2692308,183670602.76923078,1028936488.0,268740493.5
2015-10-04~2015-10-10,828863015.25,1240872633.75,322980472.5,453894052.25,182367814.0,1029414535.0,267992436.75
2015-10-11~2015-10-17,829788329.5384616,1243004545.3076923,322228892.2307692,450038955.2307693,181065025.23076922,1029892582.0,267244380.0
2015-10-18~2015-10-24,830713643.8269231,1245136456.8653846,321477311.96153843,446183858.21153843,179762236.46153846,1030370629.0,266496323.25
2015-10-25~2015-10-31,831638958.1153846,1247268368.4230769,320725731.6923077,442328761.1923077,178459447.69230768,1030848676.0,265748266.5
2015-11-01~2015-11-07,832564272.4038461,1249400279.9807692,319974151.4230769,438473664.1730769,177156658.92307693,1031326723.0,265000209.75
2015-11-08~2015-11-14,833489586.6923077,1251532191.5384614,319222571.15384614,434618567.15384614,175853870.15384614,1031804770.0,264252153.0
2015-11-15~2015-11-21,834414900.9807693,1253664103.0961537,318470990.88461536,430763470.1346154,174551081.3846154,1032282817.0,263504096.25
2015-11-22~2015-11-28,835340215.2692307,1255796014.6538463,317719410.61538464,426908373.11538464,173248292.6153846,1032760864.0,262756039.5
2015-11-29~2015-12-05,836265529.5576923,1257927926.2115386,316967830.34615386,423053276.09615386,171945503.84615386,1033238911.0,262007982.75
2015-12-06~2015-12-12,837190843.8461539,1260059837.7692308,316216250.0769231,419198179.0769231,170642715.07692307,1033716958.0,261259926.0
2015-12-13~2015-12-19,838116158.1346154,1262191749.3269231,315464669.8076923,415343082.0576923,169339926.3076923,1034195005.0,260511869.25
2015-12-20~2015-12-26,839041472.4230769,1264323660.8846154,314713089.53846157,411487985.03846157,168037137.53846154,1034673052.0,259763812.5
2015-12-27~2016-01-02,839966786.7115384,1266455572.4423077,313961509.2692308,407632888.0192308,166734348.76923078,1035151099.0,259015755.75
2016-01-03~2016-01-09,840892101.0,1268587484.0,313209929.0,403777791.0,165431560.0,1035629146.0,258267699.0
2016-01-10~2016-01-16,840790278.9807693,1267481998.3846154,312551861.61538464,403817262.21153843,165386142.75,1035783283.1538461,258316472.96153846
2016-01-17~2016-01-23,840688456.9615384,1266376512.7692308,311893794.2307692,403856733.4230769,165340725.5,1035937420.3076923,258365246.92307693
2016-01-24~2016-01-30,840586634.9423077,1265271027.1538463,311235726.84615386,403896204.63461536,165295308.25,1036091557.4615384,258414020.8846154
2016-01-31~2016-02-06,840484812.9230769,1264165541.5384614,310577659.46153843,403935675.84615386,165249891.0,1036245694.6153846,258462794.84615386
2016-02-07~2016-02-13,840382990.9038461,1263060055.9230769,309919592.0769231,403975147.0576923,165204473.75,1036399831.7692307,258511568.80769232
2016-02-14~2016-02-20,840281168.8846154,1261954570.3076923,309261524.6923077,404014618.2692308,165159056.5,1036553968.9230769,258560342.76923078
2016-02-21~2016-02-27,840179346.8653846,1260849084.6923077,308603457.3076923,404054089.4807692,165113639.25,1036708106.0769231,258609116.73076922
2016-02-28~2016-03-05,840077524.8461539,1259743599.0769231,307945389.9230769,404093560.6923077,165068222.0,1036862243.2307693,258657890.69230768
2016-03-06~2016-03-12,839975702.8269231,1258638113.4615386,307287322.53846157,404133031.90384614,165022804.75,1037016380.3846154,258706664.65384614
2016-03-13~2016-03-19,839873880.8076923,1257532627.8461537,306629255.15384614,404172503.11538464,164977387.5,1037170517.5384616,258755438.6153846
2016-03-20~2016-03-26,839772058.7884616,1256427142.2307692,305971187.7692308,404211974.3269231,164931970.25,1037324654.6923077,258804212.57692307
2016-03-27~2016-04-02,839670236.7692307,1255321656.6153846,305313120.38461536,404251445.53846157,164886553.0,1037478791.8461539,258852986.53846154
2016-04-03~2016-04-09,839568414.75,1254216171.0,304655053.0,404290916.75,164841135.75,1037632929.0,258901760.5
2016-04-10~2016-04-16,839466592.7307693,1253110685.3846154,303996985.61538464,404330387.96153843,164795718.5,1037787066.1538461,258950534.46153846
2016-04-17~2016-04-23,839364770.7115384,1252005199.7692308,303338918.2307692,404369859.1730769,164750301.25,1037941203.3076923,258999308.42307693
2016-04-24~2016-04-30,839262948.6923077,1250899714.1538463,302680850.84615386,404409330.38461536,164704884.0,1038095340.4615384,259048082.3846154
2016-05-01~2016-05-07,839161126.6730769,1249794228.5384614,302022783.46153843,404448801.59615386,164659466.75,1038249477.6153846,259096856.34615386
2016-05-08~2016-05-14,839059304.6538461,1248688742.9230769,301364716.0769231,404488272.8076923,164614049.5,1038403614.7692307,259145630.30769232
2016-05-15~2016-05-21,838957482.6346154,1247583257.3076923,300706648.6923077,404527744.0192308,164568632.25,1038557751.9230769,259194404.26923078
2016-05-22~2016-05-28,838855660.6153846,1246477771.6923077,300048581.3076923,404567215.2307692,164523215.0,1038711889.0769231,259243178.23076922
2016-05-29~2016-06-04,838753838.5961539,1245372286.0769231,299390513.9230769,404606686.4423077,164477797.75,1038866026.2307693,259291952.19230768
2016-06-05~2016-06-11,838652016.5769231,1244266800.4615386,298732446.53846157,404646157.65384614,164432380.5,1039020163.3846154,259340726.15384614
2016-06-12~2016-06-18,838550194.5576923,1243161314.8461537,298074379.15384614,404685628.86538464,164386963.25,1039174300.5384616,259389500.1153846
2016-06-19~2016-06-25,838448372.5384616,1242055829.2307692,297416311.7692308,404725100.0769231,164341546.0,1039328437.6923077,259438274.07692307
2016-06-26~2016-07-02,838346550.5192307,1240950343.6153846,296758244.38461536,404764571.28846157,164296128.75,1039482574.8461539,259487048.03846154
2016-07-03~2016-07-09,838244728.5,1239844858.0,296100177.0,404804042.5,164250711.5,1039636712.0,259535822.0
2016-07-10~2016-07-16,838142906.4807693,1238739372.3846154,295442109.61538464,404843513.71153843,164205294.25,1039790849.1538461,259584595.96153846
2016-07-17~2016-07-23,838041084.4615384,1237633886.7692308,294784042.2307692,404882984.9230769,164159877.0,1039944986.3076923,259633369.92307693
2016-07-24~2016-07-30,837939262.4423077,1236528401.1538463,294125974.84615386,404922456.13461536,164114459.75,1040099123.4615384,259682143.8846154
2016-07-31~2016-08-06,837837440.4230769,1235422915.5384614,293467907.46153843,404961927.34615386,164069042.5,1040253260.6153846,259730917.84615386
2016-08-07~2016-08-13,837735618.4038461,1234317429.9230769,292809840.0769231,405001398.5576923,164023625.25,1040407397.7692307,259779691.80769232
2016-08-14~2016-08-20,837633796.3846154,1233211944.3076923,292151772.6923077,405040869.7692308,163978208.0,1040561534.9230769,259828465.76923078
2016-08-21~2016-08-27,837531974.3653846,1232106458.6923077,291493705.3076923,405080340.9807692,163932790.75,1040715672.0769231,259877239.73076922
2016-08-28~2016-09-03,837430152.3461539,1231000973.0769231,290835637.9230769,405119812.1923077,163887373.5,1040869809.2307693,259926013.69230768
2016-09-04~2016-09-10,837328330.3269231,1229895487.4615386,290177570.53846157,405159283.40384614,163841956.25,1041023946.3846154,259974787.65384614
2016-09-11~2016-09-17,837226508.3076923,1228790001.8461537,289519503.15384614,405198754.61538464,163796539.0,1041178083.5384616,260023561.6153846
2016-09-18~2016-09-24,837124686.2884616,1227684516.2307692,288861435.7692308,405238225.8269231,163751121.75,1041332220.6923077,260072335.57692307
2016-09-25~2016-10-01,837022864.2692307,1226579030.6153846,288203368.38461536,405277697.03846157,163705704.5,1041486357.8461539,260121109.53846154
2016-10-02~2016-10-08,836921042.25,1225473545.0,287545301.0,405317168.25,163660287.25,1041640495.0,260169883.5
2016-10-09~2016-10-15,836819220.2307693,1224368059.3846154,286887233.61538464,405356639.46153843,163614870.0,1041794632.1538461,260218657.46153846
2016-10-16~2016-10-22,836717398.2115384,1223262573.7692308,286229166.2307692,405396110.6730769,163569452.75,1041948769.3076923,260267431.42307693
2016-10-23~2016-10-29,836615576.1923077,1222157088.1538463,285571098.84615386,405435581.88461536,163524035.5,1042102906.4615384,260316205.3846154
2016-10-30~2016-11-05,836513754.1730769,1221051602.5384614,284913031.46153843,405475053.09615386,163478618.25,1042257043.6153846,260364979.34615386
2016-11-06~2016-11-12,836411932.1538461,1219946116.9230769,284254964.0769231,405514524.3076923,163433201.0,1042411180.7692307,260413753.30769232
2016-11-13~2016-11-19,836310110.1346154,1218840631.3076923,283596896.6923077,405553995.5192308,163387783.75,1042565317.9230769,260462527.26923078
2016-11-20~2016-11-26,836208288.1153846,1217735145.6923077,282938829.3076923,405593466.7307692,163342366.5,1042719455.0769231,260511301.23076922
2016-11-27~2016-12-03,836106466.0961539,1216629660.0769231,282280761.9230769,405632937.9423077,163296949.25,1042873592.2307693,260560075.19230768
2016-12-04~2016-12-10,836004644.0769231,1215524174.4615386,281622694.53846157,405672409.15384614,163251532.0,1043027729.3846154,260608849.15384614
2016-12-11~2016-12-17,835902822.0576923,1214418688.8461537,280964627.15384614,405711880.36538464,163206114.75,1043181866.5384616,260657623.1153846
2016-12-18~2016-12-24,835801000.0384616,1213313203.2307692,280306559.7692308,405751351.5769231,163160697.5,1043336003.6923077,260706397.07692307
2016-12-25~2016-12-31,835699178.0192307,1212207717.6153846,279648492.38461536,405790822.78846157,163115280.25,1043490140.8461539,260755171.03846154
2017-01-01~2017-01-07,835597356.0,1211102232.0,278990425.0,405830294.0,163069863.0,1043644278.0,260803945.0
2017-01-08~2017-01-14,834959602.6981132,1209856207.3962264,278568967.6226415,405985027.7169811,163134198.6981132,1043247964.8301886,260975148.4528302
2017-01-15~2017-01-21,834321849.3962264,1208610182.7924528,278147510.245283,406139761.4339623,163198534.3962264,1042851651.6603774,261146351.9056604
2017-01-22~2017-01-28,833684096.0943396,1207364158.1886792,277726052.8679245,406294495.1509434,163262870.0943396,1042455338.490566,261317555.35849056
2017-01-29~2017-02-04,833046342.7924528,1206118133.5849056,277304595.490566,406449228.8679245,163327205.79245284,1042059025.3207548,261488758.81132075
2017-02-05~2017-02-11,832408589.490566,1204872108.981132,276883138.1132075,406603962.5849057,163391541.49056605,1041662712.1509434,261659962.26415095
2017-02-12~2017-02-18,831770836.1886792,1203626084.3773584,276461680.7358491,406758696.3018868,163455877.18867925,1041266398.981132,261831165.71698114
2017-02-19~2017-02-25,831133082.8867924,1202380059.7735848,276040223.3584906,406913430.0188679,163520212.88679245,1040870085.8113208,262002369.1698113
2017-02-26~2017-03-04,830495329.5849056,1201134035.1698112,275618765.9811321,407068163.7358491,163584548.58490565,1040473772.6415094,262173572.6226415
2017-03-05~2017-03-11,829857576.2830188,1199888010.5660377,275197308.6037736,407222897.4528302,163648884.28301886,1040077459.4716982,262344776.0754717
2017-03-12~2017-03-18,829219822.981132,1198641985.962264,274775851.2264151,407377631.1698113,163713219.9811321,1039681146.3018868,262515979.5283019
2017-03-19~2017-03-25,828582069.6792452,1197395961.3584905,274354393.8490566,407532364.8867925,163777555.6792453,1039284833.1320754,262687182.9811321
2017-03-26~2017-04-01,827944316.3773584,1196149936.7547169,273932936.4716981,407687098.6037736,163841891.3773585,1038888519.9622642,262858386.43396226
2017-04-02~2017-04-08,827306563.0754716,1194903912.1509433,273511479.0943396,407841832.3207547,163906227.0754717,1038492206.7924528,263029589.88679245
2017-04-09~2017-04-15,826668809.773585,1193657887.54717,273090021.7169811,407996566.0377358,163970562.7735849,1038095893.6226416,263200793.33962265
2017-04-16~2017-04-22,826031056.4716982,1192411862.9433963,272668564.3396226,408151299.754717,164034898.4716981,1037699580.4528302,263371996.79245284
2017-04-23~2017-04-29,825393303.1698114,1191165838.3396227,272247106.9622642,408306033.4716981,164099234.1698113,1037303267.2830188,263543200.245283
2017-04-30~2017-05-06,824755549.8679246,1189919813.7358491,271825649.5849057,408460767.1886792,164163569.86792454,1036906954.1132076,263714403.6981132
2017-05-07~2017-05-13,824117796.5660378,1188673789.1320755,271404192.2075472,408615500.9056604,164227905.56603774,1036510640.9433962,263885607.1509434
2017-05-14~2017-05-20,823480043.264151,1187427764.528302,270982734.8301887,408770234.6226415,164292241.26415095,1036114327.773585,264056810.6037736
2017-05-21~2017-05-27,822842289.9622642,1186181739.9245284,270561277.4528302,408924968.3396226,164356576.96226415,1035718014.6037736,264228014.05660376
2017-05-28~2017-06-03,822204536.6603774,1184935715.3207548,270139820.0754717,409079702.0566038,164420912.66037735,1035321701.4339622,264399217.50943395
2017-06-04~2017-06-10,821566783.3584906,1183689690.7169812,269718362.6981132,409234435.7735849,164485248.35849056,1034925388.264151,264570420.96226415
2017-06-11~2017-06-17,820929030.0566038,1182443666.1132076,269296905.3207547,409389169.490566,164549584.05660376,1034529075.0943396,264741624.41509435
2017-06-18~2017-06-24,820291276.754717,1181197641.509434,268875447.9433962,409543903.2075472,164613919.754717,1034132761.9245284,264912827.86792454
2017-06-25~2017-07-01,819653523.4528302,1179951616.9056604,268453990.5660377,409698636.9245283,164678255.4528302,1033736448.754717,265084031.3207547
2017-07-02~2017-07-08,819015770.1509434,1178705592.3018868,268032533.18867925,409853370.6415094,164742591.1509434,1033340135.5849056,265255234.7735849
2017-07-09~2017-07-15,818378016.8490566,1177459567.6981132,267611075.81132075,410008104.3584906,164806926.8490566,1032943822.4150944,265426438.2264151
