week_range,CO,Nox,Sox,TSP,PM-10,VOCs,NH3
2005-10-23~2005-10-29,822049097.3076923,1281075956.8461537,439175417.0769231,88384567.15384616,65284839.26923077,786901238.8076923,237904236.80769232
2005-10-30~2005-11-05,822837951.5769231,1280465284.4615386,439906684.2692308,88372081.03846154,65235844.442307696,787626948.8269231,237684121.32692307
2005-11-06~2005-11-12,823626805.8461539,1279854612.0769231,440637951.46153843,88359594.92307693,65186849.615384616,788352658.8461539,237464005.84615386
2005-11-13~2005-11-19,824415660.1153846,1279243939.6923077,441369218.65384614,88347108.8076923,65137854.788461536,789078368.8653846,237243890.3653846
2005-11-20~2005-11-26,825204514.3846154,1278633267.3076923,442100485.84615386,88334622.6923077,65088859.961538464,789804078.8846154,237023774.8846154
2005-11-27~2005-12-03,825993368.6538461,1278022594.9230769,442831753.03846157,88322136.57692307,65039865.134615384,790529788.9038461,236803659.40384614
2005-12-04~2005-12-10,826782222.9230769,1277411922.5384614,443563020.2307692,88309650.46153846,64990870.307692304,791255498.9230769,236583543.92307693
2005-12-11~2005-12-17,827571077.1923077,1276801250.1538463,444294287.4230769,88297164.34615384,64941875.48076923,791981208.9423077,236363428.44230768
2005-12-18~2005-12-24,828359931.4615384,1276190577.7692308,445025554.61538464,88284678.23076923,64892880.65384615,792706918.9615384,236143312.96153846
2005-12-25~2005-12-31,829148785.7307693,1275579905.3846154,445756821.8076923,88272192.11538461,64843885.82692308,793432628.9807693,235923197.48076922
2006-01-01~2006-01-07,829937640.0,1274969233.0,446488089.0,88259706.0,64794891.0,794158339.0,235703082.0
2006-01-08~2006-01-14,829539978.3207548,1273326849.2641509,445658596.0,89321030.28301887,65424100.24528302,795677968.754717,237080512.86792454
2006-01-15~2006-01-21,829142316.6415094,1271684465.528302,444829103.0,90382354.56603773,66053309.49056604,797197598.509434,238457943.73584905
2006-01-22~2006-01-28,828744654.9622642,1270042081.7924528,443999610.0,91443678.8490566,66682518.73584906,798717228.264151,239835374.6037736
2006-01-29~2006-02-04,828346993.2830188,1268399698.0566037,443170117.0,92505003.13207547,67311727.98113208,800236858.018868,241212805.4716981
2006-02-05~2006-02-11,827949331.6037736,1266757314.3207548,442340624.0,93566327.41509435,67940937.2264151,801756487.773585,242590236.33962265
2006-02-12~2006-02-18,827551669.9245284,1265114930.5849056,441511131.0,94627651.6981132,68570146.47169812,803276117.5283018,243967667.20754716
2006-02-19~2006-02-25,827154008.245283,1263472546.8490567,440681638.0,95688975.98113208,69199355.71698113,804795747.2830188,245345098.0754717
2006-02-26~2006-03-04,826756346.5660378,1261830163.1132076,439852145.0,96750300.26415095,69828564.96226415,806315377.0377358,246722528.9433962
2006-03-05~2006-03-11,826358684.8867924,1260187779.3773584,439022652.0,97811624.5471698,70457774.20754717,807835006.7924528,248099959.81132075
2006-03-12~2006-03-18,825961023.2075472,1258545395.6415095,438193159.0,98872948.83018868,71086983.4528302,809354636.5471698,249477390.6792453
2006-03-19~2006-03-25,825563361.5283018,1256903011.9056604,437363666.0,99934273.11320755,71716192.6981132,810874266.3018868,250854821.5471698
2006-03-26~2006-04-01,825165699.8490566,1255260628.1698112,436534173.0,100995597.39622642,72345401.94339623,812393896.0566038,252232252.41509435
2006-04-02~2006-04-08,824768038.1698114,1253618244.4339623,435704680.0,102056921.67924528,72974611.18867925,813913525.8113208,253609683.28301886
2006-04-09~2006-04-15,824370376.490566,1251975860.6981132,434875187.0,103118245.96226415,73603820.43396227,815433155.5660378,254987114.1509434
2006-04-16~2006-04-22,823972714.8113208,1250333476.962264,434045694.0,104179570.24528302,74233029.67924528,816952785.3207548,256364545.0188679
2006-04-23~2006-04-29,823575053.1320754,1248691093.2264152,433216201.0,105240894.5283019,74862238.9245283,818472415.0754716,257741975.88679245
2006-04-30~2006-05-06,823177391.4528302,1247048709.490566,432386708.0,106302218.81132075,75491448.16981132,819992044.8301886,259119406.754717
2006-05-07~2006-05-13,822779729.773585,1245406325.7547169,431557215.0,107363543.09433962,76120657.41509435,821511674.5849056,260496837.6226415
2006-05-14~2006-05-20,822382068.0943396,1243763942.018868,430727722.0,108424867.3773585,76749866.66037735,823031304.3396226,261874268.49056605
2006-05-21~2006-05-27,821984406.4150944,1242121558.2830188,429898229.0,109486191.66037735,77379075.90566038,824550934.0943396,263251699.35849056
2006-05-28~2006-06-03,821586744.735849,1240479174.54717,429068736.0,110547515.94339623,78008285.1509434,826070563.8490566,264629130.2264151
2006-06-04~2006-06-10,821189083.0566038,1238836790.8113208,428239243.0,111608840.2264151,78637494.39622642,827590193.6037736,266006561.0943396
2006-06-11~2006-06-17,820791421.3773584,1237194407.0754716,427409750.0,112670164.50943395,79266703.64150943,829109823.3584906,267383991.96226415
2006-06-18~2006-06-24,820393759.6981132,1235552023.3396227,426580257.0,113731488.79245283,79895912.88679245,830629453.1132076,268761422.8301887
2006-06-25~2006-07-01,819996098.018868,1233909639.6037736,425750764.0,114792813.0754717,80525122.13207547,832149082.8679246,270138853.6981132
2006-07-02~2006-07-08,819598436.3396226,1232267255.8679245,424921271.0,115854137.35849057,81154331.3773585,833668712.6226416,271516284.5660377
2006-07-09~2006-07-15,819200774.6603774,1230624872.1320755,424091778.0,116915461.64150944,81783540.6226415,835188342.3773584,272893715.4339623
2006-07-16~2006-07-22,818803112.981132,1228982488.3962264,423262285.0,117976785.9245283,82412749.86792453,836707972.1320754,274271146.3018868
2006-07-23~2006-07-29,818405451.3018868,1227340104.6603773,422432792.0,119038110.20754717,83041959.11320755,838227601.8867924,275648577.1698113
2006-07-30~2006-08-05,818007789.6226416,1225697720.9245284,421603299.0,120099434.49056605,83671168.35849057,839747231.6415094,277026008.0377358
2006-08-06~2006-08-12,817610127.9433962,1224055337.1886792,420773806.0,121160758.7735849,84300377.6037736,841266861.3962264,278403438.9056604
2006-08-13~2006-08-19,817212466.264151,1222412953.45283,419944313.0,122222083.05660377,84929586.8490566,842786491.1509434,279780869.7735849
2006-08-20~2006-08-26,816814804.5849056,1220770569.7169812,419114820.0,123283407.33962265,85558796.09433962,844306120.9056604,281158300.6415094
2006-08-27~2006-09-02,816417142.9056604,1219128185.981132,418285327.0,124344731.6226415,86188005.33962265,845825750.6603774,282535731.509434
2006-09-03~2006-09-09,816019481.226415,1217485802.2452831,417455834.0,125406055.90566038,86817214.58490565,847345380.4150944,283913162.3773585
2006-09-10~2006-09-16,815621819.5471698,1215843418.509434,416626341.0,126467380.18867925,87446423.83018868,848865010.1698114,285290593.245283
2006-09-17~2006-09-23,815224157.8679246,1214201034.7735848,415796848.0,127528704.4716981,88075633.0754717,850384639.9245284,286668024.1132075
2006-09-24~2006-09-30,814826496.1886792,1212558651.037736,414967355.0,128590028.75471699,88704842.32075472,851904269.6792452,288045454.9811321
2006-10-01~2006-10-07,814428834.509434,1210916267.3018868,414137862.0,129651353.03773585,89334051.56603774,853423899.4339622,289422885.8490566
2006-10-08~2006-10-14,814031172.8301886,1209273883.5660377,413308369.0,130712677.32075472,89963260.81132075,854943529.1886792,290800316.7169811
2006-10-15~2006-10-21,813633511.1509434,1207631499.8301888,412478876.0,131774001.6037736,90592470.05660377,856463158.9433962,292177747.5849056
2006-10-22~2006-10-28,813235849.4716982,1205989116.0943396,411649383.0,132835325.88679245,91221679.3018868,857982788.6981132,293555178.4528302
2006-10-29~2006-11-04,812838187.7924528,1204346732.3584905,410819890.0,133896650.16981132,91850888.5471698,859502418.4528302,294932609.3207547
2006-11-05~2006-11-11,812440526.1132076,1202704348.6226416,409990397.0,134957974.4528302,92480097.79245283,861022048.2075472,296310040.1886792
2006-11-12~2006-11-18,812042864.4339622,1201061964.8867924,409160904.0,136019298.73584905,93109307.03773585,862541677.9622642,297687471.0566038
2006-11-19~2006-11-25,811645202.754717,1199419581.1509433,408331411.0,137080623.0188679,93738516.28301887,864061307.7169812,299064901.9245283
2006-11-26~2006-12-02,811247541.0754716,1197777197.4150944,407501918.0,138141947.3018868,94367725.5283019,865580937.4716982,300442332.7924528
2006-12-03~2006-12-09,810849879.3962264,1196134813.6792452,406672425.0,139203271.58490565,94996934.7735849,867100567.2264152,301819763.6603774
2006-12-10~2006-12-16,810452217.7169812,1194492429.9433963,405842932.0,140264595.8679245,95626144.01886792,868620196.981132,303197194.5283019
2006-12-17~2006-12-23,810054556.0377358,1192850046.2075472,405013439.0,141325920.1509434,96255353.26415095,870139826.735849,304574625.3962264
2006-12-24~2006-12-30,809656894.3584906,1191207662.471698,404183946.0,142387244.43396226,96884562.50943397,871659456.490566,305952056.2641509
2006-12-31~2007-01-06,809259232.6792452,1189565278.7358491,403354453.0,143448568.71698114,97513771.75471699,873179086.245283,307329487.1320754
2007-01-07~2007-01-13,808861571.0,1187922895.0,402524960.0,144509893.0,98142981.0,874698716.0,308706918.0
2007-01-14~2007-01-20,806838486.6538461,1185176373.2115386,402822181.0192308,145030909.6346154,98386334.07692307,874374816.9615384,307880241.1923077
2007-01-21~2007-01-27,804815402.3076923,1182429851.4230769,403119402.03846157,145551926.26923078,98629687.15384616,874050917.9230769,307053564.38461536
2007-01-28~2007-02-03,802792317.9615384,1179683329.6346154,403416623.0576923,146072942.90384614,98873040.23076923,873727018.8846154,306226887.5769231
2007-02-04~2007-02-10,800769233.6153846,1176936807.8461537,403713844.0769231,146593959.53846154,99116393.3076923,873403119.8461539,305400210.7692308
2007-02-11~2007-02-17,798746149.2692307,1174190286.0576923,404011065.09615386,147114976.17307693,99359746.38461539,873079220.8076923,304573533.96153843
2007-02-18~2007-02-24,796723064.9230769,1171443764.2692308,404308286.11538464,147635992.80769232,99603099.46153846,872755321.7692307,303746857.15384614
2007-02-25~2007-03-03,794699980.5769231,1168697242.4807692,404605507.13461536,148157009.44230768,99846452.53846154,872431422.7307693,302920180.34615386
2007-03-04~2007-03-10,792676896.2307693,1165950720.6923077,404902728.15384614,148678026.07692307,100089805.61538461,872107523.6923077,302093503.53846157
2007-03-11~2007-03-17,790653811.8846154,1163204198.9038463,405199949.1730769,149199042.71153846,100333158.6923077,871783624.6538461,301266826.7307692
2007-03-18~2007-03-24,788630727.5384616,1160457677.1153846,405497170.1923077,149720059.34615386,100576511.76923077,871459725.6153846,300440149.9230769
2007-03-25~2007-03-31,786607643.1923077,1157711155.3269231,405794391.21153843,150241075.98076922,100819864.84615384,871135826.5769231,299613473.11538464
2007-04-01~2007-04-07,784584558.8461539,1154964633.5384614,406091612.2307692,150762092.6153846,101063217.92307693,870811927.5384616,298786796.3076923
2007-04-08~2007-04-14,782561474.5,1152218111.75,406388833.25,151283109.25,101306571.0,870488028.5,297960119.5
2007-04-15~2007-04-21,780538390.1538461,1149471589.9615386,406686054.2692308,151804125.8846154,101549924.07692307,870164129.4615384,297133442.6923077
2007-04-22~2007-04-28,778515305.8076923,1146725068.1730769,406983275.28846157,152325142.51923078,101793277.15384616,869840230.4230769,296306765.88461536
2007-04-29~2007-05-05,776492221.4615384,1143978546.3846154,407280496.3076923,152846159.15384614,102036630.23076923,869516331.3846154,295480089.0769231
2007-05-06~2007-05-12,774469137.1153846,1141232024.5961537,407577717.3269231,153367175.78846154,102279983.3076923,869192432.3461539,294653412.2692308
2007-05-13~2007-05-19,772446052.7692307,1138485502.8076923,407874938.34615386,153888192.42307693,102523336.38461539,868868533.3076923,293826735.46153843
2007-05-20~2007-05-26,770422968.4230769,1135738981.0192308,408172159.36538464,154409209.05769232,102766689.46153846,868544634.2692307,293000058.65384614
2007-05-27~2007-06-02,768399884.0769231,1132992459.2307692,408469380.38461536,154930225.69230768,103010042.53846154,868220735.2307693,292173381.84615386
2007-06-03~2007-06-09,766376799.7307693,1130245937.4423077,408766601.40384614,155451242.32692307,103253395.61538461,867896836.1923077,291346705.03846157
2007-06-10~2007-06-16,764353715.3846154,1127499415.6538463,409063822.4230769,155972258.96153846,103496748.6923077,867572937.1538461,290520028.2307692
2007-06-17~2007-06-23,762330631.0384616,1124752893.8653846,409361043.4423077,156493275.59615386,103740101.76923077,867249038.1153846,289693351.4230769
2007-06-24~2007-06-30,760307546.6923077,1122006372.0769231,409658264.46153843,157014292.23076922,103983454.84615384,866925139.0769231,288866674.61538464
2007-07-01~2007-07-07,758284462.3461539,1119259850.2884614,409955485.4807692,157535308.8653846,104226807.92307693,866601240.0384616,288039997.8076923
2007-07-08~2007-07-14,756261378.0,1116513328.5,410252706.5,158056325.5,104470161.0,866277341.0,287213321.0
2007-07-15~2007-07-21,754238293.6538461,1113766806.7115386,410549927.5192308,158577342.1346154,104713514.07692307,865953441.9615384,286386644.1923077
2007-07-22~2007-07-28,752215209.3076923,1111020284.9230769,410847148.53846157,159098358.76923078,104956867.15384616,865629542.9230769,285559967.38461536
2007-07-29~2007-08-04,750192124.9615384,1108273763.1346154,411144369.5576923,159619375.40384614,105200220.23076923,865305643.8846154,284733290.5769231
2007-08-05~2007-08-11,748169040.6153846,1105527241.3461537,411441590.5769231,160140392.03846154,105443573.3076923,864981744.8461539,283906613.7692308
2007-08-12~2007-08-18,746145956.2692307,1102780719.5576923,411738811.59615386,160661408.67307693,105686926.38461539,864657845.8076923,283079936.96153843
2007-08-19~2007-08-25,744122871.9230769,1100034197.7692308,412036032.61538464,161182425.30769232,105930279.46153846,864333946.7692307,282253260.15384614
2007-08-26~2007-09-01,742099787.5769231,1097287675.9807692,412333253.63461536,161703441.94230768,106173632.53846154,864010047.7307693,281426583.34615386
2007-09-02~2007-09-08,740076703.2307693,1094541154.1923077,412630474.65384614,162224458.57692307,106416985.61538461,863686148.6923077,280599906.53846157
2007-09-09~2007-09-15,738053618.8846154,1091794632.4038463,412927695.6730769,162745475.21153846,106660338.6923077,863362249.6538461,279773229.7307692
2007-09-16~2007-09-22,736030534.5384616,1089048110.6153846,413224916.6923077,163266491.84615386,106903691.76923077,863038350.6153846,278946552.9230769
2007-09-23~2007-09-29,734007450.1923077,1086301588.8269231,413522137.71153843,163787508.48076922,107147044.84615384,862714451.5769231,278119876.11538464
2007-09-30~2007-10-06,731984365.8461539,1083555067.0384614,413819358.7307692,164308525.1153846,107390397.92307693,862390552.5384616,277293199.3076923
2007-10-07~2007-10-13,729961281.5,1080808545.25,414116579.75,164829541.75,107633751.0,862066653.5,276466522.5
2007-10-14~2007-10-20,727938197.1538461,1078062023.4615386,414413800.7692308,165350558.3846154,107877104.07692307,861742754.4615384,275639845.6923077
2007-10-21~2007-10-27,725915112.8076923,1075315501.6730769,414711021.78846157,165871575.01923078,108120457.15384616,861418855.4230769,274813168.88461536
2007-10-28~2007-11-03,723892028.4615384,1072568979.8846154,415008242.8076923,166392591.65384614,108363810.23076923,861094956.3846154,273986492.0769231
2007-11-04~2007-11-10,721868944.1153846,1069822458.0961539,415305463.8269231,166913608.28846154,108607163.3076923,860771057.3461539,273159815.2692308
2007-11-11~2007-11-17,719845859.7692307,1067075936.3076923,415602684.84615386,167434624.92307693,108850516.38461539,860447158.3076923,272333138.46153843
2007-11-18~2007-11-24,717822775.4230769,1064329414.5192307,415899905.86538464,167955641.55769232,109093869.46153846,860123259.2692307,271506461.65384614
2007-11-25~2007-12-01,715799691.0769231,1061582892.7307693,416197126.88461536,168476658.19230768,109337222.53846154,859799360.2307693,270679784.84615386
2007-12-02~2007-12-08,713776606.7307693,1058836370.9423077,416494347.90384614,168997674.82692307,109580575.61538461,859475461.1923077,269853108.03846157
2007-12-09~2007-12-15,711753522.3846154,1056089849.1538461,416791568.9230769,169518691.46153846,109823928.6923077,859151562.1538461,269026431.2307692
2007-12-16~2007-12-22,709730438.0384616,1053343327.3653846,417088789.9423077,170039708.09615386,110067281.76923077,858827663.1153846,268199754.42307693
2007-12-23~2007-12-29,707707353.6923077,1050596805.5769231,417386010.96153843,170560724.73076922,110310634.84615384,858503764.0769231,267373077.6153846
2007-12-30~2008-01-05,705684269.3461539,1047850283.7884616,417683231.9807692,171081741.3653846,110553987.92307693,858179865.0384616,266546400.8076923
2008-01-06~2008-01-12,703661185.0,1045103762.0,417980453.0,171602758.0,110797341.0,857855966.0,265719724.0
2008-01-13~2008-01-19,705859612.9615384,1044511728.0192307,417398652.11538464,171293040.51923078,110661535.75,857727241.8076923,265959753.19230768
2008-01-20~2008-01-26,708058040.9230769,1043919694.0384616,416816851.2307692,170983323.03846154,110525730.5,857598517.6153846,266199782.3846154
2008-01-27~2008-02-02,710256468.8846154,1043327660.0576923,416235050.34615386,170673605.55769232,110389925.25,857469793.4230769,266439811.57692307
2008-02-03~2008-02-09,712454896.8461539,1042735626.0769231,415653249.46153843,170363888.07692307,110254120.0,857341069.2307693,266679840.76923078
2008-02-10~2008-02-16,714653324.8076923,1042143592.0961539,415071448.5769231,170054170.59615386,110118314.75,857212345.0384616,266919869.96153846
2008-02-17~2008-02-23,716851752.7692307,1041551558.1153846,414489647.6923077,169744453.1153846,109982509.5,857083620.8461539,267159899.15384614
2008-02-24~2008-03-01,719050180.7307693,1040959524.1346154,413907846.8076923,169434735.6346154,109846704.25,856954896.6538461,267399928.34615386
2008-03-02~2008-03-08,721248608.6923077,1040367490.1538461,413326045.9230769,169125018.15384614,109710899.0,856826172.4615384,267639957.53846154
2008-03-09~2008-03-15,723447036.6538461,1039775456.1730769,412744245.03846157,168815300.67307693,109575093.75,856697448.2692307,267879986.73076922
2008-03-16~2008-03-22,725645464.6153846,1039183422.1923077,412162444.15384614,168505583.19230768,109439288.5,856568724.0769231,268120015.92307693
2008-03-23~2008-03-29,727843892.5769231,1038591388.2115384,411580643.2692308,168195865.71153846,109303483.25,856439999.8846154,268360045.1153846
2008-03-30~2008-04-05,730042320.5384616,1037999354.2307693,410998842.38461536,167886148.23076922,109167678.0,856311275.6923077,268600074.3076923
2008-04-06~2008-04-12,732240748.5,1037407320.25,410417041.5,167576430.75,109031872.75,856182551.5,268840103.5
2008-04-13~2008-04-19,734439176.4615384,1036815286.2692307,409835240.61538464,167266713.26923078,108896067.5,856053827.3076923,269080132.6923077
2008-04-20~2008-04-26,736637604.4230769,1036223252.2884616,409253439.7307692,166956995.78846154,108760262.25,855925103.1153846,269320161.88461536
2008-04-27~2008-05-03,738836032.3846154,1035631218.3076923,408671638.84615386,166647278.30769232,108624457.0,855796378.9230769,269560191.0769231
2008-05-04~2008-05-10,741034460.3461539,1035039184.3269231,408089837.96153843,166337560.82692307,108488651.75,855667654.7307693,269800220.2692308
2008-05-11~2008-05-17,743232888.3076923,1034447150.3461539,407508037.0769231,166027843.34615386,108352846.5,855538930.5384616,270040249.46153843
2008-05-18~2008-05-24,745431316.2692307,1033855116.3653846,406926236.1923077,165718125.8653846,108217041.25,855410206.3461539,270280278.65384614
2008-05-25~2008-05-31,747629744.2307693,1033263082.3846154,406344435.3076923,165408408.3846154,108081236.0,855281482.1538461,270520307.84615386
2008-06-01~2008-06-07,749828172.1923077,1032671048.4038461,405762634.4230769,165098690.90384614,107945430.75,855152757.9615384,270760337.03846157
2008-06-08~2008-06-14,752026600.1538461,1032079014.4230769,405180833.53846157,164788973.42307693,107809625.5,855024033.7692307,271000366.2307692
2008-06-15~2008-06-21,754225028.1153846,1031486980.4423077,404599032.65384614,164479255.94230768,107673820.25,854895309.5769231,271240395.4230769
2008-06-22~2008-06-28,756423456.0769231,1030894946.4615384,404017231.7692308,164169538.46153846,107538015.0,854766585.3846154,271480424.61538464
2008-06-29~2008-07-05,758621884.0384616,1030302912.4807693,403435430.88461536,163859820.98076922,107402209.75,854637861.1923077,271720453.8076923
2008-07-06~2008-07-12,760820312.0,1029710878.5,402853630.0,163550103.5,107266404.5,854509137.0,271960483.0
2008-07-13~2008-07-19,763018739.9615384,1029118844.5192307,402271829.11538464,163240386.01923078,107130599.25,854380412.8076923,272200512.1923077
2008-07-20~2008-07-26,765217167.9230769,1028526810.5384616,401690028.2307692,162930668.53846154,106994794.0,854251688.6153846,272440541.38461536
2008-07-27~2008-08-02,767415595.8846154,1027934776.5576923,401108227.34615386,162620951.05769232,106858988.75,854122964.4230769,272680570.5769231
2008-08-03~2008-08-09,769614023.8461539,1027342742.5769231,400526426.46153843,162311233.57692307,106723183.5,853994240.2307693,272920599.7692308
2008-08-10~2008-08-16,771812451.8076923,1026750708.5961539,399944625.5769231,162001516.09615386,106587378.25,853865516.0384616,273160628.96153843
2008-08-17~2008-08-23,774010879.7692307,1026158674.6153846,399362824.6923077,161691798.6153846,106451573.0,853736791.8461539,273400658.15384614
2008-08-24~2008-08-30,776209307.7307693,1025566640.6346154,398781023.8076923,161382081.1346154,106315767.75,853608067.6538461,273640687.34615386
2008-08-31~2008-09-06,778407735.6923077,1024974606.6538461,398199222.9230769,161072363.65384614,106179962.5,853479343.4615384,273880716.53846157
2008-09-07~2008-09-13,780606163.6538461,1024382572.6730769,397617422.03846157,160762646.17307693,106044157.25,853350619.2692307,274120745.7307692
2008-09-14~2008-09-20,782804591.6153846,1023790538.6923077,397035621.15384614,160452928.69230768,105908352.0,853221895.0769231,274360774.9230769
2008-09-21~2008-09-27,785003019.5769231,1023198504.7115384,396453820.2692308,160143211.21153846,105772546.75,853093170.8846154,274600804.11538464
2008-09-28~2008-10-04,787201447.5384616,1022606470.7307693,395872019.38461536,159833493.73076922,105636741.5,852964446.6923077,274840833.3076923
2008-10-05~2008-10-11,789399875.5,1022014436.75,395290218.5,159523776.25,105500936.25,852835722.5,275080862.5
2008-10-12~2008-10-18,791598303.4615384,1021422402.7692307,394708417.61538464,159214058.76923078,105365131.0,852706998.3076923,275320891.6923077
2008-10-19~2008-10-25,793796731.4230769,1020830368.7884616,394126616.7307692,158904341.28846154,105229325.75,852578274.1153846,275560920.88461536
2008-10-26~2008-11-01,795995159.3846154,1020238334.8076923,393544815.84615386,158594623.80769232,105093520.5,852449549.9230769,275800950.0769231
2008-11-02~2008-11-08,798193587.3461539,1019646300.8269231,392963014.96153843,158284906.32692307,104957715.25,852320825.7307693,276040979.2692308
2008-11-09~2008-11-15,800392015.3076923,1019054266.8461539,392381214.0769231,157975188.84615386,104821910.0,852192101.5384616,276281008.46153843
2008-11-16~2008-11-22,802590443.2692307,1018462232.8653846,391799413.1923077,157665471.3653846,104686104.75,852063377.3461539,276521037.65384614
2008-11-23~2008-11-29,804788871.2307693,1017870198.8846154,391217612.3076923,157355753.8846154,104550299.5,851934653.1538461,276761066.84615386
2008-11-30~2008-12-06,806987299.1923077,1017278164.9038461,390635811.4230769,157046036.40384614,104414494.25,851805928.9615384,277001096.03846157
2008-12-07~2008-12-13,809185727.1538461,1016686130.9230769,390054010.53846157,156736318.92307693,104278689.0,851677204.7692307,277241125.2307692
2008-12-14~2008-12-20,811384155.1153846,1016094096.9423077,389472209.65384614,156426601.44230768,104142883.75,851548480.5769231,277481154.4230769
2008-12-21~2008-12-27,813582583.0769231,1015502062.9615384,388890408.7692308,156116883.96153846,104007078.5,851419756.3846154,277721183.61538464
2008-12-28~2009-01-03,815781011.0384616,1014910028.9807693,388308607.88461536,155807166.48076922,103871273.25,851291032.1923077,277961212.8076923
2009-01-04~2009-01-10,817979439.0,1014317995.0,387726807.0,155497449.0,103735468.0,851162308.0,278201242.0
2009-01-11~2009-01-17,816985002.25,1015219754.8076923,387996319.6730769,155922517.07692307,103986853.61538461,851454528.3846154,278423640.59615386
2009-01-18~2009-01-24,815990565.5,1016121514.6153846,388265832.34615386,156347585.15384614,104238239.23076923,851746748.7692307,278646039.1923077
2009-01-25~2009-01-31,814996128.75,1017023274.4230769,388535345.0192308,156772653.23076922,104489624.84615384,852038969.1538461,278868437.78846157
2009-02-01~2009-02-07,814001692.0,1017925034.2307693,388804857.6923077,157197721.30769232,104741010.46153846,852331189.5384616,279090836.38461536
2009-02-08~2009-02-14,813007255.25,1018826794.0384616,389074370.36538464,157622789.3846154,104992396.07692307,852623409.9230769,279313234.9807692
2009-02-15~2009-02-21,812012818.5,1019728553.8461539,389343883.03846157,158047857.46153846,105243781.6923077,852915630.3076923,279535633.5769231
2009-02-22~2009-02-28,811018381.75,1020630313.6538461,389613395.71153843,158472925.53846154,105495167.3076923,853207850.6923077,279758032.1730769
2009-03-01~2009-03-07,810023945.0,1021532073.4615384,389882908.38461536,158897993.6153846,105746552.92307693,853500071.0769231,279980430.7692308
2009-03-08~2009-03-14,809029508.25,1022433833.2692307,390152421.0576923,159323061.69230768,105997938.53846154,853792291.4615384,280202829.36538464
2009-03-15~2009-03-21,808035071.5,1023335593.0769231,390421933.7307692,159748129.76923078,106249324.15384616,854084511.8461539,280425227.96153843
2009-03-22~2009-03-28,807040634.75,1024237352.8846154,390691446.40384614,160173197.84615386,106500709.76923077,854376732.2307693,280647626.5576923
2009-03-29~2009-04-04,806046198.0,1025139112.6923077,390960959.0769231,160598265.92307693,106752095.38461539,854668952.6153846,280870025.15384614
2009-04-05~2009-04-11,805051761.25,1026040872.5,391230471.75,161023334.0,107003481.0,854961173.0,281092423.75
2009-04-12~2009-04-18,804057324.5,1026942632.3076923,391499984.4230769,161448402.07692307,107254866.61538461,855253393.3846154,281314822.34615386
2009-04-19~2009-04-25,803062887.75,1027844392.1153846,391769497.09615386,161873470.15384614,107506252.23076923,855545613.7692307,281537220.9423077
2009-04-26~2009-05-02,802068451.0,1028746151.9230769,392039009.7692308,162298538.23076922,107757637.84615384,855837834.1538461,281759619.53846157
2009-05-03~2009-05-09,801074014.25,1029647911.7307693,392308522.4423077,162723606.30769232,108009023.46153846,856130054.5384616,281982018.13461536
2009-05-10~2009-05-16,800079577.5,1030549671.5384616,392578035.11538464,163148674.3846154,108260409.07692307,856422274.9230769,282204416.7307692
2009-05-17~2009-05-23,799085140.75,1031451431.3461539,392847547.78846157,163573742.46153846,108511794.6923077,856714495.3076923,282426815.3269231
2009-05-24~2009-05-30,798090704.0,1032353191.1538461,393117060.46153843,163998810.53846154,108763180.3076923,857006715.6923077,282649213.9230769
2009-05-31~2009-06-06,797096267.25,1033254950.9615384,393386573.13461536,164423878.6153846,109014565.92307693,857298936.0769231,282871612.5192308
2009-06-07~2009-06-13,796101830.5,1034156710.7692307,393656085.8076923,164848946.69230768,109265951.53846154,857591156.4615384,283094011.11538464
2009-06-14~2009-06-20,795107393.75,1035058470.5769231,393925598.4807692,165274014.76923078,109517337.15384616,857883376.8461539,283316409.71153843
2009-06-21~2009-06-27,794112957.0,1035960230.3846154,394195111.15384614,165699082.84615386,109768722.76923077,858175597.2307693,283538808.3076923
2009-06-28~2009-07-04,793118520.25,1036861990.1923077,394464623.8269231,166124150.92307693,110020108.38461539,858467817.6153846,283761206.90384614
2009-07-05~2009-07-11,792124083.5,1037763750.0,394734136.5,166549219.0,110271494.0,858760038.0,283983605.5
2009-07-12~2009-07-18,791129646.75,1038665509.8076923,395003649.1730769,166974287.07692307,110522879.61538461,859052258.3846154,284206004.09615386
2009-07-19~2009-07-25,790135210.0,1039567269.6153846,395273161.84615386,167399355.15384614,110774265.23076923,859344478.7692307,284428402.6923077
2009-07-26~2009-08-01,789140773.25,1040469029.4230769,395542674.5192308,167824423.23076922,111025650.84615384,859636699.1538461,284650801.28846157
2009-08-02~2009-08-08,788146336.5,1041370789.2307693,395812187.1923077,168249491.30769232,111277036.46153846,859928919.5384616,284873199.88461536
2009-08-09~2009-08-15,787151899.75,1042272549.0384616,396081699.86538464,168674559.3846154,111528422.07692307,860221139.9230769,285095598.4807692
2009-08-16~2009-08-22,786157463.0,1043174308.8461539,396351212.53846157,169099627.46153846,111779807.6923077,860513360.3076923,285317997.0769231
2009-08-23~2009-08-29,785163026.25,1044076068.6538461,396620725.21153843,169524695.53846154,112031193.3076923,860805580.6923077,285540395.6730769
2009-08-30~2009-09-05,784168589.5,1044977828.4615384,396890237.88461536,169949763.6153846,112282578.92307693,861097801.0769231,285762794.2692308
2009-09-06~2009-09-12,783174152.75,1045879588.2692307,397159750.5576923,170374831.69230768,112533964.53846154,861390021.4615384,285985192.86538464
