week_range,SeoulPopulation,BusanPopulation,DaeguPopulation,InchenPopulation,GwanguPopulation,DaejeonPopulation,UlsanPopulation,GyeonggiPopulation,GangwonPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,JeonbukPopulation,JeollanamPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,JejuPopulation
2014-12-07~2014-12-13,10087589.91682751,3523835.0033295434,2499859.092890744,2904380.8296083612,1473327.4035850964,1525367.586478143,1165739.0645516652,12384029.196220696,1544805.7954325362,1580011.1512812558,2075128.0249727182,1872233.165985513,1908443.1988989199,2702437.613083837,3355761.0476979953,614857.5283545713
2014-12-14~2014-12-20,10086341.70191355,3523569.458347303,2499739.074383002,2904860.2046554675,1473334.5106031979,1525323.9482705903,1165830.900860868,12387085.584828503,1544843.5664765013,1580120.794869309,2075228.010427173,1872160.47853251,1908372.9149546823,2702415.832649223,3355980.174190519,615104.7483390679
2014-12-21~2014-12-27,10085091.992337868,3523302.7334404816,2499618.0931807235,2905337.335970073,1473341.0440098552,1525279.252874157,1165921.4819741058,12390144.053037876,1544880.9655217049,1580230.127115969,2075328.4882888696,1872086.807507789,1908301.8631546085,2702392.9286756753,3356197.599853612,615351.6845898287
2014-12-28~2015-01-03,10083840.788100464,3523034.8286090796,2499496.1492839083,2905812.223552178,1473347.0038050686,1525233.5002888427,1166010.807891379,12393204.600848816,1544917.9925681464,1580339.1480212358,2075429.4585578078,1872012.1529113497,1908230.043498698,2702368.901163193,3356413.3246872746,615598.3371068536
2015-01-04~2015-01-10,10082767.137696829,3522804.256772803,2499390.8597175176,2906217.484223217,1473351.6556530818,1525193.4423510972,1166086.3739298047,12395829.582736991,1544949.433955878,1580432.3467091313,2075516.3964185799,1871947.3804144624,1908167.8726430677,2702347.41190722,3356596.877966173,615809.527721126
2015-01-11~2015-01-17,10081513.157659082,3522534.160652894,2499267.12795942,2906688.204873535,1473356.5501698991,1525145.7264150048,1166173.3687688578,12398893.992665127,1544985.7701474766,1580540.7894089534,2075618.28115811,1871870.899184832,1908094.626969175,2702321.297822431,3356809.444116608,616055.65330407
2015-01-18~2015-01-24,10080257.682959612,3522262.8846084033,2499142.4335067864,2907156.681791353,1473360.8710752726,1525096.9532900315,1166259.108411946,12401960.48219483,1545021.7343403136,1580648.9207673825,2075720.6583048815,1871793.4343834831,1908020.6134394456,2702294.0601987084,3357020.3094376116,616301.4951532781
2015-01-25~2015-01-31,10079000.71359842,3521990.4286393323,2499016.776359616,2907622.91497667,1473364.618369202,1525047.1229761778,1166343.59285907,12405029.051326098,1545057.3265343886,1580756.7407844185,2075823.527858895,1871714.986010416,1907945.8320538797,2702265.6990360515,3357229.473929185,616547.0532687504
2015-02-01~2015-02-07,10077922.121660111,3521755.955827911,2498908.3040072056,2908020.757593319,1473367.3737875428,1525003.569842541,1166415.0090659389,12407660.908631697,1545087.5380486632,1580848.9101395444,2075912.093678303,1871646.9617049906,1907881.1225728309,2702240.495222786,3357407.4040577216,616757.305824549
2015-02-08~2015-02-14,10076662.376498578,3521481.3085703324,2498780.858998753,2908482.8238468496,1473370.0558030761,1524951.7761779088,1166497.1624348424,12410733.339880161,1545122.4393878952,1580956.1519511358,2076015.8777029081,1871566.6866987322,1907804.9151692826,2702210.0474878224,3357613.409866067,617002.3370059405
2015-02-15~2015-02-21,10075401.136675322,3521205.4813881726,2498652.4512957637,2908942.646367879,1473372.1642071654,1524898.925324396,1166578.0606077814,12413807.85073019,1545156.9687283654,1581063.082421334,2076120.154134755,1871485.4281207556,1907727.939909898,2702178.476213925,3357817.714844982,617247.084453596
2015-02-22~2015-02-28,10074138.402190343,3520928.474281432,2498523.080898238,2909400.2251564087,1473373.6989998105,1524845.0172820024,1166657.7035847558,12416884.441181786,1545191.1260700738,1581169.7015501389,2076224.9229738438,1871403.1859710605,1907650.1967946766,2702145.7814010936,3358020.318994466,617491.5481675157
2015-03-01~2015-03-07,10072512.690186309,3520570.5885203206,2498355.3329584263,2909985.2438285984,1473374.829447008,1524774.153521386,1166758.2573284276,12420843.113217775,1545234.4960418453,1581306.325805943,2076360.3493041291,1871296.0008160707,1907549.1130828566,2702102.094298815,3358278.3108658646,617805.4417419637
2015-03-08~2015-03-14,10071246.539331678,3520290.88444311,2498223.762116245,2910437.6940856976,1473375.053127781,1524717.8290472652,1166835.031286054,12423924.45704438,1545267.80310067,1581412.2332972777,2076466.2436454846,1871211.510502448,1907469.6148685804,2702066.8313969905,3358477.0274052224,618049.25692163
2015-03-15~2015-03-21,10069978.893815326,3520010.000441318,2498091.2285795277,2910887.900610297,1473374.7031971102,1524660.4473842636,1166910.550047716,12427007.880472552,1545300.738160733,1581517.8294472194,2076572.6303940816,1871126.036617107,1907389.3487984673,2702030.4449562323,3358674.0431151493,618292.7883675604
2015-03-22~2015-03-28,10068709.75363725,3519727.9365149452,2497957.7323482735,2911335.863402395,1473373.7796549953,1524602.0085323814,1166984.813613413,12430093.383502292,1545333.301222034,1581623.1142557678,2076679.5095499204,1871039.579160048,1907308.314872518,2701992.9349765396,3358869.357995646,618536.0360797549
2015-03-29~2015-04-04,10067439.118797453,3519444.6926639914,2497823.273422483,2911781.5824619927,1473372.2825014363,1524542.5124916187,1167057.8219831453,12433180.966133598,1545365.4922845736,1581728.087722923,2076786.881113001,1870952.1381312702,1907226.5130907318,2701954.301457913,3359062.972046712,618779.0000582136
2015-04-05~2015-04-11,10066348.813591765,3519200.973096671,2497707.2566883983,2912161.841542311,1473370.542679073,1524490.6744492026,1167119.4015522501,12435829.120724943,1545392.7885432462,1581817.817178151,2076879.3057973236,1870876.4058352362,1907155.7861272085,2701920.2927681017,3359227.5732262423,618987.0290680006
2015-04-12~2015-04-18,10065075.402951626,3518915.5379572096,2497571.009901325,2912603.3936701217,1473367.980247118,1524429.2150576613,1167190.0788437624,12438920.565473443,1545424.2887509426,1581922.2124398616,2076987.5918309959,1870787.1381732675,1907072.5583274402,2701879.5726771685,3359418.0285940804,619229.4661123785
2015-04-19~2015-04-25,10063800.497649763,3518628.922893168,2497433.8004197157,2913042.7020654324,1473364.844203719,1524366.6984772393,1167259.50093931,12442014.08982351,1545455.4169598771,1582026.296360179,2077096.3702719097,1870696.8869395803,1906988.5626718353,2701837.7290473017,3359606.783132488,619471.6194230204
2015-04-26~2015-05-02,10062524.097686177,3518341.127904545,2497295.6282435693,2913479.766728242,1473361.134548876,1524303.1247079368,1167327.667838893,12445109.693775145,1545486.1731700501,1582130.0689391033,2077205.6411200655,1870605.652134175,1906903.799160394,2701794.7618785,3359793.836841465,619713.4889999265
2015-05-03~2015-05-09,10061246.203060871,3518052.1529913414,2497156.493372887,2913914.5876585515,1473356.8512825887,1524238.4937497536,1167394.5795425111,12448207.377328346,1545516.5573814614,1582233.5301766342,2077315.404375463,1870513.4337570511,1906818.267793116,2701750.6711707646,3359979.189721011,619955.0748430967
2015-05-10~2015-05-16,10059966.81377384,3517761.998153557,2497016.395807667,2914347.1648563603,1473351.9944048575,1524172.8056026895,1167460.2360501648,12451307.140483111,1545546.5695941108,1582336.680072772,2077425.6600381022,1870420.2318082093,1906731.9685700014,2701705.456924095,3360162.841771127,620196.3769525309
2015-05-17~2015-05-23,10058685.929825088,3517470.6633911915,2496875.3355479115,2914777.4983216682,1473346.5639156825,1524106.060266745,1167524.6373618536,12454408.983239446,1545576.2098079985,1582439.5186275167,2077536.408107983,1870326.0462876488,1906644.9014910501,2701659.1191384904,3360344.792991813,620437.3953282294
2015-05-24~2015-05-30,10057403.551214611,3517178.148704245,2496733.312593619,2915205.588054476,1473340.5598150631,1524038.2577419197,1167587.7834775778,12457512.905597346,1545605.4780231246,1582542.045840868,2077647.6485851055,1870230.8771953702,1906557.0665562626,2701611.6578139523,3360525.043383068,620678.129970192
2015-05-31~2015-06-06,10056119.677942414,3516884.4540927177,2496590.32694479,2915631.434054783,1473333.982103,1523969.3980282135,1167649.6743973373,12460618.907556811,1545634.374239489,1582644.2617128263,2077759.3814694698,1870134.7245313732,1906468.4637656382,2701563.07295048,3360703.592944892,620918.5808784188
2015-06-07~2015-06-13,10055018.025508955,3516631.77673062,2496467.001590958,2915994.6590842805,1473327.8875162045,1523909.5339804178,1167701.7247236082,12463282.850143723,1545658.8463442973,1582731.6275150285,2077855.5444291786,1870051.5251194367,1906391.9073659678,2701520.5345365154,3360855.2817050726,621124.455828007
2015-06-14~2015-06-20,10053731.376436414,3516335.8908305853,2496322.228080847,2916416.3381528007,1473320.2445257453,1523838.7109159334,1167761.2845651477,12466392.714220386,1545687.0517058184,1582833.2651815421,2077968.1917841346,1869953.5458222486,1906301.8785573612,2701469.8631007364,3361030.6725836694,621364.3798021529
2015-06-21~2015-06-27,10052443.232702153,3516038.82500597,2496176.491876199,2916835.7734888205,1473312.027923842,1523766.8306625683,1167819.5892107224,12469504.657898614,1545714.885068578,1582934.5915066625,2078081.3315463322,1869854.5829533422,1906211.081892918,2701418.0681260233,3361204.3626328353,621604.0200425629
2015-06-28~2015-07-04,10051153.594306167,3515740.5792567735,2496029.792977014,2917252.9650923396,1473303.2377104945,1523693.8932203224,1167876.6386603324,12472618.68117841,1545742.3464325757,1583035.6064903897,2078194.9637157717,1869754.6365127172,1906119.5173726385,2701365.1496123765,3361376.3518525707,621843.376549237
2015-07-05~2015-07-11,10049862.46124846,3515441.153582996,2495882.1313832933,2917667.912963358,1473293.873885703,1523619.8985891961,1167932.4329139777,12475734.78405977,1545769.4357978117,1583136.3101327238,2078309.088292453,1869653.7065003742,1906027.1849965223,2701311.107559795,3361546.6402428756,622082.4493221752
2015-07-12~2015-07-18,10048569.833529029,3515140.547984638,2495733.507095035,2918080.617101876,1473283.9364494677,1523544.846769189,1167986.9719716583,12478852.966542698,1545796.1531642862,1583236.7024336646,2078423.7052763759,1869551.7929163128,1905934.0847645693,2701255.9419682794,3361715.22780375,622321.2383613776
2015-07-19~2015-07-25,10047275.711147876,3514838.762461699,2495583.920112241,2918491.0775078936,1473273.4254017882,1523468.7377603012,1168040.2558333743,12481973.228627192,1545822.4985319988,1583336.7833932121,2078538.8146675404,1869448.895760533,1905840.21667678,2701199.6528378297,3361882.1145351944,622559.7436668441
2015-07-26~2015-08-01,10045980.094105002,3514535.797014179,2495433.37043491,2918899.2941814107,1473262.3407426646,1523391.5715625328,1168092.2844991258,12485095.570313253,1545848.4719009497,1583436.5530113666,2078654.4164659467,1869345.0150330348,1905745.580733154,2701142.2401684457,3362047.300437208,622797.9652385748
2015-08-02~2015-08-08,10044868.37558239,3514275.17322123,2495303.561628077,2919247.4083593735,1473252.3830583892,1523324.5876712548,1168135.8814648183,12487773.518380104,1545870.438707975,1583521.8220245943,2078753.8956376915,1869255.191566669,1905663.8530594823,2701092.1350637,3362187.5346318358,623001.9293283093
2015-08-09~2015-08-15,10043569.982739173,3513970.016485203,2495151.2240894637,2919651.4581011035,1473240.2331208696,1523245.458122708,1168185.5790523493,12490899.72218336,1545895.7212220829,1583621.0134373042,2078870.4119066896,1869149.4842059796,1905567.791097874,2701032.6358220093,3362349.5618506214,623239.6239659591
2015-08-16~2015-08-22,10042270.095234232,3513663.679824595,2494997.9238563143,2920053.2641103333,1473227.509571906,1523165.2713852804,1168234.0214439158,12494028.005588181,1545920.631737429,1583719.8935086208,2078987.4205829294,1869042.793273572,1905470.9612804293,2700972.013041385,3362509.888239976,623477.034869873
2015-08-23~2015-08-29,10040968.71306757,3513356.1632394055,2494843.660928628,2920452.826387062,1473214.2124114984,1523084.027458972,1168281.2086395177,12497158.368594572,1545945.1702540133,1583818.4622385441,2079104.921666411,1868935.1187694464,1905373.363607148,2700910.2667218265,3362668.5137999007,623714.1620400511
2015-08-30~2015-09-05,10039665.836239185,3513047.466729636,2494688.4353064047,2920850.1449312908,1473200.3416396468,1523001.7263437833,1168327.1406391547,12500290.811202528,1545969.3367718358,1583916.7196270744,2079222.9151571342,1868826.460693602,1905274.9980780298,2700847.3968633334,3362825.4385303943,623951.0054764933
2015-09-06~2015-09-12,10038547.89504328,3512781.9305976154,2494554.618546807,2921188.917855578,1473187.995858747,1522930.3410947162,1168365.5118910351,12502977.41720243,1545989.7548493226,1584000.6924434814,2079324.4443508647,1868732.5423572252,1905190.0736167936,2700792.6141679226,3362958.591720863,624153.788307409
2015-09-13~2015-09-19,10037242.242414553,3512471.042799338,2494397.605063302,2921582.0694680195,1473173.0598084992,1522846.076628749,1168409.1128124523,12506113.721927581,1546013.230512302,1584098.371626567,2079443.3523121797,1868622.0576481898,1905090.2820696936,2700727.6577371233,3363112.3577681286,624390.1048097702
2015-09-20~2015-09-26,10035935.095124103,3512158.97507648,2494239.6288852603,2921972.9773479607,1473157.5501468075,1522760.754973901,1168451.4585379045,12509252.106254298,1546036.33417652,1584195.7394682597,2079562.7526807364,1868510.589367436,1904989.7226667567,2700661.57776739,3363264.422985964,624626.1375783958
2015-09-27~2015-10-03,10034626.453171931,3511845.7274290407,2494080.6900126818,2922361.641495401,1473141.4668736719,1522674.3761301723,1168492.5490673922,12512392.570182582,1546059.0658419759,1584292.795968559,2079682.6454565348,1868398.137514964,1904888.3954079836,2700594.3742587226,3363414.787374369,624861.8866132853
2015-10-04~2015-10-10,10033316.316558035,3511531.299857021,2493920.788445567,2922748.061910341,1473124.809989092,1522586.940097563,1168532.3844009151,12515535.113712434,1546081.4255086703,1584389.5411274652,2079803.030639575,1868284.7020907737,1904786.3002933736,2700526.047211121,3363563.4509333433,625097.351914439
2015-10-11~2015-10-17,10032004.685282419,3511215.69236042,2493759.9241839154,2923132.2385927807,1473107.5794930682,1522498.446876073,1168570.9645384734,12518679.73684385,1546103.413176603,1584485.974944978,2079923.9082298568,1868170.283094865,1904683.4373229272,2700456.596624585,3363710.413662887,625332.5334818568
2015-10-18~2015-10-24,10030691.559345078,3510898.904939238,2493598.097227727,2923514.1715427195,1473089.7753856003,1522408.8964657022,1168608.289480067,12521826.439576834,1546125.0288457738,1584582.0974210978,2080045.2782273805,1868054.8805272381,1904579.8064966442,2700386.0224991143,3363855.6755630006,625567.4313155388
2015-10-25~2015-10-31,10029376.938746015,3510580.9375934754,2493435.3075770023,2923893.860760158,1473071.3976666885,1522318.288866451,1168644.359225696,12524975.221911384,1546146.272516183,1584677.9085558243,2080167.1406321456,1867938.4943878928,1904475.4078145246,2700314.32483471,3363999.2366336836,625802.0454154849
2015-11-01~2015-11-07,10028248.931460958,3510307.4550306043,2493295.0073644035,2924217.5228329105,1473055.1887883085,1522239.7837739019,1168674.2771169979,12527675.833391225,1546164.1852958868,1584759.7845832566,2080271.9860379123,1867837.9519970864,1904385.312079287,2700251.975448518,3364120.9352586,626002.917386547
2015-11-08~2015-11-14,10026931.535061553,3509987.296396334,2493130.4298523962,2924593.045118562,1473035.7457910005,1522147.2128238722,1168708.0157844066,12530828.47784297,1546184.738111453,1584855.0175125385,2080394.7629132695,1867719.7392245498,1904279.4873791852,2700178.191211807,3364261.3376460546,626237.0045524122
2015-11-15~2015-11-21,10025612.644000426,3509665.9578374834,2492964.8896458526,2924966.323671713,1473015.7291822487,1522053.5846849617,1168740.4992558507,12533983.201896282,1546204.9189282572,1584949.9391004273,2080518.0321958682,1867600.542880295,1904172.8948232466,2700103.2834361624,3364400.039204079,626470.8079845415
