Week_Num,datetime,Article_Num,Polution,Enviroment_Polution,Biodiversity_Loss,Acid_Rain,Water_Pollution,Climate_Crisis,Accelerated_Global_Warming,Ozone_Layer_Depletion,Hazardous_Substance_Leakage,Carbon_Dioxide,Weekly_News_Count,News_Ratio,tempmax,tempmin,temp,dew,humidity,precip,windspeed,sealevelpressure,moonphase,abnormal_weather_count
274,2005-03-27,21,2.6194335779319897,-0.44586103454161524,-0.44586103454161524,-0.30652946124736047,-0.44586103454161524,-0.44586103454161524,-0.44586103454161524,-0.44586103454161524,-0.44586103454161524,0.8081231251066776,39123,0.0005367686527106,52.9,34.84285714285714,43.7,28.4,57.51428571428571,0.0127142857142857,11.471428571428572,1016.6857142857144,0.4428571428571429,0.0
275,2005-04-03,8,2.6525385183127885,-0.4228684594411692,-0.4228684594411692,-0.4228684594411692,-0.4228684594411692,-0.4228684594411692,-0.4228684594411692,-0.4228684594411692,-0.4228684594411692,0.730409157216565,39572,0.0002021631456585,56.57142857142857,37.82857142857143,46.67142857142857,26.414285714285715,49.32857142857143,0.0191428571428571,12.44285714285714,1015.7142857142856,0.687142857142857,0.0
276,2005-04-10,13,2.7291529568840525,-0.4548588261473421,-0.4548588261473421,-0.22742941307367104,-0.4548588261473421,-0.4548588261473421,-0.4548588261473421,-0.22742941307367104,-0.4548588261473421,0.4548588261473421,39572,0.0003285151116951,63.51428571428572,45.7,54.68571428571429,40.12857142857143,61.7,0.3602857142857142,12.985714285714286,1013.8142857142856,0.65,0.0
277,2005-04-17,32,2.8044460792291517,-0.39860147318993017,-0.39860147318993017,0.09965036829748257,-0.39860147318993017,-0.39860147318993017,-0.39860147318993017,-0.39860147318993017,-0.39860147318993017,-0.11388613519712289,39572,0.0008086525826341,61.34285714285714,42.75714285714286,51.8,30.385714285714283,48.07142857142857,0.0,12.228571428571428,1018.5428571428572,0.1728571428571428,0.0
278,2005-04-24,22,2.732450793696302,-0.4301079953040475,-0.4301079953040475,-0.17710329218401955,-0.4301079953040475,-0.4301079953040475,-0.4301079953040475,-0.4301079953040475,-0.4301079953040475,0.4554084656160503,39572,0.000555948650561,64.28571428571429,46.642857142857146,55.457142857142856,39.44285714285714,57.55714285714286,0.1427142857142857,12.94285714285714,1015.8571428571428,0.3957142857142857,0.0
279,2005-05-01,16,2.673463865623365,-0.41829706741045847,-0.41829706741045847,-0.41829706741045847,-0.41829706741045847,-0.41829706741045847,-0.41829706741045847,-0.41829706741045847,-0.41829706741045847,0.6729126736603028,39572,0.000404326291317,74.31428571428572,55.02857142857143,64.02857142857142,50.114285714285714,62.98571428571428,0.0031428571428571,12.342857142857143,1007.0142857142856,0.6342857142857143,0.0
280,2005-05-08,16,2.8168887775915294,-0.3634695196892296,-0.3634695196892296,-0.3634695196892296,-0.3634695196892296,-0.3634695196892296,-0.3634695196892296,-0.3634695196892296,-0.3634695196892296,0.09086737992230741,39572,0.000404326291317,72.34285714285714,51.114285714285714,62.08571428571429,40.04285714285714,52.24285714285714,0.1684285714285714,10.685714285714283,1007.6428571428572,0.7428571428571429,0.0
281,2005-05-15,22,2.7442421552321288,-0.4128505897251875,-0.4128505897251875,-0.29142394568836766,-0.4128505897251875,-0.4128505897251875,-0.4128505897251875,-0.4128505897251875,-0.4128505897251875,0.43713591853255146,39572,0.000555948650561,68.51428571428572,51.17142857142857,59.457142857142856,44.971428571428575,61.285714285714285,0.0165714285714285,9.414285714285716,1011.9285714285714,0.1214285714285714,0.0
282,2005-05-22,27,2.823731965752282,-0.3579378548136696,-0.3579378548136696,-0.3579378548136696,-0.3579378548136696,-0.3579378548136696,-0.3579378548136696,-0.3579378548136696,-0.3579378548136696,0.03977087275707439,39572,0.0006823006165975,73.01428571428572,55.971428571428575,64.05714285714286,48.92857142857143,61.48571428571428,0.2877142857142857,9.171428571428573,1010.8571428571428,0.3471428571428571,0.0
283,2005-05-29,21,2.776918750062938,-0.44269719203901914,-0.44269719203901914,0.09390546497797378,-0.3085465277847709,-0.44269719203901914,-0.44269719203901914,-0.44269719203901914,-0.44269719203901914,0.09390546497797378,39572,0.0005306782573536,78.21428571428571,56.55714285714286,67.35714285714286,50.771428571428565,58.24285714285714,0.0101428571428571,9.385714285714286,1014.7142857142856,0.5814285714285715,0.0
284,2005-06-05,21,2.5710692280499434,-0.45371809906763705,-0.45371809906763705,-0.31622776601683794,-0.45371809906763705,-0.45371809906763705,-0.45371809906763705,-0.45371809906763705,-0.45371809906763705,0.921185231440354,39572,0.0005306782573536,77.54285714285713,61.01428571428572,68.65714285714286,53.71428571428572,62.52857142857143,0.0194285714285714,8.9,1007.5714285714286,0.8342857142857143,0.0
285,2005-06-12,24,2.82209407938996,-0.3707860834234984,-0.3707860834234984,-0.2677899491391933,-0.3707860834234984,-0.3707860834234984,-0.3707860834234984,-0.3707860834234984,-0.3707860834234984,0.04119845371372203,39572,0.0006064894369756,80.39999999999999,63.871428571428574,71.7,59.957142857142856,68.34285714285714,0.0758571428571428,7.685714285714285,1008.342857142857,0.2142857142857142,0.0
286,2005-06-19,11,2.744059812284285,-0.4467074113020929,-0.4467074113020929,0.1914460334151827,-0.4467074113020929,-0.4467074113020929,-0.4467074113020929,-0.4467074113020929,-0.4467074113020929,0.1914460334151827,39572,0.0002779743252805,82.71428571428571,67.04285714285714,73.65714285714286,61.94285714285714,68.64285714285714,0.0291428571428571,8.871428571428572,1006.6142857142858,0.2985714285714285,0.0
287,2005-06-26,13,2.6414968423090586,-0.49248246212541774,-0.49248246212541774,0.4029401962844326,-0.49248246212541774,-0.49248246212541774,-0.49248246212541774,-0.49248246212541774,-0.49248246212541774,0.4029401962844326,38765,0.0003353540564942,86.47142857142856,70.2,76.78571428571429,66.2,71.27142857142857,0.1771428571428571,8.657142857142857,1005.3714285714286,0.5342857142857143,0.0
288,2005-07-03,14,2.2721021015863934,-0.4653703099634781,-0.4653703099634781,-0.4653703099634781,-0.4653703099634781,-0.4653703099634781,-0.4653703099634781,-0.4653703099634781,-0.4653703099634781,1.4508603781214318,37692,0.0003714316035232,80.05714285714285,71.1,75.15714285714286,70.92857142857143,87.35714285714286,1.0657142857142856,9.757142857142856,1003.8571428571428,0.7785714285714286,2.0
289,2005-07-10,16,2.8425035236339937,-0.33347806701851324,-0.33347806701851324,-0.1746789874858879,-0.33347806701851324,-0.33347806701851324,-0.33347806701851324,-0.33347806701851324,-0.33347806701851324,-0.33347806701851324,37692,0.0004244932611694,82.64285714285714,70.78571428571429,75.85714285714286,68.51428571428572,79.02857142857144,0.3317142857142857,8.628571428571428,1003.0428571428572,0.3071428571428571,0.0
290,2005-07-17,17,2.6632699812461733,-0.4797194376157703,-0.4797194376157703,0.18196254530253358,-0.4797194376157703,-0.4797194376157703,-0.4797194376157703,-0.4797194376157703,-0.4797194376157703,0.5128035367616856,37692,0.0004510240899925,82.54285714285716,71.18571428571428,76.32857142857142,68.7,78.12857142857142,0.1062857142857142,8.028571428571428,1011.6428571428572,0.2485714285714285,0.0
291,2005-07-24,21,2.806958374204567,-0.39489528458391254,-0.39489528458391254,-0.2881668292909632,-0.2881668292909632,-0.39489528458391254,-0.39489528458391254,-0.39489528458391254,-0.39489528458391254,0.13874699188083411,37692,0.0005571474052849,91.58571428571427,76.07142857142857,82.72857142857143,73.45714285714287,74.72857142857143,0.0152857142857142,8.0,1010.0714285714286,0.4914285714285714,1.0
292,2005-07-31,9,2.757435090054174,-0.3939192985791677,-0.3939192985791677,-0.3939192985791677,-0.3939192985791677,-0.3939192985791677,-0.3939192985791677,-0.3939192985791677,-0.3939192985791677,0.3939192985791677,37692,0.0002387774594078,86.75714285714285,74.61428571428571,80.10000000000001,72.42857142857143,78.51428571428572,0.6904285714285715,8.914285714285715,1004.6857142857144,0.7300000000000001,0.0
293,2005-08-07,15,2.7353638311222044,-0.4496488489515953,-0.4496488489515953,0.11241221223789884,-0.4496488489515953,-0.4496488489515953,-0.4496488489515953,-0.4496488489515953,-0.4496488489515953,0.29976589930106357,37692,0.0003979624323463,88.54285714285713,76.0,81.82857142857142,74.04285714285713,78.57142857142857,0.28,8.871428571428572,1006.7428571428572,0.5371428571428571,0.0
294,2005-08-14,22,2.1131529538846205,-0.544105251599034,-0.544105251599034,1.6070085337924958,-0.41756914657600286,-0.544105251599034,-0.544105251599034,-0.544105251599034,-0.544105251599034,-0.03796083150690933,37692,0.000583678234108,85.55714285714285,76.0,79.89999999999999,74.58571428571429,84.32857142857142,0.6527142857142857,12.042857142857144,1009.7142857142856,0.2028571428571428,0.0
295,2005-08-21,15,2.610327508208706,-0.49285904001143405,-0.49285904001143405,-0.12777826963259403,-0.31031865482201404,-0.49285904001143405,-0.49285904001143405,-0.49285904001143405,-0.49285904001143405,0.784923656314506,37692,0.0003979624323463,84.47142857142856,72.54285714285714,77.75714285714285,71.1,80.85714285714286,0.1114285714285714,11.142857142857142,1007.2428571428572,0.4428571428571429,0.0
296,2005-08-28,18,2.208193696890079,-0.46840472358274404,-0.46840472358274404,-0.46840472358274404,-0.46840472358274404,-0.46840472358274404,-0.46840472358274404,-0.46840472358274404,-0.46840472358274404,1.5390440917718733,37692,0.0004775549188156,78.11428571428571,65.17142857142856,71.54285714285714,63.41428571428571,77.92857142857143,0.5811428571428571,11.614285714285714,1010.5142857142856,0.6799999999999999,0.0
297,2005-09-04,15,1.4907880397936644,-0.5421047417431507,-0.5421047417431507,0.1355261854357877,-0.5421047417431507,-0.5421047417431507,-0.5421047417431507,-0.5421047417431507,-0.5421047417431507,2.168418966972603,37692,0.0003979624323463,83.54285714285713,70.44285714285715,76.2,69.1,79.85714285714286,0.0032857142857142,10.414285714285716,1012.4142857142856,0.7671428571428571,0.0
298,2005-09-11,30,2.391887053664944,-0.5073699810804426,-0.5073699810804426,-0.054361069401475975,-0.5073699810804426,-0.5073699810804426,-0.5073699810804426,-0.5073699810804426,-0.5073699810804426,1.2140638832996309,37692,0.0007959248646927,81.94285714285715,66.22857142857143,73.82857142857142,63.0,70.74285714285715,0.0177142857142857,13.94285714285714,1011.657142857143,0.1514285714285714,0.0
299,2005-09-18,17,2.102146142614251,-0.4719103585460564,-0.4719103585460564,-0.4719103585460564,-0.4719103585460564,-0.4719103585460564,-0.4719103585460564,-0.4719103585460564,-0.4719103585460564,1.6731367257541998,37692,0.0004510240899925,79.3,65.57142857142857,72.38571428571429,65.51428571428572,80.39999999999999,0.9292857142857144,11.857142857142858,1015.157142857143,0.3971428571428572,0.0
300,2005-09-25,42,2.8392922851603006,-0.3562211723079344,-0.3562211723079344,-0.251450239276189,-0.3038357057920617,-0.3562211723079344,-0.3562211723079344,-0.3562211723079344,-0.3562211723079344,-0.14667930624444356,38160,0.0011006289308176,73.21428571428571,60.385714285714286,66.44285714285715,60.642857142857146,82.84285714285714,0.2279999999999999,8.642857142857142,1015.8285714285714,0.6342857142857142,0.0
301,2005-10-02,13,2.780652307865945,-0.38431779864813875,-0.38431779864813875,-0.38431779864813875,-0.38431779864813875,-0.38431779864813875,-0.38431779864813875,-0.38431779864813875,-0.38431779864813875,0.29389008131916494,39329,0.0003305448905387,75.92857142857143,61.05714285714286,68.07142857142857,60.5,79.22857142857143,0.662,9.7,1018.2285714285716,0.8585714285714285,0.0
302,2005-10-09,12,2.719635442133881,-0.4063823074452926,-0.4063823074452926,-0.4063823074452926,-0.4063823074452926,-0.4063823074452926,-0.4063823074452926,-0.4063823074452926,-0.4063823074452926,0.5314230174284594,39329,0.0003051183604973,69.45714285714286,52.785714285714285,60.44285714285714,51.31428571428571,74.51428571428572,0.1098571428571428,7.542857142857143,1018.6428571428572,0.0971428571428571,0.0
303,2005-10-16,10,2.807431416620832,-0.39402546198187116,-0.39402546198187116,-0.39402546198187116,-0.1477595482432017,-0.39402546198187116,-0.39402546198187116,-0.39402546198187116,-0.39402546198187116,0.09850636549546776,39329,0.0002542653004144,70.24285714285715,49.871428571428574,60.24285714285714,48.285714285714285,68.08571428571429,0.011,10.05714285714286,1019.2428571428572,0.3414285714285714,0.0
304,2005-10-23,15,2.701668211465925,-0.466954999512629,-0.466954999512629,0.36689321390277996,-0.466954999512629,-0.466954999512629,-0.466954999512629,-0.466954999512629,-0.466954999512629,0.20012357121969818,39329,0.0003813979506216,64.64285714285714,43.98571428571428,54.22857142857144,43.98571428571428,71.07142857142857,0.0754285714285714,10.342857142857143,1022.0857142857144,0.5857142857142856,0.0
305,2005-10-30,32,2.673516413808438,-0.4394821502150857,-0.4394821502150857,-0.25636458762546666,-0.4394821502150857,-0.4394821502150857,-0.4394821502150857,-0.4394821502150857,-0.4394821502150857,0.6592232253226286,39329,0.0008136489613262,62.48571428571429,43.07142857142857,52.5,44.21428571428572,75.65714285714286,0.0181428571428571,8.857142857142858,1020.7714285714284,0.8099999999999999,0.0
306,2005-11-06,17,2.658876862177769,-0.42152925863793905,-0.42152925863793905,-0.42152925863793905,-0.42152925863793905,-0.42152925863793905,-0.42152925863793905,-0.42152925863793905,-0.42152925863793905,0.713357206925743,39329,0.0004322510107045,66.1,45.957142857142856,56.7,48.4,75.8,0.1722857142857143,8.814285714285715,1018.4,0.3257142857142857,0.0
307,2005-11-13,24,2.712039142565157,-0.42139253609578126,-0.42139253609578126,-0.3133431678660938,-0.42139253609578126,-0.42139253609578126,-0.42139253609578126,-0.42139253609578126,-0.42139253609578126,0.5510517779714063,39329,0.0006102367209946,58.614285714285714,39.15714285714286,49.91428571428571,35.05714285714286,60.44285714285714,0.0057142857142857,12.44285714285714,1018.2428571428572,0.2885714285714286,0.0
308,2005-11-20,26,2.833468938318856,-0.3742317465704149,-0.3742317465704149,-0.1069233561629757,-0.2851289497679352,-0.3742317465704149,-0.3742317465704149,-0.3742317465704149,-0.3742317465704149,-0.19602615296545545,39329,0.0006610897810775,46.12857142857143,26.8,36.51428571428571,18.571428571428573,51.24285714285714,0.0,10.814285714285717,1027.6714285714286,0.5328571428571428,1.0
309,2005-11-27,37,2.6882410341344625,-0.4698644787455651,-0.4698644787455651,0.14635123108468423,-0.4698644787455651,-0.4698644787455651,-0.4698644787455651,-0.4698644787455651,-0.4698644787455651,0.4544590859998089,39329,0.0009407816115334,53.55714285714286,32.785714285714285,43.48571428571428,33.81428571428571,71.71428571428571,0.0232857142857142,11.385714285714286,1020.3714285714286,0.7585714285714286,0.0
310,2005-12-04,28,2.8221556743426968,-0.3782270491387119,-0.3782270491387119,-0.18426445983680836,-0.3782270491387119,-0.3782270491387119,-0.3782270491387119,-0.3782270491387119,-0.3782270491387119,0.009698129465095186,39329,0.0007119428411604,43.114285714285714,27.12857142857143,35.0,23.8,66.45714285714286,0.0745714285714285,14.05714285714286,1018.4857142857144,0.5542857142857143,0.0
311,2005-12-11,20,2.825485680454524,-0.35636756330057057,-0.35636756330057057,-0.35636756330057057,-0.35636756330057057,-0.35636756330057057,-0.35636756330057057,-0.35636756330057057,-0.35636756330057057,0.02545482595004078,39329,0.0005085306008289,31.571428571428573,17.442857142857143,24.957142857142856,13.342857142857143,63.4,0.0,10.314285714285717,1026.0285714285717,0.2342857142857143,0.0
312,2005-12-18,15,2.641692632052488,-0.45218162170267817,-0.45218162170267817,-0.21419129449074226,-0.45218162170267817,-0.45218162170267817,-0.45218162170267817,-0.45218162170267817,-0.45218162170267817,0.7377700143570013,39329,0.0003813979506216,26.62857142857143,10.94285714285714,18.685714285714287,4.085714285714286,55.0,0.0001428571428571,13.514285714285714,1025.1,0.4757142857142857,0.0
313,2005-12-25,18,2.731039108150044,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,0.49248246212541785,38854,0.0004632727647089,31.571428571428573,13.471428571428572,22.9,10.928571428571429,63.10000000000001,0.0062857142857142,11.171428571428573,1021.8142857142856,0.7057142857142857,0.0
314,2006-01-01,11,2.5177629822488474,-0.5128776445321725,-0.5128776445321725,0.1865009616480627,-0.5128776445321725,-0.5128776445321725,-0.5128776445321725,-0.5128776445321725,-0.5128776445321725,0.885879567828298,36006,0.0003055046381158,33.07142857142857,15.657142857142857,24.7,13.4,64.94285714285714,0.0034285714285714,10.0,1029.6857142857143,0.65,0.0
314,2006-01-01,11,2.5177629822488474,-0.5128776445321725,-0.5128776445321725,0.1865009616480627,-0.5128776445321725,-0.5128776445321725,-0.5128776445321725,-0.5128776445321725,-0.5128776445321725,0.885879567828298,36006,0.0003055046381158,35.4,27.5,33.2,30.1,88.8,0.0,6.8,1024.5,0.03,0.0
315,2006-01-08,12,2.659215781283755,-0.4834937784152282,-0.4834937784152282,0.4834937784152282,-0.4834937784152282,-0.4834937784152282,-0.4834937784152282,-0.4834937784152282,-0.4834937784152282,0.2417468892076141,36006,0.0003332777870354,29.857142857142858,14.257142857142856,22.314285714285717,6.714285714285714,53.71428571428572,0.0,12.55714285714286,1025.928571428571,0.1742857142857143,0.0
316,2006-01-15,13,2.7716093126229358,-0.42640143271122083,-0.42640143271122083,0.0,-0.42640143271122083,-0.42640143271122083,-0.42640143271122083,-0.42640143271122083,-0.42640143271122083,0.21320071635561041,36006,0.0003610509359551,40.91428571428571,23.385714285714283,32.2,24.642857142857142,77.22857142857143,0.1861428571428571,9.571428571428571,1022.9714285714286,0.42,0.0
317,2006-01-22,21,2.747202289393369,-0.4430971434505434,-0.4430971434505434,0.08861942869010868,-0.4430971434505434,-0.4430971434505434,-0.4430971434505434,-0.4430971434505434,-0.4430971434505434,0.265858286070326,36006,0.0005832361273121,39.18571428571429,24.385714285714283,31.542857142857144,21.085714285714285,67.37142857142858,0.0,9.671428571428573,1024.4142857142856,0.6557142857142857,0.0
318,2006-01-29,17,2.7890090406041046,-0.3803194146278324,-0.3803194146278324,-0.3803194146278324,-0.3803194146278324,-0.3803194146278324,-0.3803194146278324,-0.3803194146278324,-0.3803194146278324,0.253546276418555,36006,0.0004721435316336,38.91428571428571,18.6,28.9,17.857142857142858,66.34285714285714,0.0,8.714285714285714,1027.2714285714285,0.74,0.0
319,2006-02-05,22,2.6678871601061065,-0.4343072121102964,-0.4343072121102964,-0.31021943722164025,-0.4343072121102964,-0.4343072121102964,-0.4343072121102964,-0.4343072121102964,-0.4343072121102964,0.6824827618876086,36006,0.0006110092762317,33.41428571428572,19.085714285714285,26.342857142857145,13.385714285714284,60.471428571428575,0.0055714285714285,12.5,1030.4857142857145,0.1257142857142857,0.0
320,2006-02-12,28,2.6800200374642604,-0.44128843990375377,-0.44128843990375377,-0.22602578629216655,-0.44128843990375377,-0.44128843990375377,-0.44128843990375377,-0.44128843990375377,-0.44128843990375377,0.6350248281541823,36006,0.0007776481697494,35.07142857142857,20.357142857142858,27.928571428571427,15.542857142857144,62.642857142857146,0.0284285714285714,12.728571428571428,1023.6142857142856,0.36,0.0
321,2006-02-19,30,2.823828992873944,-0.3669382307124334,-0.3669382307124334,-0.28716905012277394,-0.3669382307124334,-0.3669382307124334,-0.3669382307124334,-0.3669382307124334,-0.3669382307124334,0.031907672235863806,36006,0.0008331944675887,42.5,26.12857142857143,34.51428571428571,24.4,69.97142857142858,0.0312857142857142,11.685714285714283,1023.1,0.6,0.0
322,2006-02-26,18,2.820835374083492,-0.3751850004938635,-0.3751850004938635,0.04168722227709592,-0.3751850004938635,-0.3751850004938635,-0.3751850004938635,-0.3751850004938635,-0.3751850004938635,-0.23622759290354367,36006,0.0004999166805532,47.22857142857144,24.82857142857143,36.028571428571425,22.82857142857143,63.41428571428572,0.0044285714285714,10.685714285714283,1025.2,0.8314285714285715,0.0
323,2006-03-05,17,2.8085607718194168,-0.41437781879302876,-0.41437781879302876,-0.26090455257338846,-0.10743128635374821,-0.41437781879302876,-0.41437781879302876,-0.41437781879302876,-0.41437781879302876,0.04604197986589205,36006,0.0004721435316336,42.02857142857143,26.585714285714285,34.18571428571429,22.714285714285715,66.18571428571428,0.0332857142857142,13.842857142857143,1022.9,0.2128571428571428,0.0
324,2006-03-12,18,2.7658864410168693,-0.43167013819338423,-0.43167013819338423,0.04796334868815377,-0.43167013819338423,-0.43167013819338423,-0.43167013819338423,-0.43167013819338423,-0.43167013819338423,0.20784117764866644,36006,0.0004999166805532,50.65714285714286,32.714285714285715,40.9,27.61428571428571,63.85714285714285,0.0,13.685714285714283,1019.8857142857142,0.3042857142857142,0.0
325,2006-03-19,29,2.7205624150191077,-0.3139110478868201,-0.4185480638490935,-0.4185480638490935,-0.4185480638490935,-0.4185480638490935,-0.4185480638490935,-0.4185480638490935,-0.4185480638490935,0.5231850798113669,36006,0.0008054213186691,48.1,28.342857142857145,38.74285714285714,25.785714285714285,63.6,0.0251428571428571,14.3,1015.6428571428572,0.5385714285714286,0.0
326,2006-03-26,23,2.6148428032450775,-0.49469998980312274,-0.49469998980312274,0.21201428134419548,-0.49469998980312274,-0.49469998980312274,-0.49469998980312274,-0.49469998980312274,-0.49469998980312274,0.6360428440325864,36133,0.0006365372374283,54.58571428571429,31.642857142857142,43.75714285714286,23.97142857142857,49.94285714285714,0.0,14.628571428571428,1015.7714285714284,0.7785714285714286,0.0
327,2006-04-02,11,2.807431416620832,-0.39402546198187116,-0.39402546198187116,-0.39402546198187116,-0.1477595482432017,-0.39402546198187116,-0.39402546198187116,-0.39402546198187116,-0.39402546198187116,0.09850636549546776,36451,0.0003017749855971,50.385714285714286,32.55714285714286,42.24285714285714,26.87142857142857,59.72857142857144,0.0995714285714285,14.8,1011.3,0.3085714285714286,0.0
328,2006-04-09,24,2.789912933731733,-0.411626498419436,-0.411626498419436,0.16007697160755843,-0.411626498419436,-0.411626498419436,-0.411626498419436,-0.411626498419436,-0.411626498419436,-0.06860441640323935,36451,0.0006584181503936,60.84285714285714,42.35714285714285,51.285714285714285,37.58571428571429,62.48571428571428,0.0091428571428571,12.728571428571428,1013.0857142857144,0.2557142857142857,0.0
329,2006-04-16,26,2.820010463880133,-0.38454688143819993,-0.38454688143819993,-0.10987053755377142,-0.38454688143819993,-0.38454688143819993,-0.38454688143819993,-0.38454688143819993,-0.38454688143819993,-0.018311756258961916,36451,0.0007132863295931,63.21428571428572,46.12857142857143,54.12857142857143,37.4,57.3,0.0647142857142857,14.342857142857143,1013.342857142857,0.4814285714285714,0.0
330,2006-04-23,21,2.751540881511743,-0.46287603614216244,-0.46287603614216244,-0.20572268272984998,-0.07714600602369374,-0.46287603614216244,-0.46287603614216244,-0.46287603614216244,-0.46287603614216244,0.3085840240947749,36451,0.0005761158815944,59.31428571428571,42.8,50.5,37.71428571428572,64.51428571428572,0.0917142857142857,18.32857142857143,1009.342857142857,0.7257142857142858,0.0
331,2006-04-30,11,2.683507886125693,-0.45305977298225986,-0.45305977298225986,-0.10455225530359843,-0.45305977298225986,-0.45305977298225986,-0.45305977298225986,-0.45305977298225986,-0.45305977298225986,0.5924627800537243,36451,0.0003017749855971,62.67142857142857,44.07142857142857,53.55714285714286,39.471428571428575,62.4,0.0355714285714285,13.385714285714286,1010.0571428571428,0.5428571428571428,0.0
332,2006-05-07,18,2.749340864644049,-0.33287983562954854,-0.45616866364049247,0.28356430442517094,-0.45616866364049247,-0.45616866364049247,-0.45616866364049247,-0.45616866364049247,-0.45616866364049247,0.03698664840328315,36451,0.0004938136127952,73.54285714285713,53.2,63.41428571428571,48.48571428571428,63.17142857142857,0.5418571428571429,12.942857142857145,1011.7142857142856,0.2057142857142857,0.0
333,2006-05-14,17,2.7251428084420324,-0.44698109556456617,-0.44698109556456617,-0.014418745018211825,-0.44698109556456617,-0.44698109556456617,-0.44698109556456617,-0.44698109556456617,-0.44698109556456617,0.41814360552814256,36451,0.0004663795231955,71.91428571428571,55.48571428571428,63.74285714285714,50.12857142857143,64.37142857142858,0.0021428571428571,11.44285714285714,1015.8571428571428,0.4314285714285714,0.0
334,2006-05-21,4,2.232625222605752,-0.558156305651438,-0.558156305651438,1.302364713186689,-0.558156305651438,-0.558156305651438,-0.558156305651438,-0.558156305651438,-0.558156305651438,0.37210420376762543,36451,0.0001097363583989,75.77142857142857,53.371428571428574,64.98571428571428,50.114285714285714,62.51428571428572,0.0,10.471428571428572,1013.6428571428572,0.6742857142857143,0.0
335,2006-05-28,9,2.744190220238133,-0.43747960032781835,-0.43747960032781835,-0.03977087275707442,-0.43747960032781835,-0.43747960032781835,-0.43747960032781835,-0.43747960032781835,-0.43747960032781835,0.35793785481366946,36451,0.0002469068063976,72.5,57.457142857142856,64.22857142857143,55.65714285714286,76.61428571428571,0.3301428571428571,12.528571428571428,1008.5857142857144,0.6385714285714286,0.0
336,2006-06-04,32,2.4908710609539084,-0.44779704466587117,-0.44779704466587117,-0.44779704466587117,-0.44779704466587117,-0.44779704466587117,-0.44779704466587117,-0.44779704466587117,-0.44779704466587117,1.091505296373061,36451,0.0008778908671915,80.11428571428571,60.04285714285714,70.11428571428571,56.371428571428574,65.18571428571428,0.0054285714285714,10.085714285714284,1010.6714285714286,0.1571428571428571,0.0
337,2006-06-11,22,2.441581319622559,-0.5454596565114227,-0.5454596565114227,0.753253811372917,-0.5454596565114227,-0.5454596565114227,-0.5454596565114227,-0.5454596565114227,-0.5454596565114227,0.6233824645844831,36451,0.0006035499711942,75.3,60.94285714285714,67.54285714285714,59.01428571428572,76.07142857142857,0.2784285714285714,12.928571428571429,1002.9571428571428,0.3842857142857143,0.0
338,2006-06-18,19,2.371531903385075,-0.5205801739137969,-0.5205801739137969,0.05784224154597739,-0.5205801739137969,-0.5205801739137969,-0.5205801739137969,-0.5205801739137969,-0.5205801739137969,1.2146870724655259,36451,0.0005212477023949,78.24285714285715,61.07142857142857,69.47142857142856,59.8,74.35714285714286,0.3692857142857143,11.614285714285714,1007.6142857142858,0.6228571428571429,0.0
339,2006-06-25,34,2.5285354147004013,-0.4837991948704739,-0.4837991948704739,0.9767266764366171,-0.4837991948704739,-0.4837991948704739,-0.4837991948704739,-0.4837991948704739,-0.4837991948704739,-0.11866772704370114,36097,0.0009419065296285,80.58571428571429,64.51428571428572,72.22857142857143,64.9,79.85714285714286,0.0788571428571428,10.757142857142856,1009.342857142857,0.8714285714285713,0.0
340,2006-07-02,24,2.6601750311467436,-0.4848594884356134,-0.4848594884356134,0.3013991414599758,-0.4848594884356134,-0.4848594884356134,-0.4848594884356134,-0.4848594884356134,-0.4848594884356134,0.432442246442574,35214,0.0006815471119441,79.61428571428571,68.47142857142858,73.05714285714285,69.6,89.65714285714286,0.258,10.8,1005.6428571428572,0.11,0.0
341,2006-07-09,11,2.838791865391742,-0.340655023847009,-0.340655023847009,-0.340655023847009,-0.340655023847009,-0.340655023847009,-0.340655023847009,-0.340655023847009,-0.340655023847009,-0.11355167461566967,35214,0.000312375759641,80.37142857142858,68.72857142857143,74.45714285714287,68.35714285714286,82.25714285714285,0.1674285714285714,9.857142857142858,1003.3142857142856,0.3357142857142857,0.0
342,2006-07-16,7,2.731039108150044,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,-0.4029401962844328,0.49248246212541785,35214,0.000198784574317,80.67142857142858,71.67142857142856,75.97142857142856,73.05714285714285,91.21428571428572,3.1935714285714285,15.185714285714283,1006.7285714285716,0.5728571428571428,2.0
343,2006-07-23,19,2.8358825310174134,-0.36989772143705396,-0.36989772143705396,-0.12329924047901798,-0.24659848095803596,-0.36989772143705396,-0.36989772143705396,-0.36989772143705396,-0.36989772143705396,-0.24659848095803596,35214,0.000539558130289,76.85714285714286,66.34285714285714,71.34285714285714,67.37142857142858,88.15714285714286,0.5345714285714286,9.37142857142857,1003.3,0.8200000000000001,0.0
