datetime,Residential,General,Educational,Industrial,Agricultural,Streetlights,Other,Total Electricity Usage
2015-07-12,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-07-19,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-07-26,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-08-02,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-08-09,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-08-16,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-08-23,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-08-30,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-09-06,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-09-13,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-09-20,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-09-27,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-10-04,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-10-11,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-10-18,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-10-25,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-11-01,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-11-08,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
