datetime, nothing, molfrac
2022-04-24,2022.3110,420.14
2022-05-01,2022.3301,420.13
2022-05-08,2022.3493,421.07
2022-05-15,2022.3685,420.92
2022-05-22,2022.3877,421.44
2022-05-29,2022.4068,421.58
2022-06-05,2022.4260,421.26
2022-06-12,2022.4452,420.98
2022-06-19,2022.4644,420.82
2022-06-26,2022.4836,420.26
2022-07-03,2022.5027,419.69
2022-07-10,2022.5219,419.03
2022-07-17,2022.5411,418.38
2022-07-24,2022.5603,417.80
2022-07-31,2022.5795,418.15
2022-08-07,2022.5986,417.29
2022-08-14,2022.6178,417.22
2022-08-21,2022.6370,416.52
2022-08-28,2022.6562,416.50
2022-09-04,2022.6753,416.29
2022-09-11,2022.6945,416.00
2022-09-18,2022.7137,415.52
2022-09-25,2022.7329,415.53
2022-10-02,2022.7521,415.22
2022-10-09,2022.7712,415.46
2022-10-16,2022.7904,415.84
2022-10-23,2022.8096,416.26
2022-10-30,2022.8288,416.39
2022-11-06,2022.8479,417.14
2022-11-13,2022.8671,417.25
2022-11-20,2022.8863,418.48
2022-11-27,2022.9055,417.69
2022-12-04,2022.9247,419.01
2022-12-11,2022.9438,418.80
2022-12-18,2022.9630,419.19
2022-12-25,2022.9822,419.43
2023-01-01,2023.0014,419.29
2023-01-08,2023.0205,419.57
2023-01-15,2023.0397,419.17
2023-01-22,2023.0589,419.74
2023-01-29,2023.0781,419.82
2023-02-05,2023.0973,420.20
2023-02-12,2023.1164,420.81
2023-02-19,2023.1356,419.58
2023-02-26,2023.1548,421.55
2023-03-05,2023.1740,421.21
2023-03-12,2023.1932,420.21
2023-03-19,2023.2123,420.78
2023-03-26,2023.2315,421.68
2023-04-02,2023.2507,422.75
2023-04-09,2023.2699,422.96
2023-04-16,2023.2890,423.50
2023-04-23,2023.3082,424.08
2023-04-30,2023.3274,423.98
2023-05-07,2023.3466,424.29
2023-05-14,2023.3658,423.39
2023-05-21,2023.3849,423.94
2023-05-28,2023.4041,424.65
2023-06-04,2023.4233,424.38
2023-06-11,2023.4425,424.14
2023-06-18,2023.4616,423.49
2023-06-25,2023.4808,422.18
2023-07-02,2023.5000,422.62
2023-07-09,2023.5192,422.35
2023-07-16,2023.5384,421.34
2023-07-23,2023.5575,421.28
2023-07-30,2023.5767,420.83
2023-08-06,2023.5959,420.02
2023-08-13,2023.6151,418.98
2023-08-20,2023.6342,419.31
2023-08-27,2023.6534,419.27
2023-09-03,2023.6726,418.64
2023-09-10,2023.6918,418.52
2023-09-17,2023.7110,418.33
2023-09-24,2023.7301,418.29
2023-10-01,2023.7493,418.31
2023-10-08,2023.7685,418.53
2023-10-15,2023.7877,419.46
2023-10-22,2023.8068,418.91
2023-10-29,2023.8260,419.05
2023-11-05,2023.8452,419.28
2023-11-12,2023.8644,421.22
2023-11-19,2023.8836,421.21
2023-11-26,2023.9027,420.31
2023-12-03,2023.9219,421.02
2023-12-10,2023.9411,422.20
2023-12-17,2023.9603,422.24
2023-12-24,2023.9795,421.86
2023-12-31,2023.9986,422.52
2024-01-07,2024.0178,423.49
2024-01-14,2024.0369,422.84
2024-01-21,2024.0560,422.86
2024-01-28,2024.0751,422.28
2024-02-04,2024.0943,425.83
2024-02-11,2024.1134,423.54
2024-02-18,2024.1325,425.21
2024-02-25,2024.1516,425.13
2024-03-03,2024.1708,425.45
2024-03-10,2024.1899,425.74
2024-03-17,2024.2090,425.37
2024-03-24,2024.2281,425.04
2024-03-31,2024.2473,426.35
2024-04-07,2024.2664,425.86
2024-04-14,2024.2855,426.34
2024-04-21,2024.3046,427.94
2024-04-28,2024.3238,426.80
2024-05-05,2024.3429,426.92
2024-05-12,2024.3620,427.03
2024-05-19,2024.3811,426.64
2024-05-26,2024.4003,426.88
2024-06-02,2024.4194,427.06
2024-06-09,2024.4385,427.33
2024-06-16,2024.4577,426.73
2024-06-23,2024.4768,426.47
2024-06-30,2024.4959,425.61
2024-07-07,2024.5150,426.25
2024-07-14,2024.5342,425.95
2024-07-21,2024.5533,424.80
2024-07-28,2024.5724,424.88
2024-08-04,2024.5915,424.18
2024-08-11,2024.6107,422.42
2024-08-18,2024.6298,422.83
2024-08-25,2024.6489,421.36
2024-09-01,2024.6680,422.33
2024-09-08,2024.6872,422.06
2024-09-15,2024.7063,421.98
2024-09-22,2024.7254,421.71
2024-09-29,2024.7445,421.95
2024-10-06,2024.7637,422.16
2024-10-13,2024.7828,422.62
2024-10-20,2024.8019,422.17
