datetime,tempmax,tempmin,temp,dew,humidity,precip,windspeed,sealevelpressure,moonphase
2016-01-03,47.699999999999996,30.599999999999998,39.46666666666667,32.73333333333333,77.76666666666667,0.0,6.766666666666667,1024.6000000000001,0.7466666666666667
2016-01-10,36.75714285714286,23.357142857142858,30.400000000000002,12.942857142857141,50.65714285714286,0.0,9.557142857142859,1025.2142857142858,0.7628571428571428
2016-01-17,36.57142857142857,20.357142857142858,28.042857142857144,13.557142857142859,56.9,0.0035714285714285718,7.8428571428571425,1022.4142857142857,0.1442857142857143
2016-01-24,23.228571428571428,8.028571428571428,15.657142857142857,-2.8285714285714287,44.771428571428565,0.001142857142857143,13.142857142857142,1026.5857142857144,0.39428571428571424
2016-01-31,36.68571428571429,18.900000000000002,28.0,11.928571428571429,53.128571428571426,0.0018571428571428571,8.928571428571429,1028.0857142857144,0.63
2016-02-07,36.228571428571435,15.857142857142858,25.957142857142856,5.814285714285714,44.67142857142857,0.0,9.357142857142858,1026.2714285714285,0.8542857142857143
2016-02-14,49.642857142857146,29.7,39.771428571428565,26.342857142857145,63.74285714285714,0.28814285714285715,13.085714285714285,1017.9571428571428,0.09
2016-02-21,39.885714285714286,23.542857142857144,31.857142857142858,15.842857142857143,54.028571428571425,0.004571428571428572,13.428571428571429,1023.7571428571428,0.33999999999999997
2016-02-28,41.74285714285714,25.728571428571428,33.614285714285714,16.2,52.11428571428571,0.03671428571428571,13.014285714285714,1028.8428571428572,0.5757142857142857
2016-03-06,49.9,34.371428571428574,41.885714285714286,28.400000000000002,61.142857142857146,0.25928571428571423,12.214285714285714,1023.4142857142857,0.8028571428571428
2016-03-13,43.91428571428571,28.97142857142857,36.542857142857144,16.928571428571427,46.699999999999996,0.0005714285714285715,11.7,1023.7428571428572,0.3242857142857143
2016-03-20,58.98571428571428,35.7,46.67142857142857,28.74285714285714,53.214285714285715,0.0,9.471428571428572,1019.4,0.2785714285714286
2016-03-27,55.271428571428565,33.65714285714286,44.91428571428571,25.97142857142857,51.871428571428574,0.002285714285714286,11.4,1021.657142857143,0.5214285714285715
2016-04-03,65.74285714285715,41.57142857142857,53.32857142857143,31.071428571428573,48.54285714285714,0.011428571428571429,11.328571428571427,1018.1714285714286,0.7471428571428571
2016-04-10,66.22857142857143,43.800000000000004,53.84285714285714,38.371428571428574,62.199999999999996,0.09057142857142857,12.157142857142857,1013.8000000000001,0.4185714285714286
2016-04-17,67.01428571428572,46.41428571428571,55.91428571428571,40.199999999999996,59.55714285714286,0.4152857142857143,12.085714285714285,1011.8285714285714,0.2285714285714286
2016-04-24,66.57142857142857,47.05714285714286,55.67142857142857,41.31428571428571,63.800000000000004,0.15257142857142855,12.571428571428571,1014.1857142857143,0.4628571428571429
2016-05-01,74.85714285714286,51.357142857142854,62.52857142857143,36.34285714285714,41.0,0.0031428571428571426,12.471428571428573,1012.1285714285714,0.7000000000000001
2016-05-08,73.31428571428572,51.614285714285714,62.885714285714286,47.24285714285714,62.05714285714286,0.4757142857142857,15.357142857142858,1008.4571428571428,0.6542857142857142
2016-05-15,74.65714285714286,54.91428571428571,63.65714285714286,48.285714285714285,61.114285714285714,0.38099999999999995,12.014285714285714,1012.9428571428572,0.17857142857142858
2016-05-22,83.72857142857143,55.714285714285715,69.91428571428571,43.98571428571428,45.07142857142857,0.057857142857142864,10.157142857142857,1015.8285714285714,0.40714285714285714
2016-05-29,77.74285714285715,60.31428571428571,68.0,54.114285714285714,63.84285714285714,0.3058571428571429,11.914285714285715,1009.1714285714286,0.6471428571428571
2016-06-05,82.91428571428571,61.01428571428572,71.31428571428572,52.300000000000004,54.971428571428575,0.0,10.257142857142856,1008.7285714285715,0.75
2016-06-12,82.11428571428571,65.25714285714285,72.72857142857143,59.971428571428575,66.31428571428572,0.029142857142857144,11.714285714285714,1010.1,0.13428571428571429
2016-06-19,81.7,65.05714285714285,72.47142857142858,60.65714285714286,68.07142857142857,0.10385714285714286,12.985714285714286,1004.5428571428572,0.35857142857142854
2016-06-26,83.87142857142858,66.85714285714286,75.28571428571429,62.971428571428575,67.58571428571429,0.26285714285714284,12.457142857142857,1004.9714285714286,0.5971428571428571
2016-07-03,83.0,69.11428571428571,75.42857142857143,64.08571428571429,69.94285714285715,0.7414285714285714,10.114285714285714,1008.342857142857,0.8428571428571429
2016-07-10,84.22857142857143,68.64285714285714,76.24285714285713,67.0142857142857,75.05714285714285,0.990142857142857,11.028571428571428,1009.5714285714286,0.08714285714285715
2016-07-17,83.5,71.85714285714286,77.31428571428572,66.67142857142856,71.41428571428571,0.4408571428571429,11.62857142857143,1002.5285714285714,0.31285714285714283
2016-07-24,88.57142857142857,74.82857142857142,81.31428571428572,69.24285714285715,67.95714285714286,0.0071428571428571435,9.842857142857143,1010.0285714285714,0.5414285714285715
2016-07-31,87.77142857142857,77.11428571428571,81.98571428571428,73.27142857142857,75.72857142857143,0.45457142857142857,13.014285714285714,1008.3285714285714,0.7928571428571428
2016-08-07,92.91428571428571,77.0,84.24285714285715,71.92857142857143,68.4,0.011,9.828571428571427,1008.6999999999999,0.32285714285714284
2016-08-14,94.02857142857144,77.47142857142856,84.91428571428571,73.21428571428571,69.62857142857142,0.015428571428571429,11.014285714285714,1007.4714285714286,0.26285714285714284
2016-08-21,93.95714285714287,78.62857142857142,84.92857142857143,70.61428571428571,64.25714285714285,0.06814285714285714,10.4,1004.157142857143,0.4957142857142857
2016-08-28,86.67142857142858,71.25714285714285,78.87142857142858,62.34285714285714,59.357142857142854,0.2462857142857143,12.62857142857143,1006.7571428571429,0.7414285714285714
2016-09-04,80.60000000000001,64.64285714285714,72.51428571428572,60.271428571428565,67.17142857142856,0.28357142857142853,15.442857142857145,1001.5428571428572,0.4185714285714286
2016-09-11,83.12857142857142,68.72857142857143,75.11428571428571,64.52857142857142,71.08571428571429,0.030428571428571426,8.742857142857144,1009.5714285714286,0.21857142857142858
2016-09-18,83.38571428571429,66.02857142857142,74.21428571428571,61.628571428571426,66.51428571428572,0.13485714285714284,10.257142857142856,1015.0285714285714,0.44571428571428573
2016-09-25,80.78571428571429,59.771428571428565,69.58571428571429,50.957142857142856,54.65714285714286,0.0,8.842857142857143,1016.9714285714286,0.6914285714285714
2016-10-02,75.75714285714285,63.885714285714286,68.91428571428571,59.542857142857144,73.54285714285713,0.23871428571428568,10.271428571428572,1015.842857142857,0.6471428571428571
2016-10-09,75.32857142857142,55.800000000000004,65.37142857142858,50.94285714285714,62.05714285714286,0.1558571428571429,14.457142857142857,1015.3857142857142,0.16571428571428573
2016-10-16,71.5,49.728571428571435,59.5,43.67142857142857,59.51428571428571,0.016714285714285716,7.5,1022.4,0.39999999999999997
2016-10-23,72.3,54.628571428571426,62.228571428571435,49.800000000000004,65.44285714285715,0.030428571428571426,9.657142857142857,1017.9857142857143,0.6371428571428571
2016-10-30,62.31428571428571,43.74285714285714,53.857142857142854,38.75714285714286,59.9,0.30685714285714283,11.471428571428572,1020.6428571428571,0.8757142857142857
2016-11-06,55.57142857142857,39.971428571428575,47.885714285714286,33.68571428571429,59.371428571428574,0.011999999999999999,11.971428571428572,1022.9,0.11285714285714286
2016-11-13,55.98571428571428,39.199999999999996,47.48571428571428,32.92857142857143,58.857142857142854,0.09971428571428573,11.828571428571427,1022.9714285714286,0.3457142857142857
2016-11-20,58.214285714285715,39.271428571428565,48.15714285714286,33.614285714285714,59.84285714285714,0.024999999999999998,9.442857142857141,1020.0571428571428,0.5885714285714286
2016-11-27,43.81428571428571,27.157142857142855,35.128571428571426,17.97142857142857,51.971428571428575,0.03,11.385714285714286,1024.642857142857,0.8242857142857142
2016-12-04,47.08571428571429,27.242857142857144,37.771428571428565,22.271428571428572,55.8,0.007285714285714286,9.414285714285715,1027.5,0.19999999999999998
2016-12-11,42.871428571428574,25.214285714285715,34.01428571428571,18.74285714285714,55.74285714285715,0.045571428571428575,11.757142857142856,1022.842857142857,0.2957142857142857
2016-12-18,40.4,24.7,32.542857142857144,16.085714285714285,51.885714285714286,0.001142857142857143,10.771428571428572,1024.9857142857143,0.5357142857142857
2016-12-25,47.17142857142857,30.62857142857143,38.15714285714286,29.0,70.32857142857144,0.5344285714285715,10.828571428571427,1023.3714285714286,0.7685714285714286
2017-01-01,37.628571428571426,20.985714285714288,29.842857142857145,16.428571428571427,58.971428571428575,0.028,10.257142857142856,1028.142857142857,0.4257142857142857
2017-01-08,48.31428571428571,29.814285714285713,39.042857142857144,26.614285714285717,62.471428571428575,0.0017142857142857144,9.457142857142857,1023.0571428571428,0.23857142857142857
2017-01-15,32.542857142857144,17.942857142857143,25.12857142857143,4.714285714285714,42.885714285714286,0.013285714285714286,15.299999999999999,1022.4142857142857,0.48714285714285716
2017-01-22,34.199999999999996,14.857142857142858,24.62857142857143,10.928571428571429,58.01428571428572,0.3891428571428572,11.700000000000001,1027.4428571428573,0.7142857142857143
2017-01-29,33.84285714285714,14.557142857142859,24.157142857142855,8.9,54.15714285714286,0.26271428571428573,11.87142857142857,1028.8857142857144,0.6542857142857142
2017-02-05,36.028571428571425,19.7,27.985714285714288,14.742857142857144,59.357142857142854,0.08842857142857143,9.842857142857143,1025.2142857142858,0.18285714285714286
2017-02-12,33.42857142857143,19.228571428571428,25.900000000000002,7.228571428571429,45.728571428571435,0.002857142857142857,13.157142857142857,1022.0714285714286,0.4328571428571429
2017-02-19,44.785714285714285,22.014285714285712,33.82857142857143,18.599999999999998,56.228571428571435,0.02728571428571428,11.314285714285715,1025.3428571428572,0.6628571428571428
2017-02-26,42.371428571428574,24.642857142857142,33.357142857142854,18.17142857142857,56.771428571428565,0.05714285714285715,12.228571428571428,1021.7428571428571,0.7471428571428572
2017-03-05,50.75714285714286,28.67142857142857,39.31428571428571,24.32857142857143,58.04285714285714,0.05385714285714286,9.200000000000001,1020.1428571428571,0.1285714285714286
2017-03-12,48.58571428571429,27.514285714285712,37.84285714285714,17.657142857142855,46.5,0.0031428571428571426,13.428571428571429,1017.7142857142857,0.37857142857142856
2017-03-19,57.18571428571429,32.82857142857143,44.642857142857146,21.928571428571427,44.2,0.0,10.328571428571427,1022.157142857143,0.6142857142857142
2017-03-26,56.142857142857146,36.457142857142856,46.4,25.12857142857143,45.84285714285714,0.0,10.214285714285714,1019.3714285714286,0.8357142857142856
2017-04-02,57.08571428571429,36.98571428571428,46.714285714285715,32.885714285714286,61.65714285714286,0.026571428571428572,10.200000000000001,1019.9714285714286,0.21571428571428572
2017-04-09,65.77142857142857,45.871428571428574,54.771428571428565,41.07142857142857,64.07142857142857,0.2502857142857143,9.814285714285715,1016.5142857142857,0.3171428571428571
2017-04-16,68.84285714285714,48.5,58.371428571428574,34.471428571428575,45.81428571428571,0.06314285714285714,13.1,1012.7714285714285,0.5614285714285715
2017-04-23,66.32857142857144,46.0,56.114285714285714,39.042857142857144,56.528571428571425,0.10999999999999999,11.9,1009.1999999999999,0.79
2017-04-30,71.64285714285714,48.9,60.0,38.285714285714285,48.4,0.0,14.328571428571427,1012.0571428571428,0.31
2017-05-07,78.34285714285714,53.457142857142856,66.02857142857142,43.042857142857144,46.98571428571428,0.0,13.485714285714286,1016.6,0.2657142857142857
2017-05-14,72.08571428571429,55.0,63.042857142857144,49.971428571428575,64.37142857142858,0.10971428571428572,13.385714285714286,1009.8714285714286,0.5042857142857143
2017-05-21,77.02857142857144,54.642857142857146,66.08571428571429,46.699999999999996,52.128571428571426,0.0,10.742857142857144,1013.842857142857,0.7371428571428572
2017-05-28,78.52857142857144,57.128571428571426,67.81428571428572,49.285714285714285,54.5,0.055714285714285716,11.4,1009.8714285714286,0.5471428571428572
2017-06-04,82.25714285714285,61.471428571428575,71.67142857142856,49.94285714285714,49.98571428571428,0.0,11.285714285714286,1006.5428571428572,0.22
2017-06-11,78.22857142857143,59.0,69.48571428571428,51.871428571428574,58.91428571428571,0.23485714285714285,9.957142857142857,1009.0857142857143,0.45285714285714285
2017-06-18,84.12857142857142,63.74285714285715,73.39999999999999,56.199999999999996,57.32857142857143,0.0,10.357142857142858,1011.0,0.6900000000000001
2017-06-25,86.32857142857142,67.87142857142858,76.92857142857143,59.728571428571435,57.82857142857143,0.02857142857142857,9.314285714285715,1005.7285714285715,0.6457142857142857
2017-07-02,86.01428571428572,70.82857142857142,77.39999999999999,66.98571428571428,71.95714285714286,0.42300000000000004,9.700000000000001,1008.7714285714285,0.16999999999999998
2017-07-09,87.07142857142857,74.08571428571429,79.91428571428571,72.41428571428571,79.07142857142857,1.3734285714285714,11.457142857142857,1007.2428571428571,0.39999999999999997
2017-07-16,85.92857142857143,73.98571428571428,79.64285714285714,72.97142857142858,81.25714285714285,1.7107142857142859,9.357142857142858,1007.6285714285714,0.6371428571428571
2017-07-23,89.35714285714286,77.94285714285715,82.84285714285714,74.81428571428572,77.71428571428571,0.8099999999999999,8.385714285714286,1008.0428571428572,0.7371428571428572
2017-07-30,87.0,76.47142857142856,81.27142857142857,71.51428571428572,73.82857142857142,0.6175714285714287,7.8,1006.1428571428571,0.12142857142857143
2017-08-06,90.88571428571429,78.24285714285715,84.17142857142858,73.38571428571429,71.4,0.15157142857142855,9.342857142857143,1005.5857142857143,0.3485714285714286
2017-08-13,86.72857142857143,75.55714285714285,80.95714285714287,69.38571428571429,69.11428571428571,0.11342857142857143,9.971428571428572,1003.1857142857143,0.5828571428571429
2017-08-20,80.88571428571429,71.62857142857142,75.98571428571428,68.22857142857143,77.62857142857142,1.6482857142857144,10.257142857142856,1007.4857142857143,0.8328571428571429
2017-08-27,84.82857142857142,70.51428571428572,77.81428571428572,67.9,73.65714285714286,0.9507142857142857,11.114285714285714,1010.342857142857,0.21714285714285714
2017-09-03,80.45714285714287,62.57142857142857,70.97142857142856,57.17142857142857,64.21428571428571,0.11742857142857142,7.957142857142856,1013.1428571428571,0.3028571428571429
2017-09-10,80.71428571428571,65.48571428571428,72.7,62.457142857142856,72.05714285714286,0.013571428571428571,6.614285714285714,1011.7142857142857,0.5328571428571428
2017-09-17,81.34285714285714,61.5,70.94285714285715,55.34285714285714,60.300000000000004,0.13585714285714284,9.714285714285714,1014.4428571428572,0.7814285714285714
2017-09-24,79.88571428571429,60.17142857142857,69.54285714285713,57.51428571428572,67.81428571428572,0.06414285714285714,8.8,1012.4857142857143,0.31285714285714283
2017-10-01,78.48571428571428,59.857142857142854,68.57142857142857,54.357142857142854,62.871428571428574,0.013571428571428571,9.185714285714285,1014.5285714285714,0.2542857142857143
2017-10-08,77.3,57.58571428571429,66.34285714285714,53.128571428571426,64.04285714285714,0.02314285714285714,8.885714285714286,1019.6,0.4785714285714286
2017-10-15,69.9857142857143,51.728571428571435,60.51428571428572,48.142857142857146,66.28571428571429,0.16671428571428568,8.742857142857144,1022.1714285714286,0.7285714285714285
2017-10-22,72.65714285714286,49.65714285714286,60.214285714285715,45.41428571428571,60.57142857142857,0.001142857142857143,8.27142857142857,1020.9857142857143,0.5442857142857143
2017-10-29,68.58571428571429,46.528571428571425,56.628571428571426,41.857142857142854,60.685714285714276,0.0,9.0,1020.9142857142857,0.20285714285714285
2017-11-05,59.91428571428571,41.028571428571425,50.785714285714285,36.55714285714286,60.857142857142854,0.018857142857142857,9.157142857142857,1023.9,0.43142857142857144
2017-11-12,59.728571428571435,38.699999999999996,49.371428571428574,34.24285714285715,58.5,0.08171428571428571,9.4,1021.5142857142857,0.6742857142857143
2017-11-19,44.871428571428574,29.014285714285712,37.34285714285714,17.442857142857143,46.800000000000004,0.024142857142857143,11.142857142857142,1022.1428571428571,0.6328571428571428
2017-11-26,44.17142857142857,26.185714285714283,35.08571428571428,23.24285714285714,64.05714285714285,0.1392857142857143,10.714285714285714,1023.7571428571429,0.15285714285714283
2017-12-03,44.57142857142857,26.685714285714287,35.27142857142857,20.17142857142857,57.857142857142854,0.024428571428571428,8.5,1026.8,0.37857142857142856
2017-12-10,38.771428571428565,23.47142857142857,30.685714285714287,15.728571428571428,56.4,0.032,10.942857142857141,1021.657142857143,0.62
2017-12-17,27.599999999999998,13.414285714285715,20.514285714285712,1.8142857142857143,45.18571428571429,0.0005714285714285715,9.799999999999999,1029.3,0.8585714285714285
2017-12-24,40.1,23.114285714285717,32.2,23.271428571428572,70.78571428571429,0.12357142857142857,8.957142857142857,1026.4857142857143,0.09714285714285716
2017-12-31,35.3,22.557142857142857,29.25714285714286,13.271428571428572,54.385714285714286,0.08171428571428573,9.171428571428573,1026.3857142857144,0.33
2018-01-07,38.3,19.4,28.8,10.7,49.2,0.0,6.4,1027.6,0.47
