주차,기간,기사 갯수,오염,환경 오염,생물 멸종,산성비,수질 오염,기후 위기,온난화 가속화,오존층 파괴,유해 물질 누출,이산화탄소,주간 뉴스 수,뉴스 비율
585,20110314 - 20110320,51,40,0,0,2,0,0,0,0,0,26,87838,0.000580614312712038
586,20110321 - 20110327,69,51,0,0,3,1,0,0,0,0,34,87838,0.0007855370113162868
587,20110328 - 20110403,69,65,0,0,3,0,0,0,0,0,34,87875,0.0007852062588904694
588,20110404 - 20110410,56,37,1,0,6,0,0,0,0,0,39,87926,0.0006368992106999068
589,20110411 - 20110417,39,32,0,0,7,0,0,0,0,0,14,87926,0.00044355480745172075
590,20110418 - 20110424,45,37,0,0,3,1,0,0,0,0,18,87926,0.0005117940085981393
591,20110425 - 20110501,51,46,0,0,1,0,0,0,0,0,19,87926,0.000580033209744558
592,20110502 - 20110508,20,22,0,0,0,0,0,0,0,0,10,87926,0.00022746400382139527
593,20110509 - 20110515,22,15,0,0,2,0,0,0,0,0,9,87926,0.0002502104042035348
594,20110516 - 20110522,25,22,0,0,0,0,0,0,0,0,8,87926,0.00028433000477674406
595,20110523 - 20110529,61,46,0,0,1,0,0,0,0,0,36,87926,0.0006937652116552555
596,20110530 - 20110605,62,54,0,0,0,0,0,0,0,0,27,87926,0.0007051384118463253
597,20110606 - 20110612,51,41,0,0,5,0,0,0,0,0,25,87926,0.000580033209744558
598,20110613 - 20110619,49,47,0,0,3,2,0,0,0,0,20,87926,0.0005572868093624184
599,20110620 - 20110626,69,72,0,0,0,0,0,0,0,0,33,87926,0.0007847508131838137
600,20110627 - 20110703,47,31,0,0,12,0,0,0,0,0,32,86694,0.0005421367107296929
601,20110704 - 20110710,48,39,0,0,2,0,0,0,0,0,22,85054,0.0005643473557974933
602,20110711 - 20110717,31,26,0,0,1,0,0,0,0,0,16,85054,0.0003644743339525478
603,20110718 - 20110724,32,32,0,0,1,2,0,0,0,0,10,85054,0.00037623157053166226
604,20110725 - 20110731,18,17,0,0,1,0,0,0,0,0,7,85054,0.00021163025842406002
605,20110801 - 20110807,35,34,0,0,0,0,0,0,0,0,10,85054,0.00041150328026900556
606,20110808 - 20110814,32,26,0,0,1,0,0,0,0,0,16,85054,0.00037623157053166226
607,20110815 - 20110821,25,24,0,0,0,0,0,0,0,0,11,85054,0.00029393091447786114
608,20110822 - 20110828,31,30,0,0,0,0,0,0,0,0,7,85054,0.0003644743339525478
609,20110829 - 20110904,26,30,0,0,1,0,0,0,0,0,9,85054,0.00030568815105697555
610,20110905 - 20110911,23,17,0,0,0,0,0,0,0,0,11,85054,0.00027041644131963225
611,20110912 - 20110918,20,13,0,0,0,0,0,0,0,0,11,85054,0.0002351447315822889
612,20110919 - 20110925,38,34,0,0,1,0,0,0,0,0,28,85054,0.0004467749900063489
613,20110926 - 20111002,44,29,0,0,2,1,0,0,0,0,32,86953,0.0005060204938300002
614,20111003 - 20111009,47,42,0,0,0,1,0,0,0,0,15,91701,0.0005125353049585064
615,20111010 - 20111016,47,36,0,0,0,0,0,0,0,0,30,91701,0.0005125353049585064
616,20111017 - 20111023,46,35,0,0,0,0,0,0,0,0,31,91701,0.0005016302984700275
617,20111024 - 20111030,24,20,0,0,0,0,0,0,0,0,9,91701,0.00026172015572349265
618,20111031 - 20111106,31,16,0,0,1,0,0,0,0,0,22,91701,0.0003380552011428447
619,20111107 - 20111113,31,32,0,0,0,0,0,0,0,0,10,91701,0.0003380552011428447
620,20111114 - 20111120,39,13,0,0,4,0,0,0,0,0,26,91701,0.0004252952530506756
621,20111121 - 20111127,28,9,0,0,0,0,0,0,0,0,26,91701,0.0003053401816774081
622,20111128 - 20111204,46,34,0,0,0,0,0,0,0,0,34,91701,0.0005016302984700275
623,20111205 - 20111211,48,30,0,0,1,1,0,0,0,0,33,91701,0.0005234403114469853
624,20111212 - 20111218,40,29,0,0,2,0,0,0,0,0,23,91701,0.0004362002595391544
625,20111219 - 20111225,35,24,0,0,0,1,0,0,0,0,24,91701,0.0003816752270967601
626,20111226 - 20120101,43,26,0,0,0,0,0,0,0,0,38,91540,0.00046974000436967445
627,20120102 - 20120108,28,17,0,0,0,1,0,0,0,0,16,90583,0.0003091087731693585
628,20120109 - 20120115,20,7,0,0,2,0,0,0,0,0,13,90583,0.00022079198083525605
629,20120116 - 20120122,27,32,0,0,0,0,0,0,0,0,10,90583,0.0002980691741275957
630,20120123 - 20120129,16,18,0,0,1,0,0,0,0,0,9,90583,0.00017663358466820484
631,20120130 - 20120205,25,25,0,0,11,0,0,0,0,0,7,90583,0.0002759899760440701
632,20120206 - 20120212,46,41,0,0,0,1,0,0,0,0,22,90583,0.000507821555921089
633,20120213 - 20120219,39,18,0,0,0,0,0,0,0,0,29,90583,0.00043054436262874934
634,20120220 - 20120226,71,86,0,0,1,1,0,0,0,0,18,90583,0.000783811531965159
635,20120227 - 20120304,52,63,0,0,1,0,0,0,0,0,11,90583,0.0005740591501716657
636,20120305 - 20120311,48,43,0,0,1,0,0,0,0,0,22,90583,0.0005299007540046145
637,20120312 - 20120318,47,46,0,0,0,0,0,0,2,0,19,90583,0.0005188611549628517
638,20120319 - 20120325,97,108,0,0,3,0,0,0,1,0,23,90583,0.0010708411070509919
639,20120326 - 20120401,52,63,0,0,0,1,0,0,1,0,19,90407,0.0005751767009191766
640,20120402 - 20120408,38,44,0,0,2,0,0,0,0,0,12,89352,0.00042528426895872503
641,20120409 - 20120415,41,46,0,0,1,0,0,0,0,0,21,89352,0.00045885934282388754
642,20120416 - 20120422,36,45,0,0,3,0,0,0,0,0,10,89352,0.00040290088638195
643,20120423 - 20120429,48,52,0,0,0,1,0,0,0,0,15,89352,0.0005372011818426001
644,20120430 - 20120506,17,10,0,0,1,0,0,0,0,0,8,89352,0.0001902587519025875
645,20120507 - 20120513,27,25,0,0,1,0,0,0,0,0,10,89352,0.00030217566478646255
646,20120514 - 20120520,56,48,0,0,1,0,0,0,1,0,17,89352,0.0006267347121497001
647,20120521 - 20120527,42,36,0,0,0,0,0,0,0,0,19,89352,0.00047005103411227505
648,20120528 - 20120603,66,83,0,0,1,0,0,0,0,0,14,89352,0.000738651625033575
649,20120604 - 20120610,39,43,0,0,0,1,0,0,0,0,10,89352,0.00043647596024711254
650,20120611 - 20120617,49,44,0,0,8,0,0,0,0,0,21,89352,0.0005483928731309875
651,20120618 - 20120624,43,41,0,0,0,2,0,0,0,0,23,89352,0.00048124272540066255
652,20120625 - 20120701,24,24,0,0,2,1,0,0,0,0,12,85400,0.0002810304449648712
653,20120702 - 20120708,50,45,0,0,3,0,0,0,0,0,20,61686,0.0008105566903349221
654,20120709 - 20120715,34,24,0,0,2,1,0,0,0,0,17,61686,0.0005511785494277469
655,20120716 - 20120722,17,11,0,0,0,0,0,0,0,0,10,61686,0.00027558927471387347
656,20120723 - 20120729,27,13,0,0,0,0,0,0,0,0,21,61686,0.0004377006127808579
657,20120730 - 20120805,27,14,0,0,0,0,0,0,0,0,19,61686,0.0004377006127808579
658,20120806 - 20120812,30,17,0,0,1,0,0,0,2,0,16,61686,0.00048633401420095323
659,20120813 - 20120819,16,10,0,0,1,0,0,0,0,0,9,61686,0.00025937814090717503
660,20120820 - 20120826,27,30,0,0,0,1,0,0,0,0,5,61686,0.0004377006127808579
661,20120827 - 20120902,25,15,0,0,1,0,0,0,0,0,13,61686,0.00040527834516746104
662,20120903 - 20120909,41,32,0,0,0,0,0,0,0,0,22,61686,0.0006646564860746361
663,20120910 - 20120916,53,57,0,0,0,0,0,0,0,0,18,61686,0.0008591900917550173
664,20120917 - 20120923,38,37,0,0,0,0,0,0,0,0,13,61686,0.0006160230846545407
665,20120924 - 20120930,25,26,0,0,0,0,0,0,0,0,10,61686,0.00040527834516746104
666,20121001 - 20121007,17,11,0,0,1,0,0,0,0,0,9,93111,0.00018257778350570824
667,20121008 - 20121014,38,29,0,0,0,0,0,0,0,0,19,93111,0.00040811504548334785
668,20121015 - 20121021,35,20,0,0,0,0,0,0,0,0,24,93111,0.0003758954366293993
669,20121022 - 20121028,44,40,0,0,3,0,0,0,0,0,15,93111,0.00047255426319124487
670,20121029 - 20121104,27,27,1,0,5,0,0,0,1,0,12,93111,0.00028997647968553663
671,20121105 - 20121111,29,32,0,0,4,0,0,0,0,0,10,93111,0.0003114562189215023
672,20121112 - 20121118,64,42,0,0,5,0,0,0,0,0,43,93111,0.0006873516555509016
673,20121119 - 20121125,48,55,0,0,2,1,0,0,0,0,17,93111,0.0005155137416631762
674,20121126 - 20121202,24,19,0,0,0,0,0,0,0,0,11,93111,0.0002577568708315881
675,20121203 - 20121209,63,43,0,0,1,0,0,0,0,0,47,93111,0.0006766117859329188
676,20121210 - 20121216,32,32,0,0,1,0,0,0,0,0,14,93111,0.0003436758277754508
677,20121217 - 20121223,21,30,0,0,0,0,0,0,0,0,6,93111,0.00022553726197763958
678,20121224 - 20121230,19,7,0,0,0,0,0,0,0,0,13,93111,0.00020405752274167392
679,20121231 - 20130106,7,11,0,0,0,0,0,0,0,0,1,92241,7.588816253076181e-05
680,20130107 - 20130113,19,8,0,0,0,0,0,0,0,0,14,92096,0.00020630646282140375
681,20130114 - 20130120,41,48,0,0,4,0,0,0,0,0,15,92096,0.0004451876302988186
682,20130121 - 20130127,43,28,0,0,0,0,0,0,0,0,28,92096,0.0004669041000694927
683,20130128 - 20130203,40,47,0,0,0,0,0,0,0,0,16,92096,0.0004343293954134816
684,20130204 - 20130210,22,24,0,0,2,0,0,0,0,0,3,92096,0.00023888116747741486
685,20130211 - 20130217,29,23,0,0,0,0,0,0,0,0,17,92096,0.00031488881167477414
686,20130218 - 20130224,62,63,0,0,0,3,0,0,0,0,30,92096,0.0006732105628908965
687,20130225 - 20130303,44,23,0,0,0,1,0,0,0,0,33,92096,0.0004777623349548297
688,20130304 - 20130310,31,24,0,0,1,3,0,0,0,0,13,92096,0.00033660528144544824
689,20130311 - 20130317,21,23,0,0,2,0,0,0,0,0,5,92096,0.00022802293259207784
690,20130318 - 20130324,51,55,0,0,4,0,0,0,0,0,13,92096,0.000553769979152189
691,20130325 - 20130331,32,36,0,0,0,0,0,0,0,0,9,92096,0.00034746351633078526
692,20130401 - 20130407,62,64,0,0,0,0,0,0,0,0,21,96846,0.0006401916444664725
693,20130408 - 20130414,37,18,0,0,2,0,0,0,0,0,23,96846,0.0003820498523428949
694,20130415 - 20130421,42,44,0,0,0,1,0,0,0,0,24,96846,0.00043367821076761045
695,20130422 - 20130428,35,29,0,0,7,2,0,0,0,0,13,96846,0.0003613985089730087
696,20130429 - 20130505,14,8,0,0,0,0,0,0,0,0,7,96846,0.00014455940358920348
697,20130506 - 20130512,31,23,0,0,2,0,0,0,0,0,14,96846,0.00032009582223323625
698,20130513 - 20130519,37,32,0,0,0,0,0,0,0,0,26,96846,0.0003820498523428949
699,20130520 - 20130526,42,30,0,0,0,0,0,0,0,0,15,96846,0.00043367821076761045
700,20130527 - 20130602,48,51,0,0,0,0,0,0,0,0,15,96846,0.0004956322408772691
701,20130603 - 20130609,29,36,0,0,0,0,0,0,0,0,7,96846,0.00029944447886335007
702,20130610 - 20130616,43,39,0,0,4,1,0,0,0,0,17,96846,0.0004440038824525535
703,20130617 - 20130623,26,25,0,0,0,0,0,0,0,0,11,96846,0.00026846746380852077
704,20130624 - 20130630,39,34,0,0,1,0,0,0,0,0,15,96846,0.0004027011957127811
705,20130701 - 20130707,27,20,0,0,0,0,0,0,0,0,14,94524,0.00028564174177986545
706,20130708 - 20130714,36,35,0,0,0,0,0,0,1,0,8,94524,0.00038085565570648725
707,20130715 - 20130721,31,30,0,0,2,0,0,0,0,0,10,94524,0.000327959036858364
708,20130722 - 20130728,35,34,0,0,0,0,0,0,0,0,14,94524,0.0003702763319368626
709,20130729 - 20130804,41,45,0,0,0,1,0,0,0,0,14,94524,0.00043375227455461047
710,20130805 - 20130811,22,17,0,0,3,1,0,0,0,0,7,94524,0.0002327451229317422
711,20130812 - 20130818,46,30,0,0,0,1,0,0,0,0,25,94524,0.0004866488934027337
712,20130819 - 20130825,42,39,0,0,0,1,0,0,0,0,16,94524,0.0004443315983242351
713,20130826 - 20130901,35,31,0,0,1,1,0,0,2,0,12,94524,0.0003702763319368626
714,20130902 - 20130908,33,43,0,0,0,1,0,0,1,0,9,94524,0.0003491176843976133
715,20130909 - 20130915,25,32,1,0,1,0,0,0,0,0,3,94524,0.00026448309424061616
716,20130916 - 20130922,6,2,0,0,0,0,0,0,0,0,5,94524,6.347594261774788e-05
717,20130923 - 20130929,36,26,0,0,0,1,0,0,0,0,26,94524,0.00038085565570648725
718,20130930 - 20131006,30,24,0,0,1,0,0,0,0,0,14,103689,0.0002893267366837369
719,20131007 - 20131013,26,18,0,0,0,0,0,0,1,0,12,105217,0.0002471083570145509
720,20131014 - 20131020,22,26,0,0,0,0,0,0,0,0,7,105217,0.00020909168670462
721,20131021 - 20131027,36,17,0,0,0,0,0,0,0,0,24,105217,0.00034215003278937814
722,20131028 - 20131103,26,23,0,0,0,0,0,0,0,0,11,105217,0.0002471083570145509
723,20131104 - 20131110,16,14,0,0,2,1,0,0,0,0,8,105217,0.0001520666812397236
724,20131111 - 20131117,43,46,0,0,9,0,0,0,0,0,13,105217,0.00040867920583175725
725,20131118 - 20131124,43,30,0,0,1,0,0,0,1,0,31,105217,0.00040867920583175725
726,20131125 - 20131201,34,28,0,0,10,0,0,0,0,0,17,105217,0.0003231416976344127
727,20131202 - 20131208,41,48,0,0,3,0,0,0,0,0,19,105217,0.0003896708706767918
728,20131209 - 20131215,58,35,0,0,6,0,0,0,1,0,42,105217,0.0005512417194939981
729,20131216 - 20131222,22,18,0,0,0,0,0,0,0,0,10,105217,0.00020909168670462
730,20131223 - 20131229,18,16,0,0,1,0,0,0,0,0,2,105217,0.00017107501639468907
731,20131230 - 20140105,12,9,0,0,0,0,0,0,0,0,4,106894,0.00011226074428873463
732,20140106 - 20140112,14,14,0,0,0,0,0,0,0,0,6,107565,0.0001301538604564682
733,20140113 - 20140119,32,22,0,0,0,0,0,0,0,0,23,107565,0.00029749453818621297
734,20140120 - 20140126,39,26,0,0,16,0,0,0,0,0,17,107565,0.0003625714684144471
735,20140127 - 20140202,26,22,0,0,0,0,0,0,0,0,11,107565,0.00024171431227629805
736,20140203 - 20140209,31,20,0,0,0,0,0,0,0,1,18,107565,0.0002881978338678938
737,20140210 - 20140216,15,8,0,0,0,0,0,0,0,0,7,107565,0.00013945056477478735
738,20140217 - 20140223,24,21,0,0,0,0,0,0,0,0,10,107565,0.00022312090363965973
739,20140224 - 20140302,24,13,0,0,7,0,0,0,0,0,20,107565,0.00022312090363965973
740,20140303 - 20140309,51,39,0,0,1,0,0,0,0,0,29,107565,0.00047413192023427694
741,20140310 - 20140316,40,36,0,0,6,0,0,0,1,0,18,107565,0.0003718681727327662
742,20140317 - 20140323,36,34,0,0,0,0,0,0,0,0,19,107565,0.0003346813554594896
743,20140324 - 20140330,42,41,0,0,2,0,0,0,0,0,13,107565,0.00039046158136940454
744,20140331 - 20140406,33,37,0,0,1,1,0,0,0,0,13,101625,0.0003247232472324723
745,20140407 - 20140413,37,34,0,0,0,0,0,0,0,0,32,100635,0.00036766532518507476
746,20140414 - 20140420,38,27,0,0,1,0,0,0,0,0,24,100635,0.0003776022258657525
747,20140421 - 20140427,31,30,0,0,2,1,0,0,1,0,11,100635,0.0003080439211010086
748,20140428 - 20140504,20,20,0,0,0,0,0,0,0,0,12,100635,0.00019873801361355392
749,20140505 - 20140511,32,42,0,0,1,0,0,0,0,0,6,100635,0.0003179808217816863
750,20140512 - 20140518,31,29,0,0,0,1,0,0,0,0,21,100635,0.0003080439211010086
751,20140519 - 20140525,30,34,0,0,2,0,0,0,0,0,9,100635,0.0002981070204203309
752,20140526 - 20140601,24,22,0,0,3,0,0,0,0,0,9,100635,0.00023848561633626472
753,20140602 - 20140608,44,31,0,0,5,0,0,0,0,0,24,100635,0.00043722362994981864
754,20140609 - 20140615,47,30,0,0,2,2,0,0,0,0,26,100635,0.0004670343319918517
755,20140616 - 20140622,22,27,0,0,0,0,0,0,0,0,9,100635,0.00021861181497490932
756,20140623 - 20140629,20,26,0,0,0,0,0,0,0,0,6,100635,0.00019873801361355392
757,20140630 - 20140706,25,27,0,0,0,0,0,0,0,0,9,98739,0.0002531927607125857
758,20140707 - 20140713,52,62,0,0,0,3,0,0,0,0,13,98424,0.0005283264244493213
759,20140714 - 20140720,56,48,0,0,0,4,0,0,0,0,27,98424,0.0005689669186377306
760,20140721 - 20140727,23,21,0,0,1,0,0,0,0,0,10,98424,0.00023368284158335365
761,20140728 - 20140803,21,23,0,0,0,2,0,0,0,0,7,98424,0.000213362594489149
762,20140804 - 20140810,9,7,0,0,0,0,0,0,0,0,6,98424,9.1441111923921e-05
763,20140811 - 20140817,17,14,0,0,0,0,0,0,0,0,5,98424,0.00017272210030073966
764,20140818 - 20140824,32,42,0,0,0,0,0,0,0,0,10,98424,0.0003251239535072746
765,20140825 - 20140831,17,20,0,0,0,0,0,0,0,0,3,98424,0.00017272210030073966
766,20140901 - 20140907,14,10,0,0,0,0,0,0,0,0,11,98424,0.00014224172965943266
767,20140908 - 20140914,28,9,0,0,1,0,0,0,1,0,12,98424,0.0002844834593188653
768,20140915 - 20140921,24,14,0,0,0,0,0,0,1,0,9,98424,0.000243842965130456
769,20140922 - 20140928,54,18,0,0,6,0,0,0,0,0,51,98424,0.0005486466715435259
770,20140929 - 20141005,29,28,0,0,2,1,0,0,0,0,10,103419,0.0002804126901246386
771,20141006 - 20141012,14,12,0,0,0,0,0,0,0,0,8,105418,0.00013280464436813446
772,20141013 - 20141019,30,29,0,0,0,1,0,0,0,0,7,105418,0.0002845813807888596
773,20141020 - 20141026,26,23,0,0,7,1,0,0,0,0,10,105418,0.0002466371966836783
774,20141027 - 20141102,21,22,0,0,3,0,0,0,0,0,6,105418,0.00019920696655220172
775,20141103 - 20141109,36,27,0,0,0,0,0,0,0,0,20,105418,0.0003414976569466315
776,20141110 - 20141116,29,26,0,0,1,0,0,0,0,0,15,105418,0.0002750953347625643
777,20141117 - 20141123,29,27,0,0,6,0,0,0,0,0,11,105418,0.0002750953347625643
778,20141124 - 20141130,28,30,0,0,2,1,0,0,0,0,13,105418,0.00026560928873626893
779,20141201 - 20141207,30,13,0,0,0,0,0,0,0,0,16,105418,0.0002845813807888596
780,20141208 - 20141214,42,37,1,0,1,0,0,0,0,0,21,105418,0.00039841393310440345
781,20141215 - 20141221,25,22,0,0,0,0,0,0,0,0,11,105418,0.00023715115065738298
782,20141222 - 20141228,27,26,0,0,0,0,0,0,0,0,15,105418,0.0002561232427099736
783,20141229 - 20150104,15,9,0,0,0,0,0,0,0,0,8,104090,0.0001441060620616774
784,20150105 - 20150111,18,23,0,0,0,0,0,0,0,0,3,103095,0.00017459624618070712
785,20150112 - 20150118,10,8,0,0,0,0,0,0,0,0,4,103095,9.699791454483729e-05
786,20150119 - 20150125,22,25,0,0,0,0,0,0,0,0,7,103095,0.00021339541199864203
787,20150126 - 20150201,33,33,0,0,0,0,0,0,0,0,20,103095,0.00032009311799796304
788,20150202 - 20150208,31,18,0,0,3,0,0,0,0,0,20,103095,0.00030069353508899556
789,20150209 - 20150215,14,15,0,0,0,1,0,0,0,0,11,103095,0.0001357970803627722
790,20150216 - 20150222,9,6,0,0,0,0,0,0,1,0,4,103095,8.729812309035356e-05
791,20150223 - 20150301,53,34,0,0,0,0,0,1,0,0,37,103095,0.0005140889470876376
792,20150302 - 20150308,21,14,1,0,0,0,0,0,0,0,17,103095,0.0002036956205441583
793,20150309 - 20150315,29,23,0,0,2,1,0,0,0,0,17,103095,0.00028129395218002813
794,20150316 - 20150322,22,20,0,0,2,0,0,0,0,0,11,103095,0.00021339541199864203
795,20150323 - 20150329,20,28,0,0,0,1,0,0,0,0,5,103095,0.00019399582908967457
796,20150330 - 20150405,27,30,1,0,0,1,0,0,0,0,12,108392,0.00024909587423426084
797,20150406 - 20150412,40,30,0,0,0,0,0,1,0,0,29,110512,0.0003619516432604604
798,20150413 - 20150419,26,19,0,0,8,1,0,0,0,0,10,110512,0.00023526856811929926
799,20150420 - 20150426,39,26,0,0,0,0,0,0,0,0,24,110512,0.00035290285217894887
800,20150427 - 20150503,35,50,0,0,1,0,0,0,0,0,8,110512,0.00031670768785290284
801,20150504 - 20150510,19,19,0,0,0,0,0,0,0,0,10,110512,0.0001719270305487187
802,20150511 - 20150517,18,12,0,0,1,0,0,0,0,0,9,110512,0.0001628782394672072
803,20150518 - 20150524,31,31,1,0,0,0,0,0,0,0,10,110512,0.0002805125235268568
804,20150525 - 20150531,25,23,0,0,0,0,0,0,0,0,16,110512,0.00022621977703778776
805,20150601 - 20150607,38,22,0,0,0,1,0,0,0,0,30,110512,0.0003438540610974374
806,20150608 - 20150614,42,16,0,0,0,0,0,0,0,0,28,110512,0.0003800492254234834
807,20150615 - 20150621,19,22,0,0,0,0,0,0,0,0,9,110512,0.0001719270305487187
808,20150622 - 20150628,25,19,0,0,0,0,0,0,0,0,7,110512,0.00022621977703778776
809,20150629 - 20150705,61,48,0,0,1,0,0,0,0,0,36,111995,0.0005446671726416358
810,20150706 - 20150712,49,57,0,0,0,0,0,0,0,0,16,112589,0.0004352112550959685
811,20150713 - 20150719,35,37,0,0,0,0,0,0,0,0,14,112589,0.0003108651822114061
812,20150720 - 20150726,23,30,0,0,0,1,0,0,0,0,10,112589,0.0002042828340246383
813,20150727 - 20150802,25,31,0,0,2,0,0,0,0,0,4,112589,0.00022204655872243292
814,20150803 - 20150809,26,23,1,0,0,0,0,0,0,0,10,112589,0.00023092842107133024
815,20150810 - 20150816,26,26,0,0,0,3,0,0,0,0,9,112589,0.00023092842107133024
816,20150817 - 20150823,52,59,0,0,2,3,0,0,0,2,10,112589,0.0004618568421426605
817,20150824 - 20150830,31,16,0,0,0,1,0,0,0,0,20,112589,0.00027533773281581683
818,20150831 - 20150906,28,25,0,0,0,1,0,0,0,0,15,112589,0.00024869214576912486
819,20150907 - 20150913,17,15,0,0,1,0,0,0,0,0,9,112589,0.0001509916599312544
820,20150914 - 20150920,32,36,0,0,1,0,0,0,0,0,7,112589,0.0002842195951647141
821,20150921 - 20150927,59,37,0,0,1,0,0,0,0,0,51,112589,0.0005240298785849417
822,20150928 - 20151004,38,29,0,0,2,0,0,0,0,0,28,107074,0.00035489474568989673
823,20151005 - 20151011,17,13,0,0,0,0,0,0,0,0,13,102939,0.00016514634880851765
824,20151012 - 20151018,24,22,0,0,1,0,0,0,0,0,13,102939,0.0002331477865532014
825,20151019 - 20151025,35,48,0,0,1,0,0,0,0,0,4,102939,0.0003400071887234187
826,20151026 - 20151101,21,16,0,0,2,0,0,0,0,0,10,102939,0.00020400431323405123
827,20151102 - 20151108,104,46,0,0,5,0,0,0,0,0,92,102939,0.0010103070750638729
828,20151109 - 20151115,37,20,1,0,0,0,0,0,0,0,23,102939,0.0003594361709361855
829,20151116 - 20151122,20,10,0,0,0,0,0,0,0,0,18,102939,0.00019428982212766783
830,20151123 - 20151129,38,27,0,0,1,0,0,0,0,0,19,102939,0.0003691506620425689
831,20151130 - 20151206,35,20,0,0,0,0,0,0,0,0,31,102939,0.0003400071887234187
832,20151207 - 20151213,33,8,0,0,0,0,0,0,0,0,30,102939,0.0003205782065106519
833,20151214 - 20151220,40,29,0,0,1,0,0,0,0,0,20,102939,0.00038857964425533567
834,20151221 - 20151227,31,28,0,0,0,0,0,0,0,0,18,102939,0.00030114922429788513
835,20151228 - 20160103,25,26,0,0,0,0,0,0,0,0,8,102007,0.00024508121991628025
836,20160104 - 20160110,20,23,0,0,0,1,0,0,0,0,4,100765,0.0001984816156403513
837,20160111 - 20160117,33,42,0,0,1,0,0,0,0,0,8,100765,0.0003274946658065797
838,20160118 - 20160124,35,17,0,0,0,2,0,0,0,0,23,100765,0.0003473428273706148
839,20160125 - 20160131,17,20,0,0,0,0,0,0,0,0,7,100765,0.00016870937329429862
840,20160201 - 20160207,11,7,0,0,0,0,0,0,0,0,8,100765,0.00010916488860219322
841,20160208 - 20160214,20,25,0,0,0,0,0,0,0,0,7,100765,0.0001984816156403513
842,20160215 - 20160221,37,43,0,0,0,0,0,0,0,0,10,100765,0.0003671909889346499
843,20160222 - 20160228,23,22,0,0,2,0,0,0,0,0,6,100765,0.00022825385798640402
844,20160229 - 20160306,17,12,0,0,0,0,0,0,0,0,12,100765,0.00016870937329429862
845,20160307 - 20160313,35,46,0,0,0,0,0,0,0,0,9,100765,0.0003473428273706148
846,20160314 - 20160320,16,17,0,0,0,0,0,0,0,0,5,100765,0.00015878529251228104
847,20160321 - 20160327,22,17,0,0,2,1,0,0,0,0,9,100765,0.00021832977720438645
848,20160328 - 20160403,32,41,0,0,1,0,0,0,0,0,5,97830,0.0003270980271900235
849,20160404 - 20160410,11,10,0,0,0,1,0,0,0,0,4,93917,0.00011712469520959997
850,20160411 - 20160417,32,14,0,0,0,1,0,0,0,0,31,93917,0.0003407263860642908
851,20160418 - 20160424,37,24,0,0,1,2,0,0,0,0,21,93917,0.00039396488388683624
852,20160425 - 20160501,22,17,0,0,0,0,0,0,0,0,13,93917,0.00023424939041919994
853,20160502 - 20160508,15,14,0,0,0,2,0,0,0,0,7,93917,0.00015971549346763633
854,20160509 - 20160515,47,51,0,0,1,0,0,0,0,0,19,93917,0.0005004418795319271
855,20160516 - 20160522,45,34,0,0,7,0,0,0,0,0,26,93917,0.000479146480402909
856,20160523 - 20160529,44,55,1,0,1,1,0,0,0,0,17,93917,0.0004684987808383999
857,20160530 - 20160605,45,42,0,0,1,0,0,0,0,0,25,93917,0.000479146480402909
858,20160606 - 20160612,24,27,0,0,1,0,0,0,0,0,14,93917,0.0002555447895482181
859,20160613 - 20160619,38,39,0,0,0,0,1,0,0,0,23,93917,0.00040461258345134534
860,20160620 - 20160626,38,33,0,0,0,0,0,0,0,0,19,93917,0.00040461258345134534
861,20160627 - 20160703,54,66,0,0,5,1,1,0,1,0,9,92726,0.0005823609343657658
862,20160704 - 20160710,36,52,0,0,3,0,0,0,0,0,11,91139,0.0003950010423638618
863,20160711 - 20160717,36,38,0,0,4,0,0,0,0,0,10,91139,0.0003950010423638618
864,20160718 - 20160724,35,43,0,0,2,1,0,0,0,0,9,91139,0.00038402879118708787
865,20160725 - 20160731,35,41,0,0,10,0,0,0,0,0,6,91139,0.00038402879118708787
866,20160801 - 20160807,26,29,0,0,1,0,0,0,0,0,7,91139,0.0002852785305961224
867,20160808 - 20160814,26,27,0,0,0,1,0,0,0,0,12,91139,0.0002852785305961224
868,20160815 - 20160821,30,27,0,0,1,0,0,0,0,0,12,91139,0.00032916753530321815
869,20160822 - 20160828,32,34,0,0,1,1,0,0,0,0,15,91139,0.00035111203765676605
870,20160829 - 20160904,36,52,0,0,1,1,0,0,0,0,9,91139,0.0003950010423638618
871,20160905 - 20160911,22,31,0,0,1,1,0,0,0,0,7,91139,0.00024138952588902666
872,20160912 - 20160918,11,10,0,0,0,0,0,0,0,0,7,91139,0.00012069476294451333
873,20160919 - 20160925,16,17,0,0,0,0,0,0,0,0,1,91139,0.00017555601882838302
874,20160926 - 20161002,24,22,0,0,0,1,0,0,0,0,8,92580,0.0002592352559948153
875,20161003 - 20161009,10,8,0,0,0,0,0,0,0,0,4,96185,0.00010396631491396787
876,20161010 - 20161016,22,19,0,0,1,0,0,0,0,0,13,96185,0.00022872589281072934
877,20161017 - 20161023,29,27,0,0,1,1,0,0,0,0,16,96185,0.00030150231325050685
878,20161024 - 20161030,20,11,0,0,1,1,0,1,0,0,13,96185,0.00020793262982793574
879,20161031 - 20161106,15,10,0,0,0,0,0,0,0,0,9,96185,0.00015594947237095182
880,20161107 - 20161113,28,16,0,0,0,0,0,0,0,0,19,96185,0.00029110568175911005
